Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,University of Pennsylvania,UnitedStates,76.7,84.1,62.1,100.0,,263.3,免费评估
2,Harvard University,UnitedStates,100.0,71.9,60.2,62.5,,254.4,免费评估
3,Pennsylvania State University - University Park,UnitedStates,76.5,81.7,66.6,79.6,,241.8,免费评估
4,Erasmus University Rotterdam,Netherlands,80.5,79.2,82.6,69.8,,238.5,免费评估
5,Tilburg University,Netherlands,68.7,78.5,81.1,84.1,,234.6,免费评估
6,Northwestern University,UnitedStates,59.9,83.3,65.0,95.0,,232.9,免费评估
7,University of Michigan-Ann Arbor,UnitedStates,70.4,77.4,62.2,76.5,,227.0,免费评估
8,Columbia University,UnitedStates,66.0,69.6,63.8,84.1,,224.3,免费评估
9,Texas A&M University,UnitedStates,60.8,93.2,60.4,79.6,,223.6,免费评估
10,"University of Minnesota, Twin Cities",UnitedStates,68.1,77.3,64.3,74.9,,222.1,免费评估
11,Indiana University Bloomington,UnitedStates,71.0,87.0,63.1,62.5,,218.8,免费评估
12,"University of Maryland, College Park",UnitedStates,66.5,74.4,61.3,74.9,,218.0,免费评估
13,Georgia State University,UnitedStates,60.7,82.1,69.4,78.1,,217.1,免费评估
14,Cornell University,UnitedStates,69.6,75.3,66.5,68.1,,216.7,免费评估
15,Duke University,UnitedStates,49.3,91.9,62.5,88.3,,214.5,免费评估
16,Stanford University,UnitedStates,61.4,78.6,59.9,73.3,,210.6,免费评估
17,Monash University,Australia,82.0,64.7,70.4,46.9,,209.2,免费评估
18,University of South Carolina - Columbia,UnitedStates,55.8,91.5,62.2,71.6,,207.3,免费评估
19,University of Southern California,UnitedStates,62.7,71.9,52.3,71.6,,206.9,免费评估
20,The University of Texas at Austin,UnitedStates,57.9,75.4,61.3,74.9,,205.5,免费评估
21,University of British Columbia,Canada,50.6,79.4,83.6,81.2,,205.1,免费评估
22,University of Washington,UnitedStates,54.8,85.5,58.9,71.6,,202.4,免费评估
23,University of North Carolina at Chapel Hill,UnitedStates,51.6,86.5,59.2,74.9,,201.5,免费评估
24,Michigan State University,UnitedStates,64.1,89.3,60.8,54.1,,200.9,免费评估
25,New York University,UnitedStates,55.8,73.2,70.2,73.3,,200.6,免费评估
26,Arizona State University,UnitedStates,60.8,87.0,61.7,58.4,,199.4,免费评估
27,University of Florida,UnitedStates,55.5,65.7,55.0,76.5,,198.2,免费评估
28,University of Groningen,Netherlands,67.3,78.0,81.6,49.4,,197.4,免费评估
29,Aalto University,Finland,71.1,81.6,79.5,41.3,,196.8,免费评估
30,York University,Canada,64.1,80.6,83.6,51.8,,196.6,免费评估
31,The University of Georgia,UnitedStates,58.2,75.7,49.3,66.3,,196.3,免费评估
32,University of Toronto,Canada,60.4,76.5,79.1,58.4,,195.2,免费评估
33,University of Illinois at Urbana-Champaign,UnitedStates,59.3,72.7,70.6,62.5,,194.9,免费评估
34,The University of Melbourne,Australia,63.4,73.1,77.8,51.8,,191.2,免费评估
35,The Hong Kong University of Science and Technology,China-HongKong,41.1,95.2,93.0,71.6,,190.1,免费评估
36,National University of Singapore,Singapore,65.4,71.0,90.4,46.9,,189.4,免费评估
37,Massachusetts Institute of Technology (MIT),UnitedStates,65.6,72.1,54.1,49.4,,189.3,免费评估
38,University of Alberta,Canada,50.8,92.3,85.4,56.3,,187.2,免费评估
39,University of Wisconsin - Madison,UnitedStates,51.4,61.7,58.2,73.3,,187.1,免费评估
40,KU Leuven,Belgium,64.5,75.1,82.0,44.2,,186.6,免费评估
41,University of Miami,UnitedStates,42.3,82.8,67.0,74.9,,186.5,免费评估
42,牛津大学University of Oxford,UnitedKingdom,71.4,72.5,72.9,34.9,,185.5,免费评估
43,Florida State University,UnitedStates,52.6,87.1,63.0,56.3,,185.0,免费评估
44,University of St.Gallen,Switzerland,63.8,71.7,89.4,44.2,,184.7,免费评估
45,University of Chicago,UnitedStates,45.8,63.1,58.3,78.1,,184.1,免费评估
46,INSEAD,France,55.1,83.7,92.2,49.4,,183.1,免费评估
47,The Hong Kong Polytechnic University,China-HongKong,58.3,74.5,79.0,49.4,,182.0,免费评估
47,"University of Pittsburgh, Pittsburgh Campus",UnitedStates,40.5,84.8,55.8,73.3,,182.0,免费评估
49,Bocconi University,Italy,67.4,74.1,83.9,34.9,,181.4,免费评估
50,利兹大学University of Leeds,UnitedKingdom,75.7,73.1,80.9,22.1,,180.3,免费评估
