Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,,,3.05,90.0,100.0,免费评估
2,雷丁大学University of Reading,386.0,3.99,2.7,95.0,97.4,免费评估
3,亚伯大学Aberystwyth University,,3.99,2.5,,92.8,免费评估
4,格拉斯哥大学University of Glasgow,,3.73,2.7,,92.4,免费评估
5,诺桑比亚大学Northumbria University,,3.96,2.45,,92.3,免费评估
6,阿尔斯特大学University of Ulster,,4.36,2.75,60.0,91.9,免费评估
7,谢菲尔德哈莱姆大学Sheffield Hallam University,310.0,4.04,2.55,70.0,90.7,免费评估
8,西英格兰大学University of the West of England,,3.8,2.34,,90.6,免费评估
9,牛津布鲁克斯大学Oxford Brookes University,,3.85,2.2,,90.0,免费评估
10,诺丁汉特伦特大学Nottingham Trent University,293.0,4.26,,85.0,88.9,免费评估
11,金斯顿大学Kingston University,318.0,4.04,1.4,,87.7,免费评估
12,威斯敏斯特大学University of Westminster,295.0,3.78,1.95,70.0,87.3,免费评估
13,伯明翰城市大学Birmingham City University,252.0,3.97,1.85,80.0,87.1,免费评估
14,格林威治大学The University of Greenwich,,3.96,2.2,50.0,86.3,免费评估
15,波尔顿大学University of Bolton,,3.84,1.35,,84.7,免费评估
16,普利茅斯大学University of Plymouth,,3.58,,60.0,82.7,免费评估
