Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,Sapienza University of Rome,Italy,99.7,70.6,,,96.8,免费评估
2,牛津大学University of Oxford,United Kingdom,96.1,98.9,,,96.4,免费评估
3,剑桥大学University of Cambridge,United Kingdom,95.7,99.4,,,96.1,免费评估
4,Ludwig-Maximilians-Universität München,Germany,100.0,59.8,,,96.0,免费评估
5,Université Paris-Sorbonne (Paris IV),France,94.9,76.0,,,93.0,免费评估
6,Harvard University,United States,91.9,97.6,,,92.5,免费评估
6,Leiden University,Netherlands,94.2,76.8,,,92.5,免费评估
8,Humboldt-Universität zu Berlin,Germany,93.3,78.7,,,91.8,免费评估
9,Ruprecht-Karls-Universität Heidelberg,Germany,95.5,55.1,,,91.5,免费评估
10,Princeton University,United States,91.0,75.6,,,89.5,免费评估
11,Cornell University,United States,90.4,73.8,,,88.7,免费评估
12,University of Pisa,Italy,92.3,51.1,,,88.2,免费评估
13,"University of Rome ""Tor Vergata""",Italy,90.8,57.3,,,87.5,免费评估
14,圣安德鲁斯大学University of St Andrews,United Kingdom,88.7,75.8,,,87.4,免费评估
15,"University of California, Berkeley (UCB)",United States,88.1,80.2,,,87.3,免费评估
16,Aristotle University of Thessaloniki,Greece,88.0,79.9,,,87.2,免费评估
17,Yale University,United States,87.2,85.8,,,87.1,免费评估
18,伦敦大学学院University College London,United Kingdom,85.1,88.6,,,85.5,免费评估
19,Albert-Ludwigs-Universitaet Freiburg,Germany,88.6,54.1,,,85.2,免费评估
20,University of Chicago,United States,85.5,80.5,,,85.0,免费评估
21,伦敦国王学院King's College London,United Kingdom,85.1,83.0,,,84.9,免费评估
22,Freie Universitaet Berlin,Germany,86.5,65.3,,,84.4,免费评估
23,University of Michigan,United States,84.8,79.7,,,84.3,免费评估
24,KU Leuven,Belgium,86.4,64.7,,,84.2,免费评估
25,杜伦大学Durham University,United Kingdom,83.9,81.6,,,83.7,免费评估
26,University of Vienna,Austria,87.3,42.8,,,82.9,免费评估
27,University of Groningen,Netherlands,84.6,62.8,,,82.4,免费评估
28,"Trinity College Dublin, The University of Dublin",Ireland,82.5,80.9,,,82.3,免费评估
29,Utrecht University,Netherlands,84.5,60.1,,,82.1,免费评估
30,Università degli Studi di Pavia,Italy,86.0,39.6,,,81.4,免费评估
31,University of Pennsylvania,United States,80.7,84.3,,,81.1,免费评估
32,Alma Mater Studiorum - University of Bologna,Italy,81.9,72.5,,,81.0,免费评估
33,University of Toronto,Canada,81.3,76.9,,,80.9,免费评估
34,University of Göttingen,Germany,83.7,52.1,,,80.5,免费评估
35,University of Zurich,Switzerland,82.8,56.9,,,80.2,免费评估
36,Brown University,United States,80.2,73.1,,,79.5,免费评估
37,University of Cologne,Germany,83.4,41.7,,,79.2,免费评估
38,Université Paris 1 Panthéon-Sorbonne,France,80.1,68.0,,,78.9,免费评估
39,Universidad Nacional Autónoma de México (UNAM),Mexico,79.4,69.8,,,78.4,免费评估
40,Scuola Normale Superiore di Pisa,Italy,79.5,55.0,,,77.1,免费评估
40,Stanford University,United States,75.4,92.5,,,77.1,免费评估
40,爱丁堡大学The University of Edinburgh,United Kingdom,76.9,79.1,,,77.1,免费评估
43,University of Copenhagen,Denmark,75.2,86.3,,,76.3,免费评估
44,埃克塞特大学University of Exeter,United Kingdom,77.4,65.1,,,76.2,免费评估
45,Columbia University,United States,76.3,72.6,,,75.9,免费评估
46,Kyushu University,Japan,75.6,74.2,,,75.5,免费评估
46,Complutense University of Madrid,Spain,75.9,72.2,,,75.5,免费评估
48,Eberhard Karls Universität Tübingen,Germany,78.1,50.4,,,75.3,免费评估
49,University of Milan,Italy,75.7,68.8,,,75.0,免费评估
50,University of Siena,Italy,77.3,51.4,,,74.7,免费评估
