Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,195.0,4.22,3.11,98.0,100.0,免费评估
2,阿尔斯特大学University of Ulster,153.0,4.34,3.24,100.0,99.8,免费评估
3,卡迪夫大学Cardiff University,152.0,4.08,3.42,100.0,99.4,免费评估
4,阿斯顿大学Aston University,149.0,4.48,3.37,97.0,98.8,免费评估
5,曼彻斯特大学The University of Manchester,156.0,4.13,3.12,98.0,98.5,免费评估
6,伦敦城市大学City University London,147.0,4.36,3.06,98.0,97.8,免费评估
7,谢菲尔德大学The University of Sheffield,140.0,4.49,3.51,94.0,97.4,免费评估
8,布拉德福德大学University of Bradford,135.0,4.06,3.22,99.0,97.0,免费评估
9,利物浦大学The University of Liverpool,131.0,4.55,3.09,91.0,95.0,免费评估
10,赫特福德大学University of Hertfordshire,151.0,4.12,,,94.8,免费评估
11,普利茅斯大学University of Plymouth,153.0,3.96,2.58,93.0,94.2,免费评估
12,剑桥安鲁大学Anglia Ruskin University,106.0,4.25,2.92,94.0,93.0,免费评估
13,坎特伯雷大学Canterbury Christ Church University,,3.8,2.56,94.0,92.6,免费评估
