Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,83.3%,83.2%,47.2%,551,78.3%,100.0,免费评估
2,杜伦大学Durham University,91.0%,90.3%,41.2%,475,76.8%,98.7,免费评估
3,牛津大学University of Oxford,81.5%,87.3%,42.9%,541,75.4%,98.5,免费评估
4,邓迪大学University of Dundee,94.7%,95.0%,55.4%,488,50.0%,98.0,免费评估
5,伦敦大学学院University College London,89.5%,90.9%,51.4%,482,62.7%,97.9,免费评估
6,格拉斯哥大学University of Glasgow,96.4%,94.8%,16.4%,441,79.3%,95.5,免费评估
7,埃克塞特大学University of Exeter,88.8%,93.2%,33.6%,413,72.6%,94.4,免费评估
8,约克大学The University of York,93.1%,92.4%,35.1%,403,67.7%,94.3,免费评估
9,雷丁大学University of Reading,93.8%,89.8%,44.7%,351,64.0%,93.4,免费评估
10,南安普顿大学University of Southampton,83.7%,87.2%,43.5%,385,62.6%,91.5,免费评估
11,谢菲尔德大学The University of Sheffield,86.4%,88.9%,31.6%,402,64.0%,91.1,免费评估
12,纽卡斯尔大学Newcastle University,95.3%,95.6%,25.8%,366,60.5%,91.0,免费评估
13,莱斯特大学University of Leicester,86.8%,85.3%,37.2%,374,64.5%,90.9,免费评估
14,斯旺西大学Swansea University,90.6%,86.8%,39.4%,316,66.7%,90.7,免费评估
15,利物浦大学The University of Liverpool,86.5%,80.8%,33.5%,381,67.0%,90.3,免费评估
16,罗伯特高登大学The Robert Gordon University,90.3%,93.6%,8.8%,368,78.0%,90.1,免费评估
16,曼彻斯特大学The University of Manchester,93.8%,91.1%,24.7%,329,68.2%,90.1,免费评估
18,阿伯丁大学University of Aberdeen,82.2%,90.8%,29.4%,410*,61.6%,89.9,免费评估
19,爱丁堡大学The University of Edinburgh,77.4%,83.3%,20.9%,476,64.7%,89.2,免费评估
19,伯明翰大学University of Birmingham,72.3%,66.3%,40.3%,437,71.1%,89.2,免费评估
21,肯特大学University of Kent,83.6%,84.4%,33.1%,357,65.0%,88.9,免费评估
22,布拉德福德大学University of Bradford,86.2%,84.2%,11.2%,385,71.5%,87.8,免费评估
23,米德塞斯大学Middlesex University,89.2%,85.9%,21.1%,,55.0%,86.6,免费评估
23,Cardiff University,83.8%,84.8%,31.1%,321,60.8%,86.6,免费评估
23,布拉德福德大学University of Bradford,91.2%,91.7%,23.6%,272,63.1%,86.6,免费评估
26,诺丁汉大学University of Nottingham,82.5%,81.8%,23.7%,370,56.3%,85.5,免费评估
27,英国女王大学Queen's University Belfast,82.2%,86.0%,36.9%,335,47.3%,85.4,免费评估
28,德蒙福特大学De Montfort University,85.5%,91.7%,,308,78.3%,85.3,免费评估
29,基尔大学Keele University,84.4%,86.2%,,366,65.5%,84.0,免费评估
30,普利茅斯大学University of Plymouth,87.2%,84.1%,25.8%,,46.2%,83.9,免费评估
30,赫尔大学The University of Hull,84.4%,89.4%,31.7%,318,42.3%,83.9,免费评估
32,哈德斯菲尔德大学University of Huddersfield,80.4%,86.0%,,334,71.3%,83.1,免费评估
33,Coventry University,91.1%,92.1%,,305,55.9%,82.3,免费评估
34,利物浦约翰摩尔斯大学Liverpool John Moores University,87.8%,90.2%,,336,51.3%,81.6,免费评估
35,University of Lincoln,81.5%,85.7%,,342,60.2%,81.5,免费评估
35,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,84.6%,85.2%,4.7%,336,53.5%,81.5,免费评估
37,温切斯特大学University of Winchester,90.2%,84.5%,7.5%,266,57.0%,81.4,免费评估
38,诺丁汉特伦特大学Nottingham Trent University,81.2%,90.9%,4.1%,318,56.6%,81.3,免费评估
39,斯塔福德郡大学Staffordshire University,90.0%,92.0%,,302,50.3%,81.0,免费评估
40,泰晤士河谷大学Thames Valley University,84.1%,81.7%,,284,64.1%,80.3,免费评估
41,伯恩茅斯大学Bournemouth University,80.8%,83.3%,19.9%,303,43.8%,80.1,免费评估
42,德比大学University of Derby,84.7%,90.1%,,298,52.6%,79.9,免费评估
43,伍斯特大学University of Worcester,87.6%,85.2%,8.1%,265,47.1%,79.1,免费评估
43,中央兰开夏大学University of Central Lancashire,79.9%,80.3%,9.8%,318,48.0%,79.1,免费评估
45,切斯特大学University of Chester,82.2%,73.3%,15.4%,280,49.4%,78.7,免费评估
46,坎特伯雷大学Canterbury Christ Church University,80.0%,83.8%,16.3%,283,42.6%,78.5,免费评估
47,蒂赛德大学Teesside University,76.4%,79.4%,,342,49.7%,77.7,免费评估
48,西英格兰大学University of the West of England,71.4%,82.4%,,344,52.4%,77.5,免费评估
48,金斯顿大学Kingston University,85.5%,89.3%,6.9%,,33.3%,77.5,免费评估
50,剑桥安鲁大学Anglia Ruskin University,81.7%,79.3%,24.6%,204,41.5%,76.9,免费评估
51,哥比亚大学University of Cumbria,88.7%,89.5%,1.5%,,28.6%,76.3,免费评估
52,西苏格兰大学University of the West of Scotland,68.3%,79.8%,,319,54.3%,76.0,免费评估
53,南威尔士大学The University of South Wales,76.0%,82.8%,,334,37.2%,75.4,免费评估
54,伯明翰城市大学Birmingham City University,58.2%,63.3%,,353,62.2%,74.3,免费评估
55,格林威治大学The University of Greenwich,64.7%,77.3%,,294,41.1%,71.6,免费评估
56,伦敦南岸大学London South Bank University,75.1%,73.4%,,215,19.0%,66.7,免费评估
