Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,89%,4.0/9,463.0,88.00%,100.0,免费评估
2,东英吉利大学University of East Anglia,,2.8/9,327.0,,90.9,免费评估
3,斯特林大学University of Stirling,84%,2.9/9,332.0,93.00%,89.4,免费评估
4,杜伦大学Durham University,82%,3.2/9,384.0,90.00%,87.1,免费评估
5,布莱顿大学University of Brighton,82%,2.0/9,298.0,88.00%,85.1,免费评估
6,雷丁大学University of Reading,85%,1.9/9,288.0,87.00%,85.0,免费评估
7,格拉斯哥大学University of Glasgow,75%,1.9/9,325.0,99.00%,84.2,免费评估
8,邓迪大学University of Dundee,85%,1.3/9,306.0,91.00%,83.6,免费评估
9,爱丁堡大学The University of Edinburgh,68%,2.6/9,356.0,93.00%,83.5,免费评估
10,布鲁内尔大学Brunel University,,1.1/9,344.0,96.00%,83.4,免费评估
10,利兹大学University of Leeds,81%,3.4/9,367.0,72.00%,83.4,免费评估
12,阿伯丁大学University of Aberdeen,76%,1.5/9,328.0,98.00%,83.1,免费评估
13,萨塞克斯大学University of Sussex,,3.2/9,,88.00%,82.7,免费评估
14,曼彻斯特大学The University of Manchester,78%,3.2/9,329.0,59.00%,82.6,免费评估
15,华威大学The University of Warwick,66%,3.3/9,357.0,69.00%,82.2,免费评估
16,Canterbury CC,68%,2.0/9,306.0,91.00%,81.5,免费评估
17,诺桑比亚大学Northumbria University,84%,,303.0,82.00%,81.3,免费评估
17,约克大学The University of York,70%,3.0/9,347.0,63.00%,81.3,免费评估
19,哈德斯菲尔德大学University of Huddersfield,85%,1.3/9,288.0,100.00%,81.2,免费评估
20,思克莱德大学University of Strathclyde,72%,1.6/9,353.0,86.00%,81.0,免费评估
21,伯明翰城市大学Birmingham City University,79%,1.5/9,256.0,88.00%,80.7,免费评估
21,牛津布鲁克斯大学Oxford Brookes University,81%,1.6/9,303.0,78.00%,80.7,免费评估
23,曼彻斯特城市大学Manchester Metropolitan University,70%,3.2/9,272.0,79.00%,79.7,免费评估
24,北安普顿大学The University of Northampton,81%,1.2/9,273.0,76.00%,79.4,免费评估
25,桑德兰大学University of Sunderland,82%,1.1/9,283.0,86.00%,79.3,免费评估
26,基尔大学Keele University,78%,3.2/9,300.0,63.00%,79.2,免费评估
27,普利茅斯大学University of Plymouth,77%,1.9/9,285.0,66.00%,78.7,免费评估
28,卡迪夫大学Cardiff University,73%,3.5/9,324.0,58.00%,78.6,免费评估
29,班戈大学Bangor University,81%,1.7/9,270.0,73.00%,77.1,免费评估
30,亚伯大学Aberystwyth University,87%,,285.0,73.00%,76.8,免费评估
31,奇切斯特大学University of Chichester,85%,,288.0,88.00%,76.5,免费评估
32,"Cardiff, UWIC",83%,0.3/9,249.0,91.00%,76.4,免费评估
32,格罗斯特大学University of Gloucestershire,79%,1.8/9,268.0,82.00%,76.4,免费评估
32,西英格兰大学University of the West of England,80%,1.3/9,280.0,72.00%,76.4,免费评估
32,约克圣约翰大学York St John University,81%,0.2/9,311.0,75.00%,76.4,免费评估
36,艾芝西尔大学Edge Hill University,77%,0.4/9,287.0,87.00%,76.3,免费评估
