Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,,,65.0%,208.0,76.7%,100.0,免费评估
2,牛津大学University of Oxford,,,58.3%,211.0,79.3%,98.0,免费评估
3,圣安德鲁斯大学University of St Andrews,92.0%,85.9%,43.2%,188.0,83.9%,97.7,免费评估
4,杜伦大学Durham University,82.7%,81.0%,54.3%,198.0,79.8%,96.3,免费评估
5,埃克塞特大学University of Exeter,85.9%,82.0%,45.0%,173.0,80.5%,94.3,免费评估
6,伦敦大学学院University College London,84.9%,81.6%,42.7%,178.0,72.4%,92.2,免费评估
7,诺丁汉大学University of Nottingham,88.6%,79.0%,52.0%,144.0,70.4%,91.6,免费评估
8,华威大学The University of Warwick,86.4%,78.9%,45.0%,161.0,64.2%,89.8,免费评估
9,利物浦大学The University of Liverpool,89.9%,84.5%,28.9%,137.0,72.7%,89.0,免费评估
9,肯特大学University of Kent,87.1%,83.2%,33.1%,121.0,78.7%,89.0,免费评估
11,格拉斯哥大学University of Glasgow,78.6%,70.8%,32.7%,152.0,84.2%,88.7,免费评估
12,伦敦国王学院King's College London,80.4%,71.9%,43.6%,159.0,70.9%,88.6,免费评估
13,布里斯托大学University of Bristol,74.6%,68.7%,42.2%,181.0,71.3%,88.2,免费评估
14,雷丁大学University of Reading,85.3%,77.0%,45.2%,123.0,68.7%,87.7,免费评估
15,利兹大学University of Leeds,85.4%,83.6%,29.1%,151.0,67.4%,87.6,免费评估
16,纽卡斯尔大学Newcastle University,77.6%,73.8%,44.7%,146.0,69.1%,87.0,免费评估
17,伯明翰大学University of Birmingham,75.2%,71.3%,40.3%,156.0,71.7%,86.7,免费评估
18,伦敦大学皇家霍洛威学院Royal Holloway University of London,85.6%,77.3%,20.4%,141.0,73.2%,86.2,免费评估
19,曼彻斯特大学The University of Manchester,80.6%,75.5%,31.0%,152.0,65.0%,85.4,免费评估
20,斯旺西大学Swansea University,86.3%,83.9%,25.0%,122.0,67.4%,85.3,免费评估
21,爱丁堡大学The University of Edinburgh,80.2%,72.0%,34.9%,170.0,55.4%,84.6,免费评估
22,罗汉普顿大学Roehampton University,94.1%,86.6%,,112.0,67.1%,82.9,免费评估
23,University of Wales Trinity St David,81.4%,71.6%,15.7%,,45.7%,75.6,免费评估
