Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,爱丁堡大学The University of Edinburgh,3.4,414.0,0.91,1.0,免费评估
2,格拉斯哥大学University of Glasgow,2.7,340.0,0.85,1.0,免费评估
3,南安普顿索伦特大学Southampton Solent University,4.5,363.0,0.76,0.96,免费评估
4,约克大学The University of York,3.8,293.0,,,免费评估
5,曼彻斯特大学The University of Manchester,4.7,312.0,0.77,0.92,免费评估
6,谢菲尔德大学The University of Sheffield,2.5,,0.8,1.0,免费评估
7,英国女王大学Queen's University Belfast,1.9,281.0,0.86,0.99,免费评估
8,诺丁汉大学University of Nottingham,2.8,351.0,0.77,0.95,免费评估
9,阿尔斯特大学University of Ulster,4.2,256.0,0.72,0.98,免费评估
10,东英吉利大学University of East Anglia,2.3,265.0,0.81,0.98,免费评估
11,卡迪夫大学Cardiff University,2.7,303.0,0.8,0.94,免费评估
11,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,2.3,297.0,0.75,0.98,免费评估
13,伦敦国王学院King's College London,0.7,321.0,0.8,1.0,免费评估
14,萨里大学University of Surrey,2.7,,0.74,0.98,免费评估
14,斯特林大学University of Stirling,1.9,328.0,0.74,0.98,免费评估
16,布拉德福德大学University of Bradford,2.0,332.0,0.82,0.9,免费评估
17,利物浦大学The University of Liverpool,1.9,263.0,0.81,0.97,免费评估
18,格拉摩根大学University of Glamorgan,2.3,298.0,0.77,0.95,免费评估
19,中央兰开夏大学University of Central Lancashire,2.3,214.0,0.82,0.98,免费评估
20,阿伯泰邓迪大学University of Abertay Dundee,,312.0,,1.0,免费评估
21,玛格丽特女王大学Queen Margaret University,2.0,,0.76,0.97,免费评估
22,泰晤士河谷大学Thames Valley University,3.1,308.0,0.66,0.96,免费评估
23,利兹大学University of Leeds,1.7,260.0,0.76,0.99,免费评估
24,谢菲尔德哈莱姆大学Sheffield Hallam University,1.8,275.0,0.71,1.0,免费评估
24,伦敦城市大学City University London,1.8,,,0.97,免费评估
26,斯旺西大学Swansea University,1.7,334.0,0.73,0.93,免费评估
27,龙比亚大学Napier University,,287.0,,1.0,免费评估
28,德蒙福特大学De Montfort University,,314.0,0.81,0.95,免费评估
29,哥比亚大学University of Cumbria,2.1,244.0,0.76,,免费评估
30,蒂赛德大学Teesside University,1.8,248.0,0.71,0.97,免费评估
31,圣乔治学院Kingston/St George's,0.9,260.0,0.72,0.99,免费评估
32,西英格兰大学University of the West of England,,368.0,0.77,0.75,免费评估
33,切斯特大学University of Chester,,348.0,0.74,0.76,免费评估
34,哈德斯菲尔德大学University of Huddersfield,,288.0,0.79,0.94,免费评估
35,布莱顿大学University of Brighton,0.9,284.0,0.69,0.99,免费评估
36,牛津布鲁克斯大学Oxford Brookes University,,278.0,0.76,0.96,免费评估
36,罗伯特高登大学The Robert Gordon University,,319.0,,0.92,免费评估
38,格林多大学Glyndwr University,1.1,172.0,0.85,0.93,免费评估
39,索尔福德大学University of Salford,2.1,210.0,0.75,0.91,免费评估
40,伦敦南岸大学London South Bank University,1.7,209.0,,0.95,免费评估
40,格林威治大学The University of Greenwich,1.5,214.0,0.82,0.88,免费评估
42,伍斯特大学University of Worcester,,219.0,,1.0,免费评估
43,赫特福德大学University of Hertfordshire,3.0,208.0,0.7,0.89,免费评估
43,坎特伯雷大学Canterbury Christ Church University,,243.0,0.75,0.98,免费评估
45,阿伯泰邓迪大学University of Abertay Dundee,,246.0,,0.97,免费评估
46,米德塞斯大学Middlesex University,1.7,,0.8,0.85,免费评估
48,诺桑比亚大学Northumbria University,2.5,314.0,0.8,0.72,免费评估
49,伯明翰大学University of Birmingham,,331.0,0.78,0.86,免费评估
49,伯明翰城市大学Birmingham City University,,263.0,,0.94,免费评估
51,剑桥安鲁大学Anglia Ruskin University,,256.0,0.74,0.96,免费评估
52,赫尔大学The University of Hull,,210.0,0.75,0.99,免费评估
53,北安普顿大学The University of Northampton,,259.0,,0.94,免费评估
53,伯恩茅斯大学Bournemouth University,2.0,219.0,0.68,0.93,免费评估
55,艾芝西尔大学Edge Hill University,1.5,214.0,0.82,0.84,免费评估
56,伍尔弗汉普顿大学University of Wolverhampton,,334.0,0.7,0.9,免费评估
57,班戈大学Bangor University,,184.0,0.77,0.98,免费评估
58,普利茅斯大学University of Plymouth,1.7,232.0,0.68,0.92,免费评估
59,考文垂大学Coventry University,,219.0,,0.95,免费评估
60,基尔大学Keele University,,227.0,,0.94,免费评估
61,利兹都会大学Leeds Metropolitan University,,259.0,0.75,0.88,免费评估
62,贝德福德大学University of Bedfordshire,,197.0,0.74,0.93,免费评估
63,利物浦约翰摩尔斯大学Liverpool John Moores University,1.8,213.0,0.65,0.89,免费评估
64,斯塔福德郡大学Staffordshire University,,202.0,0.64,0.93,免费评估
