Rank,University,Country,Score,Free
1,Tsinghua University,China,100.0,免费评估
2,University of Texas--Austin,United States,99.3,免费评估
3,Nanyang Technological University,Singapore,97.0,免费评估
4,麻省理工学院Massachusetts Institute of Technology,United States,96.4,免费评估
5,National University of Singapore,Singapore,92.8,免费评估
6,斯坦福大学Stanford University,United States,91.3,免费评估
7,Harvard University,United States,90.7,免费评估
8,University of California--Berkeley,United States,86.9,免费评估
9,Huazhong University of Science and Technology,China,85.5,免费评估
10,Zhejiang University,China,84.1,免费评估
11,Swiss Federal Institute of Technology Zurich,Switzerland,82.8,免费评估
12,City University Hong Kong,Hong Kong,82.7,免费评估
13,King Abdulaziz University,Saudi Arabia,82.0,免费评估
14,University of British Columbia,Canada,81.9,免费评估
15,University of Waterloo,Canada,81.3,免费评估
16,佐治亚理工学院Georgia Institute of Technology,United States,81.2,免费评估
17,Shanghai Jiao Tong University,China,81.0,免费评估
18,南加州大学University of Southern California,United States,80.8,免费评估
19,普林斯顿大学Princeton University,United States,80.4,免费评估
20,Southeast University,China,80.3,免费评估
21,Hong Kong University of Science and Technology,Hong Kong,79.6,免费评估
22,卡内基梅隆大学Carnegie Mellon University,United States,78.2,免费评估
23,伦敦大学学院University College London,United Kingdom,77.8,免费评估
24,University of California--San Diego,United States,77.1,免费评估
25,University of Toronto,Canada,76.3,免费评估
26,Peking University,China,76.0,免费评估
27,剑桥大学University of Cambridge,United Kingdom,75.3,免费评估
28,Beijing University of Posts,China,75.0,免费评估
29,École Polytechnique Federale of Lausanne,Switzerland,74.1,免费评估
30,帝国理工学院Imperial College London,United Kingdom,73.8,免费评估
31,Chinese University Hong Kong,Hong Kong,73.5,免费评估
32,墨尔本大学The University of Melbourne,Australia,73.1,免费评估
33,Harbin Institute of Technology,China,72.5,免费评估
34,University of Wisconsin--Madison,United States,72.1,免费评估
35,Royal Institute of Technology,Sweden,72.0,免费评估
36,澳大利亚国立大学The Australian National University,Australia,71.9,免费评估
37,Hong Kong Polytechnic University,Hong Kong,70.4,免费评估
38,Korea Advanced Institute of Science and Technology,South Korea,70.2,免费评估
38,Technical University of Munich,Germany,70.2,免费评估
40,University of California--Los Angeles,United States,70.1,免费评估
41,University of Electronic Science and Technology of China,China,69.6,免费评估
42,University of Maryland--College Park,United States,69.5,免费评估
43,爱丁堡大学The University of Edinburgh,United Kingdom,69.4,免费评估
44,牛津大学University of Oxford,United Kingdom,69.3,免费评估
45,University of Granada,Spain,68.8,免费评估
46,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,United States,68.0,免费评估
47,Aalto University,Finland,67.6,免费评估
48,Polytechnic University of Catalonia,Spain,67.4,免费评估
49,University of Hong Kong,Hong Kong,67.3,免费评估
50,新南威尔士大学The University of New South Wales,Australia,66.0,免费评估
51,University of Science and Technology of China,China,65.9,免费评估
52,阿德莱德大学University of Adelaide,Australia,65.5,免费评估
52,南安普顿大学University of Southampton,United Kingdom,65.5,免费评估
54,CentraleSupelec,France,65.4,免费评估
54,Xidian University,China,65.4,免费评估
56,University of Washington,United States,65.2,免费评估
57,University of Technology Sydney,Australia,65.0,免费评估
58,加利福尼亚理工学院California Institute of Technology,United States,64.5,免费评估
59,University of Michigan--Ann Arbor,United States,64.2,免费评估
60,Purdue University--West Lafayette,United States,64.0,免费评估
60,悉尼大学The University of Sydney,Australia,64.0,免费评估
62,哥伦比亚大学Columbia University,United States,63.9,免费评估
63,Delft University of Technology,Netherlands,63.6,免费评估
63,New York University,United States,63.6,免费评估
65,Xi'an Jiaotong University,China,63.3,免费评估
66,University of Munich,Germany,63.2,免费评估
67,康奈尔大学Cornell University,United States,62.9,免费评估
68,National Taiwan University,Taiwan,62.6,免费评估
69,匹兹堡州立大学Pittsburg State University,United States,62.4,免费评估
70,Polytechnic University of Milan,Italy,62.0,免费评估
71,伦敦国王学院King's College London,United Kingdom,61.8,免费评估
72,University of California--Irvine,United States,61.5,免费评估
72,谢菲尔德大学The University of Sheffield,United Kingdom,61.5,免费评估
74,曼彻斯特大学The University of Manchester,United Kingdom,60.9,免费评估
75,Beihang University,China,60.0,免费评估
75,Technion Israel Institute of Technology,Israel,60.0,免费评估
77,University of Queensland Australia,Australia,59.9,免费评估
78,Beijing Jiaotong University,China,59.8,免费评估
78,Karlsruhe Institute of Technology,Germany,59.8,免费评估
80,Central South University,China,59.3,免费评估
81,Catholic University of Leuven,Belgium,59.1,免费评估
81,University of California--Davis,United States,59.1,免费评估
83,National Cheng Kung University,Taiwan,59.0,免费评估
84,Nanjing University,China,58.8,免费评估
85,Seoul National University,South Korea,58.7,免费评估
86,Eindhoven University of Technology,Netherlands,58.3,免费评估
86,萨里大学University of Surrey,United Kingdom,58.3,免费评估
88,University of Malaya,Malaysia,57.9,免费评估
89,Arizona State University--Tempe,United States,57.8,免费评估
90,弗吉尼亚理工大学Virginia Polytechnic Institute and State University,United States,57.7,免费评估
91,University of Tokyo,Japan,57.4,免费评估
92,University of Erlangen Nuremberg,Germany,57.3,免费评估
93,Pierre and Marie Curie University,France,57.1,免费评估
94,Sungkyunkwan University,South Korea,56.8,免费评估
95,Vienna University of Technology,Austria,56.3,免费评估
96,National University of Defence Technology - China,China,56.1,免费评估
97,University of Alberta,Canada,56.0,免费评估
98,Korea University,South Korea,55.8,免费评估
99,Linköping University,Sweden,55.3,免费评估
100,University of Twente,Netherlands,55.2,免费评估
101,University of Minnesota--Twin Cities,United States,55.1,免费评估
102,密歇根州立大学Michigan State University,United States,54.9,免费评估
103,King Abdullah University of Science & Technology,Saudi Arabia,54.3,免费评估
104,约翰霍普金斯大学Johns Hopkins University,United States,54.1,免费评估
105,"Rutgers, The State University of New Jersey--New Brunswick",United States,54.0,免费评估
106,Ohio State University--Columbus,United States,53.9,免费评估
107,National Chiao Tung University,Taiwan,53.4,免费评估
108,McGill University,Canada,53.1,免费评估
108,Yonsei University,South Korea,53.1,免费评估
110,Dalian University of Technology,China,52.7,免费评估
110,Pompeu Fabra University,Spain,52.7,免费评估
112,Ghent University,Belgium,52.6,免费评估
112,National Taiwan University of Science and Technology,Taiwan,52.6,免费评估
112,Technical University of Berlin,Germany,52.6,免费评估
115,Wuhan University,China,52.5,免费评估
116,Tel Aviv University,Israel,52.2,免费评估
117,RWTH Aachen University,Germany,52.0,免费评估
118,宾夕法尼亚大学University of Pennsylvania,United States,51.9,免费评估
119,Islamic Azad University,Iran,51.8,免费评估
119,Sun Yat-sen University,China,51.8,免费评估
119,Tongji University,China,51.8,免费评估
119,佛罗里达大学University of Florida,United States,51.8,免费评估
123,Technical University of Dresden,Germany,51.6,免费评估
123,布里斯托大学University of Bristol,United Kingdom,51.6,免费评估
125,University of Montreal,Canada,51.5,免费评估
126,King Saud University,Saudi Arabia,51.3,免费评估
127,兰卡斯特大学Lancaster University,United Kingdom,51.0,免费评估
128,Aalborg University,Denmark,50.7,免费评估
