Rank,University,Country,Score,Free
129,National Technical University of Athens,Greece,50.1,免费评估
129,Polytechnic University of Valencia,Spain,50.1,免费评估
131,Sapienza University of Rome,Italy,49.7,免费评估
132,Indian Institute of Technology Delhi,India,49.6,免费评估
133,Chalmers University of Technology,Sweden,49.5,免费评估
133,德克萨斯A&M大学Texas A & M University,United States,49.5,免费评估
135,Polytechnic University of Madrid,Spain,49.4,免费评估
135,Simon Fraser University,Canada,49.4,免费评估
137,University of Bologna,Italy,49.3,免费评估
138,Northeastern University - China,China,49.1,免费评估
139,Northwestern Polytechnical University,China,49.0,免费评估
139,Université Paris-Sud,France,49.0,免费评估
139,芝加哥大学The University of Chicago,United States,49.0,免费评估
142,University at Buffalo--SUNY,United States,48.6,免费评估
143,University of Trento,Italy,48.3,免费评估
144,Fudan University,China,48.2,免费评估
144,Technical University of Denmark,Denmark,48.2,免费评估
146,迪肯大学Deakin University,Australia,48.0,免费评估
147,University of Pittsburgh,United States,47.7,免费评估
148,National Tsing Hua University,Taiwan,47.6,免费评估
149,University of Tehran,Iran,47.4,免费评估
150,University of Helsinki,Finland,47.2,免费评估
151,University of Ottawa,Canada,47.1,免费评估
152,西北大学Northwestern University,United States,47.0,免费评估
152,South China University of Technology,China,47.0,免费评估
154,Beijing Institute of Technology,China,46.6,免费评估
155,蒙纳士大学Monash University,Australia,46.1,免费评估
156,University of Lisbon,Portugal,45.8,免费评估
157,布鲁内尔大学Brunel University,United Kingdom,45.7,免费评估
158,Universidad Carlos III de Madrid,Spain,45.4,免费评估
159,Universidade de São Paulo,Brazil,44.9,免费评估
159,耶鲁大学Yale University,United States,44.9,免费评估
161,University of Macau,Macau,44.7,免费评估
162,Sharif University of Technology,Iran,44.4,免费评估
163,Norwegian University of Science and Technology,Norway,44.2,免费评估
163,University of Houston,United States,44.2,免费评估
165,Amirkabir University of Technology (AUT),Iran,44.0,免费评估
166,University of Padua,Italy,43.9,免费评估
167,University of Massachusetts--Amherst,United States,43.7,免费评估
168,Sichuan University,China,43.6,免费评估
169,伯明翰大学University of Birmingham,United Kingdom,43.5,免费评估
170,University of Auckland,New Zealand,43.4,免费评估
171,Indiana University--Bloomington,United States,43.3,免费评估
172,University of Luxembourg,Luxembourg,43.2,免费评估
173,University of Oslo,Norway,43.1,免费评估
174,Universite Grenoble Alpes (UGA),France,42.9,免费评估
175,Carleton University,Canada,42.7,免费评估
176,杜克大学Duke University,United States,42.5,免费评估
177,Tohoku University,Japan,41.9,免费评估
177,University of Amsterdam,Netherlands,41.9,免费评估
179,Hunan University,China,41.4,免费评估
179,Shanghai University,China,41.4,免费评估
179,Southwest Jiaotong University,China,41.4,免费评估
179,University of Bergen,Norway,41.4,免费评估
183,University of Oulu,Finland,41.1,免费评估
184,Chongqing University,China,40.8,免费评估
185,Shenzhen University,China,40.6,免费评估
185,University of Chile,Chile,40.6,免费评估
187,VU University Amsterdam,Netherlands,40.4,免费评估
188,Indian Institute of Technology Kharagpur,India,40.3,免费评估
188,University of Texas--Dallas,United States,40.3,免费评估
190,State University of Campinas,Brazil,39.8,免费评估
191,Polytechnic University of Turin,Italy,39.5,免费评估
192,North Carolina State University--Raleigh,United States,39.4,免费评估
193,Kyoto University,Japan,39.3,免费评估
194,Western University,Canada,39.2,免费评估
195,Indian Institute of Science,India,39.1,免费评估
195,University of Pisa,Italy,39.1,免费评估
197,Tianjin University,China,38.8,免费评估
198,Universiti Teknologi Malaysia,Malaysia,38.6,免费评估
199,Iran University Science & Technology,Iran,38.5,免费评估
200,Xiamen University,China,38.4,免费评估
