Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,3.6,505.0,0.87,0.81,免费评估
2,牛津大学University of Oxford,3.6,489.0,0.82,0.75,免费评估
3,杜伦大学Durham University,3.6,462.0,0.81,0.74,免费评估
4,布里斯托大学University of Bristol,3.6,455.0,0.77,0.82,免费评估
5,圣安德鲁斯大学University of St Andrews,3.0,457.0,0.83,0.73,免费评估
6,伦敦政治经济学院The London School of Economics and Political Science,3.2,422.0,0.72,0.93,免费评估
7,伦敦大学学院University College London,3.3,436.0,0.79,0.73,免费评估
8,亚伯大学Aberystwyth University,3.1,336.0,0.89,0.68,免费评估
9,南安普顿大学University of Southampton,3.0,402.0,0.8,0.73,免费评估
10,谢菲尔德大学The University of Sheffield,3.2,415.0,0.81,0.67,免费评估
11,利兹大学University of Leeds,3.4,382.0,0.8,0.7,免费评估
12,埃克塞特大学University of Exeter,3.0,378.0,0.83,0.68,免费评估
13,雷丁大学University of Reading,3.2,352.0,0.83,0.68,免费评估
13,东英吉利大学University of East Anglia,3.3,392.0,0.81,0.66,免费评估
15,伯明翰大学University of Birmingham,2.7,379.0,0.83,0.69,免费评估
16,诺丁汉大学University of Nottingham,3.0,425.0,0.77,0.69,免费评估
17,兰卡斯特大学Lancaster University,3.0,389.0,0.83,0.64,免费评估
18,格拉斯哥大学University of Glasgow,2.2,389.0,0.87,0.61,免费评估
19,伦敦大学皇家霍洛威学院Royal Holloway University of London,3.1,320.0,0.85,0.64,免费评估
19,爱丁堡大学The University of Edinburgh,2.8,427.0,0.74,0.73,免费评估
21,莱斯特大学University of Leicester,2.1,349.0,0.86,0.68,免费评估
22,拉夫堡大学Loughborough University,2.3,365.0,0.84,0.67,免费评估
23,邓迪大学University of Dundee,2.8,347.0,0.8,0.67,免费评估
24,伦敦国王学院King's College London,3.2,365.0,0.76,0.69,免费评估
25,卡迪夫大学Cardiff University,3.2,329.0,0.8,0.65,免费评估
26,曼彻斯特大学The University of Manchester,2.9,397.0,0.79,0.59,免费评估
27,纽卡斯尔大学Newcastle University,2.4,382.0,0.74,0.73,免费评估
28,赫尔大学The University of Hull,2.6,300.0,0.83,0.65,免费评估
29,英国女王大学Queen's University Belfast,2.4,316.0,0.83,0.65,免费评估
30,伦敦大学玛丽女王学院Queen Mary University of London,3.5,312.0,0.77,0.62,免费评估
31,谢菲尔德哈莱姆大学Sheffield Hallam University,2.7,286.0,0.86,0.56,免费评估
32,思克莱德大学University of Strathclyde,1.2,369.0,0.8,0.73,免费评估
33,斯旺西大学Swansea University,2.8,317.0,0.81,0.56,免费评估
34,阿伯丁大学University of Aberdeen,2.3,318.0,0.8,0.64,免费评估
34,约克大学The University of York,2.6,359.0,0.76,,免费评估
36,萨塞克斯大学University of Sussex,2.9,380.0,0.76,0.56,免费评估
37,利物浦大学The University of Liverpool,2.4,344.0,0.81,0.55,免费评估
38,纽曼大学Newman University,,272.0,,0.86,免费评估
39,基尔大学Keele University,,284.0,0.82,0.82,免费评估
40,巴斯斯巴大学Bath Spa University,0.8,282.0,0.88,0.61,免费评估
41,普利茅斯大学University of Plymouth,2.2,280.0,0.83,0.51,免费评估
42,朴茨茅斯大学University of Portsmouth,1.7,276.0,0.84,0.56,免费评估
43,切斯特大学University of Chester,0.8,273.0,0.86,0.61,免费评估
43,"玛央大学学院Marjon, Plymouth",0.9,,0.89,0.51,免费评估
43,布拉德福德大学University of Bradford,2.7,231.0,0.72,0.69,免费评估
46,格罗斯特大学University of Gloucestershire,0.9,259.0,0.8,0.7,免费评估
47,阿尔斯特大学University of Ulster,1.9,256.0,0.82,0.55,免费评估
48,班戈大学Bangor University,,294.0,0.78,0.78,免费评估
49,斯特林大学University of Stirling,1.9,270.0,,0.6,免费评估
50,西英格兰大学University of the West of England,1.1,265.0,0.86,0.51,免费评估
50,布莱顿大学University of Brighton,1.7,267.0,0.8,0.53,免费评估
52,金斯顿大学Kingston University,1.7,230.0,0.76,0.65,免费评估
53,考文垂大学Coventry University,0.9,303.0,0.78,0.6,免费评估
53,坎特伯雷大学Canterbury Christ Church University,,241.0,0.89,0.58,免费评估
55,曼彻斯特城市大学Manchester Metropolitan University,1.8,249.0,0.8,0.5,免费评估
56,哥比亚大学University of Cumbria,,287.0,0.79,0.66,免费评估
57,北安普顿大学The University of Northampton,1.0,237.0,0.83,0.53,免费评估
58,诺桑比亚大学Northumbria University,,276.0,0.85,0.55,免费评估
59,诺丁汉特伦特大学Nottingham Trent University,0.7,258.0,0.78,0.62,免费评估
59,艾芝西尔大学Edge Hill University,0.5,254.0,0.79,0.62,免费评估
61,赫特福德大学University of Hertfordshire,,228.0,0.83,0.63,免费评估
62,伍斯特大学University of Worcester,0.8,205.0,0.77,0.62,免费评估
63,威斯敏斯特大学University of Westminster,2.3,,0.69,0.49,免费评估
64,斯塔福德郡大学Staffordshire University,,222.0,0.79,0.61,免费评估
65,牛津布鲁克斯大学Oxford Brookes University,,278.0,0.77,0.56,免费评估
65,圣玛丽学院St Mary's College,,222.0,0.78,0.63,免费评估
67,剑桥安鲁大学Anglia Ruskin University,1.3,,0.75,0.5,免费评估
68,桑德兰大学University of Sunderland,0.8,264.0,0.69,0.55,免费评估
69,利物浦约翰摩尔斯大学Liverpool John Moores University,,223.0,0.79,0.49,免费评估
69,布鲁内尔大学Brunel University,1.6,,0.69,0.49,免费评估
71,格林威治大学The University of Greenwich,,215.0,0.67,0.68,免费评估
72,龙比亚大学Napier University,,276.0,,0.48,免费评估
73,南安普顿索伦特大学Southampton Solent University,,189.0,0.79,0.45,免费评估
74,伯恩茅斯大学Bournemouth University,2.1,236.0,0.59,0.48,免费评估
75,格拉摩根大学University of Glamorgan,,233.0,0.74,0.43,免费评估
76,利兹都会大学Leeds Metropolitan University,,211.0,0.69,0.5,免费评估
77,德比大学University of Derby,,204.0,0.68,0.52,免费评估
78,索尔福德大学University of Salford,1.6,235.0,0.63,0.25,免费评估
