Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,曼彻斯特大学The University of Manchester,89.3,45.0,434.0,50.7,100.0,免费评估
2,华威大学The University of Warwick,83.8,45.0,,58.1,95.8,免费评估
3,埃塞克斯大学University of Essex,84.2,40.0,402.0,58.2,95.5,免费评估
3,伯明翰大学University of Birmingham,81.1,28.3,404.0,83.0,95.5,免费评估
5,东英吉利大学University of East Anglia,89.8,30.0,415.0,52.2,94.9,免费评估
6,莱斯特大学University of Leicester,89.0,30.0,398.0,54.0,94.0,免费评估
7,赫尔大学The University of Hull,93.0,25.0,329.0,58.5,92.3,免费评估
8,肯特大学University of Kent,81.4,41.7,345.0,61.5,92.2,免费评估
9,诺丁汉大学University of Nottingham,80.9,31.7,390.0,56.1,89.8,免费评估
10,埃塞克斯大学University of Essex,84.7,25.0,334.0,60.9,88.2,免费评估
11,基尔大学Keele University,84.6,23.3,383.0,51.2,87.9,免费评估
12,朴茨茅斯大学University of Portsmouth,88.6,25.0,284.0,54.1,86.5,免费评估
13,斯旺西大学Swansea University,83.3,16.7,316.0,70.6,86.0,免费评估
14,利物浦大学The University of Liverpool,72.3,21.7,,69.2,80.0,免费评估
15,温切斯特大学University of Winchester,88.4,,293.0,32.4,74.1,免费评估
16,德比大学University of Derby,87.3,,289.0,28.6,72.4,免费评估
17,坎特伯雷大学Canterbury Christ Church University,82.0,,247.0,44.8,70.8,免费评估
