Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Harvard University,UnitedStates,84.8,95.6,56.2,83.9,,264.5,免费评估
2,University of Michigan-Ann Arbor,UnitedStates,85.8,91.2,51.9,79.3,,258.8,免费评估
3,Stanford University,UnitedStates,70.8,88.4,62.9,100.0,,256.7,免费评估
4,"University of California, Berkeley",UnitedStates,75.6,88.4,55.1,92.3,,255.4,免费评估
5,牛津大学University of Oxford,UnitedKingdom,100.0,78.5,83.3,57.7,,255.3,免费评估
6,University of Toronto,Canada,88.9,71.0,73.7,63.8,,240.1,免费评估
7,Columbia University,UnitedStates,65.5,85.6,56.4,90.3,,236.9,免费评估
8,Pennsylvania State University - University Park,UnitedStates,83.0,83.6,55.8,63.8,,235.7,免费评估
9,New York University,UnitedStates,67.5,87.7,45.6,81.6,,231.4,免费评估
10,Cornell University,UnitedStates,77.5,83.2,60.9,63.8,,227.9,免费评估
11,University of Wisconsin - Madison,UnitedStates,74.7,82.6,47.9,66.7,,224.9,免费评估
12,The Ohio State University - Columbus,UnitedStates,71.1,81.7,51.1,66.7,,219.3,免费评估
13,Indiana University Bloomington,UnitedStates,67.9,84.4,51.9,69.4,,218.6,免费评估
14,"University of California, Irvine",UnitedStates,69.4,83.9,49.9,66.7,,217.7,免费评估
15,Yale University,UnitedStates,62.6,85.5,61.6,74.5,,217.4,免费评估
16,"University of California, Los Angeles",UnitedStates,69.7,87.5,48.8,63.8,,217.0,免费评估
17,Duke University,UnitedStates,58.8,96.7,63.8,72.0,,214.9,免费评估
18,The University of Texas at Austin,UnitedStates,70.8,86.3,46.3,60.9,,214.8,免费评估
19,Northwestern University,UnitedStates,63.8,85.0,49.3,69.4,,212.5,免费评估
20,University of Chicago,UnitedStates,65.3,85.3,49.2,66.7,,212.2,免费评估
21,Princeton University,UnitedStates,55.4,100.0,58.0,69.4,,208.3,免费评估
22,University of Amsterdam,Netherlands,77.5,93.4,76.9,33.3,,204.0,免费评估
23,伦敦政治经济学院The London School of Economics and Political Science,UnitedKingdom,79.4,87.0,70.1,33.3,,203.0,免费评估
24,曼彻斯特大学The University of Manchester,UnitedKingdom,88.6,78.8,52.3,19.2,,196.7,免费评估
25,University of North Carolina at Chapel Hill,UnitedStates,61.8,88.1,46.5,54.4,,195.8,免费评估
25,University of Washington,UnitedStates,54.6,94.8,56.4,60.9,,195.8,免费评估
27,University of Southern California,UnitedStates,59.5,86.5,57.2,50.9,,189.1,免费评估
28,"University of Maryland, College Park",UnitedStates,58.4,91.1,53.9,47.1,,185.7,免费评估
29,"University of Minnesota, Twin Cities",UnitedStates,66.0,76.8,49.7,43.0,,185.3,免费评估
30,Stockholm University,Sweden,68.0,78.8,80.2,33.3,,182.8,免费评估
31,Utrecht University,Netherlands,63.6,75.7,88.6,38.5,,180.7,免费评估
32,University of Massachusetts Amherst,UnitedStates,52.9,77.8,51.6,54.4,,177.8,免费评估
33,University of Copenhagen,Denmark,65.5,77.0,76.0,33.3,,177.6,免费评估
34,University of Pennsylvania,UnitedStates,58.0,83.8,55.4,43.0,,177.5,免费评估
35,Purdue University - West Lafayette,UnitedStates,52.2,85.4,57.7,47.1,,174.0,免费评估
36,Michigan State University,UnitedStates,62.1,80.5,62.9,33.3,,173.1,免费评估
37,University of Notre Dame,UnitedStates,48.9,79.2,45.6,54.4,,171.9,免费评估
38,McGill University,Canada,48.9,72.8,93.9,50.9,,170.0,免费评估
39,The University of Melbourne,Australia,74.2,63.2,66.6,19.2,,168.8,免费评估
40,伦敦大学学院University College London,UnitedKingdom,71.1,69.0,62.0,19.2,,166.6,免费评估
40,"University of California, Santa Barbara",UnitedStates,51.2,82.5,54.7,43.0,,166.6,免费评估
42,University of Oslo,Norway,63.1,74.8,59.4,27.2,,165.3,免费评估
43,Arizona State University,UnitedStates,61.4,79.0,47.9,27.2,,163.7,免费评估
44,University of Iowa,UnitedStates,45.5,82.9,28.3,50.9,,163.4,免费评估
45,剑桥大学University of Cambridge,UnitedKingdom,67.2,67.5,61.2,19.2,,160.0,免费评估
46,University of British Columbia,Canada,68.3,60.9,72.9,19.2,,159.5,免费评估
47,"Rutgers, The State University of New Jersey - New Brunswick",UnitedStates,66.1,69.8,55.0,19.2,,158.8,免费评估
48,Boston University,UnitedStates,47.1,100.0,38.6,33.3,,157.8,免费评估
49,Brown University,UnitedStates,43.1,81.4,57.8,43.0,,154.1,免费评估
50,The University of Queensland,Australia,70.2,80.5,81.4,0.0,,153.7,免费评估
