Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,巴斯大学University of Bath,86%,3.9/9,478.0,93.00%,100.0,免费评估
2,剑桥大学University of Cambridge,80%,4.4/9,523.0,90.00%,98.9,免费评估
3,谢菲尔德大学The University of Sheffield,78%,4.2/9,451.0,89.00%,94.0,免费评估
3,伦敦大学学院University College London,78%,4.6/9,459.0,81.00%,94.0,免费评估
5,卡迪夫大学Cardiff University,76%,3.4/9,473.0,93.00%,92.7,免费评估
6,纽卡斯尔大学Newcastle University,71%,3.6/9,431.0,93.00%,88.7,免费评估
7,利物浦大学The University of Liverpool,69%,4.3/9,449.0,84.00%,88.3,免费评估
8,爱丁堡大学The University of Edinburgh,67%,3.9/9,425.0,89.00%,86.3,免费评估
9,曼彻斯特建筑学院Manchester School of Architecture,70%,2.5/9,442.0,93.00%,85.6,免费评估
10,布莱顿大学University of Brighton,73%,4.3/9,368.0,74.00%,84.8,免费评估
10,诺丁汉大学University of Nottingham,,2.3/9,434.0,86.00%,84.8,免费评估
12,思克莱德大学University of Strathclyde,,1.9/9,402.0,95.00%,84.7,免费评估
13,诺桑比亚大学Northumbria University,77%,2.2/9,346.0,93.00%,84.5,免费评估
14,阿尔斯特大学University of Ulster,77%,3.2/9,286.0,91.00%,84.4,免费评估
15,谢菲尔德哈莱姆大学Sheffield Hallam University,84%,2.0/9,331.0,81.00%,84.2,免费评估
16,邓迪大学University of Dundee,73%,1.8/9,365.0,94.00%,82.2,免费评估
17,利物浦约翰摩尔斯大学Liverpool John Moores University,81%,3.1/9,263.0,76.00%,82.0,免费评估
18,威斯敏斯特大学University of Westminster,70%,3.3/9,340.0,71.00%,78.3,免费评估
19,西英格兰大学University of the West of England,73%,2.1/9,283.0,85.00%,77.6,免费评估
20,罗伯特高登大学The Robert Gordon University,64%,1.9/9,356.0,96.00%,77.5,免费评估
21,诺丁汉特伦特大学Nottingham Trent University,71%,1.3/9,319.0,92.00%,77.2,免费评估
21,牛津布鲁克斯大学Oxford Brookes University,75%,,387.0,88.00%,77.2,免费评估
23,肯特大学University of Kent,74%,,347.0,94.00%,76.8,免费评估
24,格林威治大学The University of Greenwich,76%,2.2/9,257.0,75.00%,76.2,免费评估
25,德蒙福特大学De Montfort University,65%,3.1/9,249.0,88.00%,75.6,免费评估
25,朴茨茅斯大学University of Portsmouth,75%,0.8/9,315.0,84.00%,75.6,免费评估
27,普利茅斯大学University of Plymouth,61%,2.5/9,345.0,84.00%,74.4,免费评估
28,索尔福德大学University of Salford,65%,3.7/9,237.0,,73.7,免费评估
29,创意艺术大学University for the Creative Arts,75%,,272.0,90.00%,73.4,免费评估
30,哈德斯菲尔德大学University of Huddersfield,76%,,291.0,84.00%,73.3,免费评估
31,林肯大学University of Lincoln,71%,1.7/9,273.0,76.00%,72.9,免费评估
32,The Queen's,67%,,373.0,89.00%,72.5,免费评估
33,Central Lancs,67%,1.9/9,264.0,,69.9,免费评估
34,"Cardiff, UWIC",,,267.0,84.00%,68.8,免费评估
35,Leeds Met,68%,,295.0,81.00%,68.1,免费评估
36,东伦敦大学University of East London,72%,,205.0,80.00%,66.6,免费评估
37,伦敦南岸大学London South Bank University,69%,,225.0,76.00%,64.5,免费评估
38,伯明翰城市大学Birmingham City University,70%,,286.0,58.00%,63.3,免费评估
39,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,70%,3.0/9,,29.00%,62.8,免费评估
40,金斯顿大学Kingston University,59%,,307.0,75.00%,62.5,免费评估
41,"Arts University College, Bournemouth",,0.4/9,262.0,,60.5,免费评估
42,Soton Solent,63%,,214.0,66.00%,58.3,免费评估
43,德比大学University of Derby,,,203.0,44.00%,50.6,免费评估
