Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,牛津大学University of Oxford,82.40%,86.10%,41.30%,551.0,76.20%,100.0,免费评估
2,伦敦大学学院University College London,82.50%,85.90%,43.70%,492.0,81.20%,99.8,免费评估
3,阿伯丁大学University of Aberdeen,92.40%,93.20%,46.30%,,65.00%,98.1,免费评估
4,剑桥大学University of Cambridge,64.80%,61.30%,54.00%,599.0,81.40%,98.0,免费评估
5,兰卡斯特大学Lancaster University,88.90%,87.10%,47.00%,425.0,72.10%,97.6,免费评估
6,纽卡斯尔大学Newcastle University,81.80%,83.80%,36.30%,420.0,85.50%,97.0,免费评估
7,华威大学The University of Warwick,81.80%,80.80%,45.20%,499.0,,96.6,免费评估
8,爱丁堡大学The University of Edinburgh,77.10%,81.70%,57.70%,489.0,62.00%,95.6,免费评估
9,约克大学The University of York,91.50%,94.00%,37.30%,421.0,60.90%,94.5,免费评估
10,利兹大学University of Leeds,87.60%,87.00%,30.60%,412.0,71.70%,94.0,免费评估
11,谢菲尔德大学The University of Sheffield,77.50%,86.80%,42.20%,431.0,70.60%,93.9,免费评估
12,King's College London,80.70%,82.20%,42.10%,413.0,69.60%,93.4,免费评估
13,英国女王大学Queen's University Belfast,84.80%,89.30%,53.10%,,57.20%,93.1,免费评估
14,曼彻斯特大学The University of Manchester,77.10%,78.30%,48.90%,395.0,66.70%,91.9,免费评估
14,班戈大学Bangor University,97.10%,95.30%,39.60%,328.0,54.50%,91.9,免费评估
16,伦敦大学玛丽女王学院Queen Mary University of London,74.40%,75.30%,50.30%,374.0,65.60%,90.3,免费评估
17,格拉斯哥大学University of Glasgow,85.30%,86.60%,26.30%,,60.00%,89.3,免费评估
18,卡迪夫大学Cardiff University,83.90%,84.10%,35.10%,,57.90%,89.1,免费评估
19,肯特大学University of Kent,69.50%,77.90%,41.90%,335.0,74.70%,89.0,免费评估
20,Manchester Metropolitan University,91.00%,82.90%,29.00%,315.0,49.30%,85.6,免费评估
21,伦敦大学亚非学院SOAS University of London,72.40%,65.50%,26.00%,394.0,66.70%,85.5,免费评估
22,中央兰开夏大学University of Central Lancashire,81.40%,83.80%,15.20%,350.0,62.20%,85.3,免费评估
23,西英格兰大学University of the West of England,92.90%,94.70%,9.50%,336.0,50.70%,85.0,免费评估
24,约克圣约翰大学York St John University,85.80%,90.30%,9.70%,287.0,60.80%,83.9,免费评估
25,阿尔斯特大学University of Ulster,88.60%,89.90%,22.40%,304.0,40.50%,82.2,免费评估
26,索尔福德大学University of Salford,88.10%,83.80%,4.80%,,48.10%,81.7,免费评估
27,诺丁汉特伦特大学Nottingham Trent University,84.10%,85.70%,10.00%,264.0,,81.3,免费评估
28,埃塞克斯大学University of Essex,73.70%,75.80%,36.00%,309.0,47.20%,81.2,免费评估
29,威斯敏斯特大学University of Westminster,87.00%,83.30%,2.00%,286.0,54.10%,80.4,免费评估
30,格林威治大学The University of Greenwich,69.30%,71.70%,8.20%,,65.20%,80.0,免费评估
31,布莱顿大学University of Brighton,71.10%,69.70%,16.20%,316.0,55.00%,78.7,免费评估
32,赫特福德大学University of Hertfordshire,80.00%,73.30%,,280.0,49.20%,75.9,免费评估
