Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,Harvard University,United States,100.0,99.5,94.7,89.5,94.2,免费评估
2,Princeton University,United States,83.6,91.3,97.6,97.5,92.7,免费评估
2,Sciences Po,France,89.5,75.8,82.4,100.0,92.7,免费评估
4,牛津大学University of Oxford,United Kingdom,97.1,100.0,88.5,88.4,92.2,免费评估
5,The London School of Economics and Political Science (LSE),United Kingdom,90.3,95.7,88.3,86.7,88.8,免费评估
6,剑桥大学University of Cambridge,United Kingdom,96.8,87.0,82.0,85.2,88.5,免费评估
7,Stanford University,United States,92.6,90.7,95.0,83.6,88.2,免费评估
8,The Australian National University,Australia,79.1,87.8,79.5,92.7,86.8,免费评估
9,Yale University,United States,89.5,89.2,91.7,82.8,86.3,免费评估
10,"University of California, Berkeley (UCB)",United States,86.6,86.2,86.9,83.3,84.9,免费评估
11,Columbia University,United States,89.0,86.2,84.8,80.3,84.0,免费评估
12,Georgetown University,United States,73.5,85.4,87.9,84.8,81.8,免费评估
13,National University of Singapore (NUS),Singapore,87.9,69.5,80.1,79.3,81.0,免费评估
14,"University of California, San Diego (UCSD)",United States,69.1,83.7,92.0,84.4,80.5,免费评估
15,伦敦国王学院King's College London,United Kingdom,78.2,89.2,82.4,79.5,80.4,免费评估
16,"University of California, Los Angeles (UCLA)",United States,85.8,75.8,89.8,75.7,80.2,免费评估
17,University of Chicago,United States,78.5,80.0,89.3,79.3,80.1,免费评估
18,伦敦大学亚非学院SOAS University of London,United Kingdom,68.9,68.0,78.9,89.1,79.9,免费评估
19,Freie Universitaet Berlin,Germany,59.7,80.0,84.7,89.0,78.9,免费评估
19,Massachusetts Institute of Technology (MIT),United States,94.0,82.8,90.1,66.9,78.9,免费评估
21,New York University (NYU),United States,87.2,87.0,88.3,69.1,78.2,免费评估
22,Leiden University,Netherlands,69.5,84.6,82.5,80.7,77.9,免费评估
23,University of Toronto,Canada,77.4,90.0,85.2,73.4,77.4,免费评估
24,The University of Sydney,Australia,81.8,81.0,82.6,72.7,77.3,免费评估
25,The University of Tokyo,Japan,86.7,55.3,65.7,78.2,77.2,免费评估
26,University of Amsterdam,Netherlands,72.7,92.6,87.9,74.2,77.0,免费评估
27,George Washington University,United States,69.6,82.8,85.8,78.2,76.8,免费评估
28,Cornell University,United States,79.5,80.0,88.3,71.5,76.4,免费评估
29,埃塞克斯大学University of Essex,United Kingdom,55.3,80.0,88.2,84.9,75.9,免费评估
30,Central European University,Hungary,62.8,73.4,78.6,83.6,75.8,免费评估
31,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,80.2,79.0,90.5,69.0,75.5,免费评估
31,European University Institute,Italy,50.0,83.7,86.2,87.1,75.5,免费评估
31,Seoul National University,South Korea,80.9,64.9,73.4,74.7,75.5,免费评估
31,The University of Hong Kong,Hong Kong SAR,83.0,59.5,73.1,74.7,75.5,免费评估
31,University of Michigan-Ann Arbor,United States,68.1,83.7,87.7,75.8,75.5,免费评估
36,Tsinghua University,China (Mainland),85.3,68.0,76.8,70.4,75.3,免费评估
37,Johns Hopkins University,United States,71.8,78.0,82.7,75.0,75.1,免费评估
38,University of Copenhagen,Denmark,65.3,84.6,85.9,76.4,74.8,免费评估
39,Peking University,China (Mainland),85.9,52.9,68.3,73.6,74.7,免费评估
40,University of British Columbia,Canada,81.9,74.6,88.2,67.0,74.4,免费评估
41,Fudan University,China (Mainland),80.8,61.4,66.9,74.4,74.3,免费评估
42,爱丁堡大学The University of Edinburgh,United Kingdom,74.5,84.6,86.4,69.5,74.2,免费评估
43,McGill University,Canada,75.2,75.8,80.1,71.8,74.1,免费评估
44,Duke University,United States,73.2,82.8,89.7,68.7,73.6,免费评估
44,The University of Melbourne,Australia,83.5,69.5,79.4,67.4,73.6,免费评估
44,伦敦大学学院University College London,United Kingdom,79.9,81.9,82.6,66.3,73.6,免费评估
47,Kyoto University,Japan,83.1,41.0,49.6,78.7,73.3,免费评估
48,HSE University (National Research University Higher School of Economics),Russia,79.3,73.4,74.6,68.1,72.6,免费评估
49,华威大学The University of Warwick,United Kingdom,77.0,89.2,89.5,62.6,72.3,免费评估
50,Waseda University,Japan,80.1,50.4,59.3,74.1,72.1,免费评估
