Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,巴斯大学University of Bath,88.5%,85.5%,54.0%,171,80.1%,100.0,免费评估
2,格拉斯哥大学University of Glasgow,81.0%,83.4%,42.3%,206,78.9%,99.6,免费评估
3,利兹大学University of Leeds,92.5%,94.7%,50.5%,153,79.1%,99.5,免费评估
4,埃克塞特大学University of Exeter,81.4%,86.5%,50.8%,180,80.8%,99.1,免费评估
5,伯明翰大学University of Birmingham,81.4%,81.7%,63.7%,157,83.4%,98.6,免费评估
6,拉夫堡大学Loughborough University,82.7%,87.0%,52.1%,162,80.1%,97.7,免费评估
7,爱丁堡大学The University of Edinburgh,84.5%,86.3%,26.1%,179,84.6%,97.4,免费评估
8,杜伦大学Durham University,88.7%,88.5%,28.7%,164,81.6%,96.8,免费评估
9,斯旺西大学Swansea University,85.5%,86.4%,38.8%,133,86.0%,95.2,免费评估
10,萨里大学University of Surrey,82.0%,82.8%,33.6%,170,,94.2,免费评估
11,诺丁汉大学University of Nottingham,90.3%,87.7%,31.4%,141,,93.6,免费评估
12,布拉德福德大学University of Bradford,94.4%,84.8%,9.5%,153,,93.3,免费评估
13,埃塞克斯大学University of Essex,92.3%,92.3%,25.8%,147,67.0%,92.8,免费评估
14,利物浦霍普大学Liverpool Hope University,94.1%,94.4%,10.9%,122,79.0%,91.9,免费评估
15,斯特林大学University of Stirling,76.8%,80.0%,33.6%,160,73.2%,91.4,免费评估
15,班戈大学Bangor University,87.1%,87.9%,30.6%,146,66.4%,91.4,免费评估
17,阿伯丁大学University of Aberdeen,82.3%,83.4%,34.7%,180,56.3%,91.3,免费评估
18,考文垂大学Coventry University,84.6%,86.0%,4.5%,147,82.7%,91.1,免费评估
19,利物浦约翰摩尔斯大学Liverpool John Moores University,78.4%,77.2%,45.3%,147,69.2%,90.8,免费评估
20,林肯大学University of Lincoln,83.4%,83.5%,11.4%,163,70.8%,90.2,免费评估
21,朴茨茅斯大学University of Portsmouth,85.9%,83.8%,8.1%,137,79.8%,90.0,免费评估
22,布鲁内尔大学Brunel University,,,46.4%,142,61.9%,89.4,免费评估
23,罗伯特高登大学The Robert Gordon University,81.6%,85.5%,4.9%,148,77.2%,89.3,免费评估
24,东英吉利大学University of East Anglia,75.4%,80.4%,27.2%,169,64.6%,89.2,免费评估
25,伯恩茅斯大学Bournemouth University,88.5%,89.5%,9.0%,128,72.2%,88.7,免费评估
26,肯特大学University of Kent,74.5%,72.6%,21.0%,147,78.5%,88.4,免费评估
26,索尔福德大学University of Salford,90.4%,89.1%,3.8%,140,66.7%,88.4,免费评估
28,哈德斯菲尔德大学University of Huddersfield,91.4%,85.3%,,132,72.5%,88.2,免费评估
29,中央兰开夏大学University of Central Lancashire,89.1%,87.7%,5.1%,153,61.1%,88.1,免费评估
30,诺丁汉特伦特大学Nottingham Trent University,81.6%,82.5%,7.3%,152,69.8%,87.9,免费评估
31,斯塔福德郡大学Staffordshire University,88.9%,85.3%,19.1%,119,66.7%,87.6,免费评估
31,卡迪夫都市大学Cardiff Metropolitan University,82.4%,84.3%,7.7%,143,70.2%,87.6,免费评估
33,格罗斯特大学University of Gloucestershire,85.8%,84.0%,6.0%,135,70.3%,87.4,免费评估
34,西苏格兰大学University of the West of Scotland,85.4%,81.6%,9.1%,151,63.2%,87.3,免费评估
