Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,3.9,,0.81,0.68,免费评估
2,杜伦大学Durham University,3.0,,0.78,0.73,免费评估
3,埃克塞特大学University of Exeter,2.2,419.0,0.84,0.73,免费评估
4,爱丁堡大学The University of Edinburgh,3.4,500.0,0.66,0.69,免费评估
5,伦敦大学亚非学院SOAS University of London,3.1,346.0,0.65,0.74,免费评估
6,伯明翰大学University of Birmingham,2.9,358.0,0.79,0.45,免费评估
7,索尔福德大学University of Salford,1.5,,0.79,0.6,免费评估
8,曼彻斯特大学The University of Manchester,2.6,343.0,0.69,0.55,免费评估
9,利兹大学University of Leeds,,337.0,0.75,0.68,免费评估
10,威斯敏斯特大学University of Westminster,,230.0,0.67,0.67,免费评估
