Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,203.0,,3.35,90.0,100.0,免费评估
2,雷丁大学University of Reading,142.0,3.93,3.22,94.0,95.8,免费评估
3,阿尔斯特大学University of Ulster,125.0,4.75,2.94,90.0,94.8,免费评估
4,牛津布鲁克斯大学Oxford Brookes University,,4.08,2.89,92.0,94.4,免费评估
5,谢菲尔德哈莱姆大学Sheffield Hallam University,98.0,4.1,3.13,92.0,92.8,免费评估
6,伯明翰城市大学Birmingham City University,117.0,3.88,2.66,90.0,91.7,免费评估
7,诺丁汉特伦特大学Nottingham Trent University,108.0,3.88,2.34,94.0,91.6,免费评估
8,索尔福德大学University of Salford,109.0,3.64,,,88.7,免费评估
9,"University of Westminster, London",113.0,3.44,,84.0,88.7,免费评估
10,格林威治大学The University of Greenwich,,3.81,,70.0,85.3,免费评估
