Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,91.6,35.0,592.0,80.7,100.0,免费评估
2,牛津大学University of Oxford,88.0,46.7,568.0,80.6,99.9,免费评估
3,杜伦大学Durham University,86.9,16.7,536.0,84.2,91.7,免费评估
4,埃克塞特大学University of Exeter,90.6,23.3,469.0,75.2,90.9,免费评估
5,曼彻斯特大学The University of Manchester,84.3,46.7,,59.4,90.2,免费评估
6,伯明翰大学University of Birmingham,85.5,28.3,,65.2,87.0,免费评估
7,谢菲尔德大学The University of Sheffield,83.1,40.0,429.0,65.4,86.9,免费评估
8,布拉德福德大学University of Bradford,77.1,30.0,425.0,88.1,86.2,免费评估
9,诺丁汉大学University of Nottingham,76.6,33.3,386.0,83.2,84.2,免费评估
10,伦敦大学学院University College London,77.1,21.7,488.0,73.9,83.3,免费评估
11,伦敦大学玛丽女王学院Queen Mary University of London,84.8,26.7,,37.5,77.5,免费评估
12,朴茨茅斯大学University of Portsmouth,84.9,,295.0,68.6,74.2,免费评估
13,利兹大学University of Leeds,71.6,8.3,476.0,57.8,72.9,免费评估
14,格拉斯哥大学University of Glasgow,81.5,1.7,,52.6,71.7,免费评估
