Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Shanghai Jiao Tong University,China,100.0,69.7,65.8,100.0,,282.8,免费评估
2,Norwegian University of Science and Technology - NTNU,Norway,79.9,72.8,65.3,84.3,,250.1,免费评估
3,Dalian University of Technology,China,81.9,62.8,59.1,85.8,,242.3,免费评估
4,Harbin Engineering University,China,72.4,71.2,53.7,77.8,,232.1,免费评估
5,University of Lisbon,Portugal,67.5,78.1,66.9,62.8,,221.8,免费评估
6,Tianjin University,China,57.4,66.8,51.9,84.3,,218.9,免费评估
7,The University of Western Australia,Australia,50.6,73.3,83.3,77.8,,218.3,免费评估
8,普利茅斯大学University of Plymouth,UnitedKingdom,39.5,98.6,90.3,36.3,,192.4,免费评估
9,Hohai University,China,60.5,64.9,73.1,51.3,,191.3,免费评估
10,Zhejiang University,China,67.0,61.7,55.7,48.7,,188.5,免费评估
11,National University of Singapore,Singapore,51.3,69.6,89.3,45.9,,184.6,免费评估
12,思克莱德大学University of Strathclyde,UnitedKingdom,52.0,80.4,76.9,36.3,,184.1,免费评估
13,Griffith University,Australia,35.3,87.9,100.0,39.7,,182.9,免费评估
14,Delft University of Technology,Netherlands,56.7,78.7,76.7,28.1,,178.9,免费评估
15,伦敦大学学院University College London,UnitedKingdom,49.1,77.6,87.9,32.4,,176.7,免费评估
16,Ocean University of China,China,52.0,63.0,63.6,48.7,,176.4,免费评估
17,Federal University of Rio de Janeiro,Brazil,40.4,64.1,73.7,56.2,,175.5,免费评估
17,Seoul National University,SouthKorea,62.1,58.1,47.2,45.9,,175.5,免费评估
19,China University of Petroleum - Beijing,China,40.7,64.5,58.2,58.5,,175.4,免费评估
20,University of Genoa,Italy,39.5,75.7,55.1,48.7,,174.9,免费评估
21,Nanyang Technological University,Singapore,43.6,70.2,91.7,39.7,,171.9,免费评估
22,纽卡斯尔大学Newcastle University,UnitedKingdom,44.2,66.1,91.4,42.9,,171.4,免费评估
23,University of Cantabria,Spain,35.3,100.0,72.4,16.2,,166.0,免费评估
24,南安普顿大学University of Southampton,UnitedKingdom,44.2,71.5,80.8,32.4,,164.3,免费评估
25,University of Michigan-Ann Arbor,UnitedStates,46.6,68.3,65.0,36.3,,164.1,免费评估
26,Jiangsu University of Science & Technology,China,36.6,72.3,75.8,39.7,,163.8,免费评估
27,Technical University of Denmark,Denmark,47.4,73.0,71.7,28.1,,162.8,免费评估
28,University of Tasmania,Australia,45.8,61.0,77.0,39.7,,162.0,免费评估
29,National Technical University of Athens,Greece,42.5,65.0,57.3,42.9,,161.8,免费评估
30,Pusan National University,SouthKorea,59.7,67.4,77.4,16.2,,158.8,免费评估
31,Huazhong University of Science and Technology,China,36.6,94.1,53.6,16.2,,157.7,免费评估
31,Texas A&M University,UnitedStates,40.4,71.1,68.6,32.4,,157.7,免费评估
33,Dalian Maritime University,China,39.8,73.2,33.5,32.4,,152.1,免费评估
34,Istanbul Technical University,Turkey,44.2,64.7,65.2,28.1,,150.0,免费评估
35,Wuhan University of Technology,China,42.5,68.7,77.9,22.9,,149.8,免费评估
36,The University of Tokyo,Japan,44.4,62.6,65.9,28.1,,148.3,免费评估
37,Indian Institute of Technology Madras,India,38.6,57.6,52.8,39.7,,146.5,免费评估
38,Amirkabir University of Technology,Iran,39.8,61.2,43.2,36.3,,145.9,免费评估
39,Tongji University,China,36.3,61.1,73.5,32.4,,144.5,免费评估
40,Yildiz Technical University,Turkey,38.9,55.0,52.4,39.7,,144.1,免费评估
41,University of Delaware,UnitedStates,35.6,75.6,82.3,16.2,,143.9,免费评估
42,Osaka University,Japan,39.2,66.0,73.5,22.9,,142.9,免费评估
43,The University of New South Wales,Australia,35.6,86.9,83.7,0.0,,139.3,免费评估
44,Massachusetts Institute of Technology (MIT),UnitedStates,37.3,68.1,77.2,16.2,,137.1,免费评估
45,Memorial University of Newfoundland,Canada,36.0,59.2,62.4,28.1,,135.7,免费评估
46,Wuhan University,China,36.6,66.5,66.4,16.2,,132.7,免费评估
47,"University of California, San Diego",UnitedStates,41.6,77.1,57.0,0.0,,130.1,免费评估
48,Chalmers University of Technology,Sweden,35.3,56.2,67.3,22.9,,127.8,免费评估
48,Colorado State University,UnitedStates,35.6,79.2,64.8,0.0,,127.8,免费评估
50,Gdansk University of Technology,Poland,55.2,66.5,13.9,0.0,,124.5,免费评估
