Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
53,巴斯斯巴大学Bath Spa University,1.6,316.0,0.8,0.57,免费评估
55,桑德兰大学University of Sunderland,2.1,232.0,0.82,0.57,免费评估
56,赫特福德大学University of Hertfordshire,2.2,256.0,0.78,0.62,免费评估
57,西英格兰大学University of the West of England,1.7,294.0,0.79,0.59,免费评估
58,考文垂大学Coventry University,1.0,289.0,0.84,,免费评估
59,班戈大学Bangor University,2.5,326.0,0.77,0.49,免费评估
60,诺桑比亚大学Northumbria University,1.5,302.0,0.8,0.54,免费评估
61,中央兰开夏大学University of Central Lancashire,1.1,292.0,0.78,0.64,免费评估
62,纽曼大学Newman University,,238.0,0.76,0.83,免费评估
63,罗汉普顿大学Roehampton University,2.0,291.0,0.72,0.64,免费评估
64,剑桥安鲁大学Anglia Ruskin University,2.8,284.0,0.69,0.62,免费评估
65,贝德福德大学University of Bedfordshire,2.1,210.0,0.81,,免费评估
65,索尔福德大学University of Salford,2.0,283.0,0.82,0.43,免费评估
67,龙比亚大学Napier University,1.4,322.0,,,免费评估
68,阿尔斯特大学University of Ulster,1.8,250.0,0.83,0.45,免费评估
68,格罗斯特大学University of Gloucestershire,1.7,264.0,0.82,0.45,免费评估
70,伍斯特大学University of Worcester,1.3,251.0,0.8,0.54,免费评估
71,曼彻斯特城市大学Manchester Metropolitan University,2.2,309.0,0.76,0.46,免费评估
72,艾芝西尔大学Edge Hill University,0.9,249.0,0.83,0.5,免费评估
73,圣玛丽学院St Mary's College,1.4,264.0,0.81,0.46,免费评估
74,哥比亚大学University of Cumbria,0.7,283.0,0.67,0.75,免费评估
75,温切斯特大学University of Winchester,,281.0,0.83,0.49,免费评估
75,"玛央大学学院Marjon, Plymouth",0.4,,0.81,0.51,免费评估
77,谢菲尔德哈莱姆大学Sheffield Hallam University,1.7,296.0,0.76,0.44,免费评估
78,哈德斯菲尔德大学University of Huddersfield,1.3,305.0,0.75,0.47,免费评估
79,布莱顿大学University of Brighton,1.7,301.0,0.67,0.57,免费评估
79,约克圣约翰大学York St John University,0.6,281.0,0.76,0.53,免费评估
81,威斯敏斯特大学University of Westminster,1.0,266.0,0.74,0.55,免费评估
82,普利茅斯大学University of Plymouth,1.7,305.0,0.73,0.43,免费评估
82,斯塔福德郡大学Staffordshire University,1.3,257.0,0.74,0.51,免费评估
84,格拉摩根大学University of Glamorgan,2.3,266.0,0.76,0.34,免费评估
85,纽波特大学University of Wales Newport,,251.0,,0.58,免费评估
85,兰彼得大学University of Wales Lampeter,0.9,238.0,0.72,0.59,免费评估
87,利物浦约翰摩尔斯大学Liverpool John Moores University,1.6,250.0,0.78,0.38,免费评估
88,布拉德福德大学University of Bradford,1.5,235.0,,,免费评估
89,蒂赛德大学Teesside University,,262.0,0.81,0.45,免费评估
90,北安普顿大学The University of Northampton,1.0,227.0,0.78,0.44,免费评估
91,法尔茅斯大学Falmouth University,,299.0,0.73,0.53,免费评估
92,林肯大学University of Lincoln,,286.0,0.74,0.51,免费评估
93,格林威治大学The University of Greenwich,1.0,256.0,0.72,0.47,免费评估
94,伍尔弗汉普顿大学University of Wolverhampton,,232.0,0.79,0.48,免费评估
95,坎特伯雷大学Canterbury Christ Church University,0.9,255.0,0.75,0.43,免费评估
96,奇切斯特大学University of Chichester,1.2,272.0,,0.4,免费评估
97,利兹都会大学Leeds Metropolitan University,,281.0,0.73,0.49,免费评估
98,德比大学University of Derby,,250.0,0.75,0.44,免费评估
