Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,3.8,514.0,0.9,0.7,免费评估
2,牛津大学University of Oxford,3.9,504.0,0.87,0.7,免费评估
3,伦敦大学学院University College London,3.4,480.0,0.84,0.77,免费评估
4,杜伦大学Durham University,3.3,489.0,0.83,0.73,免费评估
5,约克大学The University of York,4.3,496.0,0.78,0.71,免费评估
5,埃克塞特大学University of Exeter,4.0,427.0,0.87,0.65,免费评估
7,华威大学The University of Warwick,3.7,474.0,0.79,0.71,免费评估
8,伦敦大学玛丽女王学院Queen Mary University of London,4.0,366.0,0.85,0.67,免费评估
9,利兹大学University of Leeds,3.7,444.0,0.83,0.65,免费评估
9,圣安德鲁斯大学University of St Andrews,3.7,458.0,0.81,0.66,免费评估
11,格拉斯哥大学University of Glasgow,3.7,425.0,0.83,0.63,免费评估
12,南安普顿大学University of Southampton,3.2,419.0,0.86,0.61,免费评估
12,莱斯特大学University of Leicester,2.8,383.0,0.87,0.68,免费评估
14,爱丁堡大学The University of Edinburgh,4.0,446.0,0.79,0.6,免费评估
15,布里斯托大学University of Bristol,3.2,464.0,0.74,0.76,免费评估
16,拉夫堡大学Loughborough University,2.3,367.0,0.9,0.66,免费评估
17,卡迪夫大学Cardiff University,3.5,432.0,0.81,0.61,免费评估
18,阿伯丁大学University of Aberdeen,3.5,325.0,0.87,0.63,免费评估
18,肯特大学University of Kent,3.4,336.0,0.84,0.68,免费评估
20,伦敦大学皇家霍洛威学院Royal Holloway University of London,3.4,413.0,0.78,0.68,免费评估
21,诺丁汉大学University of Nottingham,3.8,460.0,0.75,0.63,免费评估
21,格罗斯泰斯特主教大学Bishop Grosseteste University,0.8,258.0,0.93,0.85,免费评估
23,谢菲尔德大学The University of Sheffield,3.3,438.0,0.78,0.64,免费评估
24,利物浦大学The University of Liverpool,3.5,422.0,0.81,0.58,免费评估
24,东英吉利大学University of East Anglia,3.1,405.0,0.81,0.64,免费评估
26,英国女王大学Queen's University Belfast,3.6,346.0,0.81,0.61,免费评估
27,纽卡斯尔大学Newcastle University,3.4,445.0,0.72,0.66,免费评估
27,伦敦国王学院King's College London,3.0,452.0,0.74,0.66,免费评估
29,赫尔大学The University of Hull,2.4,318.0,0.82,0.7,免费评估
30,邓迪大学University of Dundee,2.2,354.0,0.86,0.59,免费评估
31,兰卡斯特大学Lancaster University,2.9,409.0,0.8,0.57,免费评估
32,德蒙福特大学De Montfort University,3.8,251.0,0.83,0.61,免费评估
33,雷丁大学University of Reading,3.2,359.0,0.84,0.51,免费评估
34,伯明翰大学University of Birmingham,3.2,417.0,0.73,0.62,免费评估
35,基尔大学Keele University,2.4,327.0,0.77,0.71,免费评估
36,曼彻斯特大学The University of Manchester,3.7,430.0,0.71,0.56,免费评估
36,斯特林大学University of Stirling,2.4,313.0,0.79,0.67,免费评估
36,伦敦大学金史密斯学院Goldsmiths University of London,2.8,359.0,0.76,0.64,免费评估
39,波尔顿大学University of Bolton,0.6,,0.9,0.6,免费评估
40,牛津布鲁克斯大学Oxford Brookes University,2.0,330.0,0.79,0.67,免费评估
41,埃塞克斯大学University of Essex,2.5,319.0,0.79,0.63,免费评估
42,阿斯顿大学Aston University,1.3,339.0,0.85,,免费评估
42,诺丁汉特伦特大学Nottingham Trent University,2.4,285.0,0.82,0.61,免费评估
44,萨塞克斯大学University of Sussex,2.9,418.0,0.67,0.66,免费评估
45,亚伯大学Aberystwyth University,2.2,332.0,0.84,0.49,免费评估
46,斯旺西大学Swansea University,2.5,310.0,0.83,0.48,免费评估
47,思克莱德大学University of Strathclyde,2.4,378.0,0.74,0.59,免费评估
47,米德塞斯大学Middlesex University,1.8,205.0,0.79,0.78,免费评估
49,布鲁内尔大学Brunel University,2.4,306.0,0.8,0.54,免费评估
50,金斯顿大学Kingston University,2.1,263.0,0.82,0.58,免费评估
51,朴茨茅斯大学University of Portsmouth,2.3,304.0,0.81,0.51,免费评估
52,切斯特大学University of Chester,1.3,293.0,0.85,0.54,免费评估
53,伯明翰城市大学Birmingham City University,1.4,266.0,0.81,0.64,免费评估
