Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,麻省理工学院Massachusetts Institute of Technology,United States,95.6,96.0,95.4,97.1,95.9,免费评估
2,"University of California, Berkeley",United States,88.8,88.5,100.0,97.7,91.7,免费评估
3,斯坦福大学Stanford University,United States,84.0,92.8,99.0,97.1,90.9,免费评估
4,剑桥大学University of Cambridge,United Kingdom,85.2,100.0,89.4,82.4,89.9,免费评估
5,National University of Singapore,Singapore,80.2,94.6,89.5,89.4,87.3,免费评估
6,帝国理工学院Imperial College London,United Kingdom,88.1,90.0,83.5,82.4,87.1,免费评估
7,The University of Tokyo,Japan,82.0,92.7,86.1,80.7,85.6,免费评估
8,Kyoto University,Japan,77.2,92.7,84.0,86.4,84.3,免费评估
8,Delft University of Technology,Netherlands,88.0,87.1,79.9,73.1,84.3,免费评估
10,加利福尼亚理工学院California Institute of Technology,United States,85.8,77.9,94.6,82.4,84.2,免费评估
11,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,83.1,88.3,84.1,78.0,84.0,免费评估
12,Tsinghua University,China,78.2,86.5,80.7,92.1,83.2,免费评估
13,牛津大学University of Oxford,United Kingdom,66.9,99.8,89.8,78.9,82.0,免费评估
13,University of Texas at Austin,United States,80.0,79.7,92.5,81.6,82.0,免费评估
15,普林斯顿大学Princeton University,United States,84.7,79.6,85.2,75.1,81.8,免费评估
16,墨尔本大学The University of Melbourne,Australia,78.1,91.5,79.4,70.9,81.3,免费评估
17,Seoul National University,South Korea,70.2,92.0,80.1,87.9,80.9,免费评估
18,"明尼苏达大学双城校区University of Minnesota,Twin Cities",United States,0.0,56.0,84.9,74.1,80.8,免费评估
19,威斯康星大学-麦迪逊分校University of Wisconsin-Madison,United States,93.9,59.0,87.8,78.9,80.3,免费评估
20,昆士兰大学The University of Queensland,Australia,71.9,87.4,86.9,78.9,79.9,免费评估
21,KAIST - Korea Advanced Institute of Science & Technology,South Korea,71.5,85.1,83.9,83.3,79.2,免费评估
22,蒙纳什大学Monash University,Australia,73.4,86.3,81.6,72.0,78.3,免费评估
22,曼彻斯特大学The University of Manchester,United Kingdom,78.8,75.3,84.7,76.1,78.3,免费评估
24,西北大学Northwestern University,United States,66.4,73.0,96.2,100.0,77.9,免费评估
25,"Nanyang Technological University, Singapore",Singapore,59.9,96.9,83.6,80.7,77.6,免费评估
26,The Hong Kong University of Science and Technology,Hong Kong,70.3,92.4,76.9,67.5,77.5,免费评估
27,National Taiwan University,Taiwan,71.0,85.9,78.0,75.1,77.1,免费评估
28,Tohoku University,Japan,70.8,84.3,78.6,77.1,77.0,免费评估
29,佐治亚理工学院Georgia Institute of Technology,United States,68.1,77.1,88.9,86.4,76.6,免费评估
29,宾夕法尼亚大学University of Pennsylvania,United States,65.9,82.2,91.3,78.9,76.6,免费评估
31,Osaka University,Japan,64.6,88.4,82.7,78.0,76.5,免费评估
31,Pohang University of Science And Technology,South Korea,69.3,80.3,89.5,75.1,76.5,免费评估
33,耶鲁大学Yale University,United States,69.0,81.0,85.6,73.1,75.7,免费评估
33,"University of California, Los Angeles",United States,58.1,79.0,99.9,92.1,75.7,免费评估
35,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,United States,76.7,62.9,89.5,81.6,75.2,免费评估
36,RWTH Aachen University,Germany,70.5,80.4,78.2,72.0,74.9,免费评估
37,伦敦大学学院University College London,United Kingdom,79.2,72.6,77.8,63.7,74.7,免费评估
38,Purdue University,United States,74.2,69.7,82.5,76.1,74.4,免费评估
39,National Tsing Hua University,Taiwan,67.7,78.9,83.8,72.0,74.1,免费评估
39,康奈尔大学Cornell University,United States,64.6,72.3,92.6,84.9,74.1,免费评估
41,Tokyo Institute of Technology,Japan,64.6,86.4,79.1,67.5,73.7,免费评估
41,Technical University of Denmark,Denmark,72.8,71.0,81.8,73.1,73.7,免费评估
43,"University of California, Santa Barbara",United States,75.8,54.9,93.8,80.7,73.0,免费评估
44,"密歇根大学安娜堡分校University of Michigan,Ann Arbor",United States,61.1,74.4,89.8,84.9,72.9,免费评估
45,Ecole Polytechnique Fédérale de Lausanne,Switzerland,52.6,85.0,91.4,84.1,72.8,免费评估
46,新南威尔士大学The University of New South Wales,Australia,59.6,88.8,80.9,63.7,72.1,免费评估
46,多伦多大学University of Toronto,Canada,66.6,66.4,88.5,81.6,72.1,免费评估
48,Technical University Munich,Germany,58.3,84.2,82.2,74.1,72.0,免费评估
48,"KIT, Karlsruhe Institut of Technology",Germany,66.6,75.7,78.8,72.0,72.0,免费评估
50,Korea University,South Korea,58.2,83.1,80.7,77.1,71.9,免费评估
