Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,241.0,4.35,3.48,92.0,100.0,免费评估
2,帝国理工学院Imperial College London,220.0,4.38,3.42,90.0,98.6,免费评估
3,格拉斯哥大学University of Glasgow,201.0,4.16,3.25,98.0,98.3,免费评估
4,牛津大学University of Oxford,236.0,3.96,3.51,88.0,98.1,免费评估
5,巴斯大学University of Bath,195.0,4.29,3.38,94.0,97.7,免费评估
6,南安普顿大学University of Southampton,180.0,4.14,3.23,98.0,97.4,免费评估
7,布里斯托大学University of Bristol,190.0,4.23,3.3,90.0,96.5,免费评估
8,思克莱德大学University of Strathclyde,189.0,4.08,2.98,92.0,95.8,免费评估
9,阿伯丁大学University of Aberdeen,164.0,4.37,2.94,94.0,95.5,免费评估
10,利兹大学University of Leeds,165.0,4.49,3.04,90.0,95.3,免费评估
11,诺丁汉大学University of Nottingham,158.0,4.27,3.16,92.0,95.2,免费评估
12,拉夫堡大学Loughborough University,151.0,4.37,2.65,96.0,95.1,免费评估
13,伦敦大学学院University College London,176.0,3.83,2.59,98.0,94.9,免费评估
14,伯明翰大学University of Birmingham,164.0,4.11,2.69,96.0,94.8,免费评估
15,谢菲尔德大学The University of Sheffield,160.0,4.0,3.2,92.0,94.7,免费评估
16,英国女王大学Queen's University Belfast,149.0,4.05,2.84,96.0,94.6,免费评估
17,曼彻斯特大学The University of Manchester,170.0,4.01,3.19,90.0,94.5,免费评估
18,邓迪大学University of Dundee,154.0,4.0,3.31,92.0,94.5,免费评估
19,卡迪夫大学Cardiff University,153.0,4.03,3.44,92.0,94.4,免费评估
20,爱丁堡大学The University of Edinburgh,187.0,4.08,3.3,80.0,94.2,免费评估
21,萨里大学University of Surrey,160.0,4.15,2.98,90.0,94.2,免费评估
22,斯旺西大学Swansea University,129.0,3.93,3.29,96.0,94.0,免费评估
23,纽卡斯尔大学Newcastle University,154.0,3.99,3.18,90.0,93.9,免费评估
24,赫瑞瓦特大学Heriot Watt University,170.0,4.16,3.3,82.0,93.9,免费评估
25,阿尔斯特大学University of Ulster,119.0,4.13,2.94,96.0,93.1,免费评估
26,埃克塞特大学University of Exeter,167.0,3.62,3.18,86.0,92.8,免费评估
27,阿伯泰邓迪大学University of Abertay Dundee,142.0,4.25,2.51,88.0,92.5,免费评估
28,西苏格兰大学University of the West of Scotland,,4.46,2.48,88.0,92.5,免费评估
29,利物浦大学The University of Liverpool,135.0,4.03,3.14,86.0,92.2,免费评估
30,布鲁内尔大学Brunel University,138.0,4.18,2.72,86.0,92.1,免费评估
31,诺丁汉特伦特大学Nottingham Trent University,137.0,4.07,2.34,98.0,92.1,免费评估
32,考文垂大学Coventry University,124.0,4.06,2.62,94.0,91.9,免费评估
33,诺桑比亚大学Northumbria University,131.0,4.06,2.8,84.0,91.5,免费评估
34,格林威治大学The University of Greenwich,144.0,4.17,2.31,90.0,91.4,免费评估
35,龙比亚大学Napier University,143.0,4.24,2.05,88.0,90.9,免费评估
36,普利茅斯大学University of Plymouth,118.0,3.91,2.72,90.0,90.8,免费评估
37,伦敦南岸大学London South Bank University,109.0,4.39,2.59,84.0,90.7,免费评估
38,布拉德福德大学University of Bradford,118.0,3.95,2.56,90.0,90.6,免费评估
39,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,161.0,4.1,2.52,78.0,90.3,免费评估
40,利物浦约翰摩尔斯大学Liverpool John Moores University,145.0,3.9,2.49,84.0,89.8,免费评估
41,朴茨茅斯大学University of Portsmouth,112.0,3.94,2.46,88.0,89.7,免费评估
42,蒂赛德大学Teesside University,134.0,3.88,2.63,84.0,89.6,免费评估
43,索尔福德大学University of Salford,132.0,4.03,2.69,78.0,89.5,免费评估
44,西英格兰大学University of the West of England,131.0,3.76,2.71,82.0,89.2,免费评估
45,南威尔士大学The University of South Wales,122.0,4.05,2.47,78.0,87.9,免费评估
46,中央兰开夏大学University of Central Lancashire,132.0,3.74,2.23,,87.8,免费评估
47,伦敦城市大学City University London,120.0,3.86,2.85,70.0,87.4,免费评估
48,泰晤士河谷大学Thames Valley University,128.0,4.69,,74.0,87.4,免费评估
49,剑桥安鲁大学Anglia Ruskin University,108.0,4.09,2.11,80.0,87.3,免费评估
50,布莱顿大学University of Brighton,112.0,4.1,2.59,74.0,87.2,免费评估
51,金斯顿大学Kingston University,124.0,4.28,2.32,70.0,86.8,免费评估
52,德比大学University of Derby,95.0,3.8,1.67,82.0,86.6,免费评估
53,东伦敦大学University of East London,114.0,4.3,2.05,70.0,85.9,免费评估
54,伍尔弗汉普顿大学University of Wolverhampton,100.0,3.95,,,84.9,免费评估
55,利兹贝克特大学Leeds Beckett University,108.0,3.69,,78.0,84.8,免费评估
56,波尔顿大学University of Bolton,91.0,4.0,,64.0,82.2,免费评估
