Rank,University,Country,Score,Free
79,Saint Petersburg State University,Russia,59.3,免费评估
80,Ohio State University--Columbus,United States,58.9,免费评估
80,Polytechnic University of Turin,Italy,58.9,免费评估
82,Autonomous University of Madrid,Spain,58.7,免费评估
83,Lanzhou University,China,58.6,免费评估
83,爱丁堡大学The University of Edinburgh,United Kingdom,58.6,免费评估
85,康奈尔大学Cornell University,United States,58.0,免费评估
85,Universite Toulouse III - Paul Sabatier,France,58.0,免费评估
85,伦敦大学学院University College London,United Kingdom,58.0,免费评估
88,McGill University,Canada,57.6,免费评估
88,Scuola Normale Superiore di Pisa,Italy,57.6,免费评估
90,Technical University of Berlin,Germany,57.5,免费评估
90,布里斯托大学University of Bristol,United Kingdom,57.5,免费评估
92,University of Warsaw,Poland,57.3,免费评估
93,Humboldt-Universität zu Berlin,Germany,57.2,免费评估
93,International School for Advanced Studies,Italy,57.2,免费评估
93,Universite Lille-Nord-de-France (ComUE),France,57.2,免费评估
96,Harbin Institute of Technology,China,56.6,免费评估
96,Xiamen University,China,56.6,免费评估
98,Shanghai University,China,56.3,免费评估
99,University of Munich,Germany,56.2,免费评估
100,University of California--Davis,United States,55.9,免费评估
101,Amirkabir University of Technology (AUT),Iran,55.6,免费评估
101,Nanjing University,China,55.6,免费评估
103,University of Maryland--College Park,United States,55.4,免费评估
104,McMaster University,Canada,55.3,免费评估
105,University of Göttingen,Germany,55.2,免费评估
106,University of Granada,Spain,54.7,免费评估
107,National Research University - Higher School of Economics,Russia,54.6,免费评估
107,Vienna University of Technology,Austria,54.6,免费评估
109,Autonomous University of Barcelona,Spain,54.5,免费评估
109,University of Seville,Spain,54.5,免费评估
109,University of Zurich,Switzerland,54.5,免费评估
112,Communaute Universite Grenoble Alpes,France,54.3,免费评估
113,University of Helsinki,Finland,54.0,免费评估
113,University of Victoria,Canada,54.0,免费评估
115,Wuhan University,China,53.6,免费评估
116,澳大利亚国立大学The Australian National University,Australia,53.5,免费评估
116,Southeast University,China,53.5,免费评估
116,Tel Aviv University,Israel,53.5,免费评估
116,University of Rome Tor Vergata,Italy,53.5,免费评估
116,Zhejiang University,China,53.5,免费评估
121,Uppsala University,Sweden,53.4,免费评估
122,Hebrew University of Jerusalem,Israel,53.3,免费评估
122,约翰霍普金斯大学Johns Hopkins University,United States,53.3,免费评估
124,University of Belgrade,Serbia,53.0,免费评估
125,University of Ljubljana,Slovenia,52.9,免费评估
126,University Catholique of Louvain,Belgium,52.8,免费评估
127,University of Santiago of Compostela,Spain,52.7,免费评估
128,Norwegian University of Science and Technology,Norway,52.5,免费评估
129,Central South University,China,52.1,免费评估
130,University of Waterloo,Canada,51.8,免费评估
131,Complutense University of Madrid,Spain,51.6,免费评估
132,University of Copenhagen,Denmark,51.4,免费评估
133,University of California--Irvine,United States,51.1,免费评估
134,King Fahd University of Petroleum and Minerals (KFUPM),Saudi Arabia,51.0,免费评估
134,Polytechnic University of Catalonia,Spain,51.0,免费评估
136,西北大学Northwestern University,United States,50.6,免费评估
137,Waseda University,Japan,50.4,免费评估
138,National Autonomous University of Mexico,Mexico,50.3,免费评估
138,巴斯大学University of Bath,United Kingdom,50.3,免费评估
140,Babes-Bolyai University,Romania,49.8,免费评估
140,曼彻斯特大学The University of Manchester,United Kingdom,49.8,免费评估
142,Institut National des Sciences Appliquees de Lyon - INSA Lyon,France,49.6,免费评估
142,University of Milan - Bicocca,Italy,49.6,免费评估
144,Indiana University--Bloomington,United States,49.4,免费评估
145,University of Utah,United States,48.9,免费评估
146,University of Padua,Italy,48.8,免费评估
147,University of Chile,Chile,48.6,免费评估
148,University of Alberta,Canada,48.5,免费评估
149,University of Münster,Germany,48.2,免费评估
150,Universite Nice Sophia Antipolis,France,48.1,免费评估
151,Bielefeld University,Germany,48.0,免费评估
152,Universidad Carlos III de Madrid,Spain,47.6,免费评估
153,Languedoc-Roussillon Universites (ComUE),France,47.4,免费评估
154,Aligarh Muslim University,India,46.9,免费评估
154,University of Pisa,Italy,46.9,免费评估
154,南加州大学University of Southern California,United States,46.9,免费评估
157,East China Normal University,China,46.4,免费评估
158,Gyeongsang National University,South Korea,46.3,免费评估
158,Weizmann Institute of Science,Israel,46.3,免费评估
160,University of Florence,Italy,46.2,免费评估
161,Atilim University,Turkey,45.9,免费评估
162,Sun Yat-sen University,China,45.8,免费评估
163,University of Zagreb,Croatia,45.7,免费评估
164,爱荷华大学University of Iowa,United States,45.6,免费评估
165,National Taiwan University,Taiwan,45.4,免费评估
166,Moscow Institute of Physics,Russia,45.3,免费评估
166,Novosibirsk State University,Russia,45.3,免费评估
166,Osaka University,Japan,45.3,免费评估
166,Stony Brook University--SUNY,United States,45.3,免费评估
170,University of Colorado--Boulder,United States,45.2,免费评估
171,Jagiellonian University,Poland,45.1,免费评估
171,Polytechnic University of Valencia,Spain,45.1,免费评估
171,Shandong University,China,45.1,免费评估
171,University of Lorraine,France,45.1,免费评估
175,悉尼大学The University of Sydney,Australia,45.0,免费评估
176,University of Bucharest,Romania,44.8,免费评估
176,Université de Rennes 1,France,44.8,免费评估
178,University of Pittsburgh,United States,44.7,免费评估
179,RWTH Aachen University,Germany,44.5,免费评估
180,University of Amsterdam,Netherlands,44.3,免费评估
181,Chalmers University of Technology,Sweden,44.0,免费评估
182,Universite Toulouse 1 Capitole,France,43.9,免费评估
183,佛罗里达大学University of Florida,United States,43.8,免费评估
184,Aalto University,Finland,43.6,免费评估
184,Dalian University of Technology,China,43.6,免费评估
186,Hong Kong Baptist University,Hong Kong,43.2,免费评估
187,State University of Campinas,Brazil,43.1,免费评估
188,University of Illinois--Chicago,United States,43.0,免费评估
189,University of Kentucky,United States,42.7,免费评估
190,University of Jyväskylä,Finland,42.6,免费评估
191,Freie Universität Berlin,Germany,42.5,免费评估
192,Central School of Lyon,France,42.2,免费评估
193,Universite Bourgogne Franche-Comte (ComUE),France,42.1,免费评估
194,Florida State University,United States,41.9,免费评估
194,Pohang University of Science and Technology,South Korea,41.9,免费评估
196,University of Oslo,Norway,41.8,免费评估
197,Royal Institute of Technology,Sweden,41.5,免费评估
197,Tokyo Institute of Technology,Japan,41.5,免费评估
199,Xi'an Jiaotong University,China,41.4,免费评估
200,圣母诺特丹大学University of Notre Dame,United States,41.3,免费评估
