Rank,University,Country,Score,Free
1,Universite Paris Saclay (ComUE),France,100.0,免费评估
2,斯坦福大学Stanford University,United States,97.2,免费评估
3,普林斯顿大学Princeton University,United States,96.8,免费评估
4,麻省理工学院Massachusetts Institute of Technology,United States,95.1,免费评估
5,University of California--Berkeley,United States,91.7,免费评估
6,牛津大学University of Oxford,United Kingdom,89.3,免费评估
7,PSL Research University Paris (ComUE),France,87.6,免费评估
8,New York University,United States,87.3,免费评估
9,剑桥大学University of Cambridge,United Kingdom,87.2,免费评估
10,哥伦比亚大学Columbia University,United States,85.2,免费评估
11,Harvard University,United States,83.8,免费评估
12,Swiss Federal Institute of Technology Zurich,Switzerland,83.0,免费评估
13,芝加哥大学The University of Chicago,United States,82.8,免费评估
14,Universite Sorbonne Paris Cite-USPC (ComUE),France,82.7,免费评估
15,University of California--Los Angeles,United States,82.3,免费评估
16,帝国理工学院Imperial College London,United Kingdom,80.2,免费评估
17,德克萨斯A&M大学Texas A & M University,United States,80.0,免费评估
18,University of Wisconsin--Madison,United States,79.9,免费评估
19,University of Texas--Austin,United States,79.0,免费评估
20,University of Minnesota--Twin Cities,United States,78.7,免费评估
21,Peking University,China,76.1,免费评估
22,布朗大学Brown University,United States,76.0,免费评估
23,École Polytechnique Federale of Lausanne,Switzerland,75.0,免费评估
24,University of Milan,Italy,74.9,免费评估
25,University of Michigan--Ann Arbor,United States,73.8,免费评估
26,华威大学The University of Warwick,United Kingdom,73.3,免费评估
27,匹兹堡州立大学Pittsburg State University,United States,73.1,免费评估
28,University of Bonn,Germany,72.9,免费评估
29,University of Washington,United States,72.4,免费评估
30,Sapienza University of Rome,Italy,72.0,免费评估
31,Chinese University Hong Kong,Hong Kong,71.4,免费评估
31,Islamic Azad University,Iran,71.4,免费评估
33,"Rutgers, The State University of New Jersey--New Brunswick",United States,71.2,免费评估
34,University of Vienna,Austria,71.1,免费评估
35,National University of Singapore,Singapore,70.2,免费评估
36,Fudan University,China,69.9,免费评估
37,Shanghai Jiao Tong University,China,69.6,免费评估
38,University of Tokyo,Japan,69.5,免费评估
39,Purdue University--West Lafayette,United States,68.4,免费评估
40,Sungkyunkwan University,South Korea,68.3,免费评估
40,伊利诺伊大学香槟分校University of Illinois at Urbana-Champaign,United States,68.3,免费评估
42,佐治亚理工学院Georgia Institute of Technology,United States,68.1,免费评估
43,Catholic University of Leuven,Belgium,68.0,免费评估
43,Polytechnic University of Milan,Italy,68.0,免费评估
45,University of British Columbia,Canada,67.9,免费评估
46,Nankai University,China,67.8,免费评估
47,Universidade de São Paulo,Brazil,67.5,免费评估
48,Beijing Normal University,China,67.4,免费评估
49,King Saud University,Saudi Arabia,67.2,免费评估
50,Tsinghua University,China,67.1,免费评估
51,University of Toronto,Canada,66.8,免费评估
52,M. V. Lomonosov Moscow State University,Russia,66.7,免费评估
53,杜克大学Duke University,United States,66.4,免费评估
53,Kyoto University,Japan,66.4,免费评估
53,密歇根州立大学Michigan State University,United States,66.4,免费评估
53,Universite Federale Toulouse Midi-Pyrenees (ComUE),France,66.4,免费评估
57,Seoul National University,South Korea,65.4,免费评估
58,宾夕法尼亚大学University of Pennsylvania,United States,64.6,免费评估
59,加利福尼亚理工学院California Institute of Technology,United States,64.5,免费评估
59,City University Hong Kong,Hong Kong,64.5,免费评估
61,Universite de Lyon (ComUE),France,64.4,免费评估
62,卡内基梅隆大学Carnegie Mellon University,United States,64.3,免费评估
63,University of Aix-Marseille,France,62.9,免费评估
64,Universite Paris-Est (ComUE),France,62.3,免费评估
65,University of Science and Technology of China,China,61.9,免费评估
66,Technical University of Munich,Germany,61.6,免费评估
67,North Carolina State University--Raleigh,United States,61.3,免费评估
68,Technion Israel Institute of Technology,Israel,61.1,免费评估
69,University of Lisbon,Portugal,61.0,免费评估
70,新南威尔士大学The University of New South Wales,Australia,60.8,免费评估
71,University of North Carolina--Chapel Hill,United States,60.7,免费评估
72,莱斯大学Rice University,United States,60.6,免费评估
73,University of California--San Diego,United States,60.3,免费评估
74,Hong Kong Polytechnic University,Hong Kong,60.0,免费评估
75,Communaute d'Universites et Etablissements d'Aquitaine (ComUE),France,59.9,免费评估
76,University of Pavia,Italy,59.8,免费评估
77,耶鲁大学Yale University,United States,59.7,免费评估
78,Charles University in Prague,Czech Republic,59.6,免费评估
