Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,85.7,45.0,45.0,45.0,680,免费评估
2,牛津大学University of Oxford,83.7,48.3,45.0,56.7,642,免费评估
3,华威大学The University of Warwick,84.8,50.0,40.0,40.0,575,免费评估
3,帝国理工学院Imperial College London,84.1,55.0,35.0,41.7,604,免费评估
5,巴斯大学University of Bath,87.4,36.7,36.7,33.3,548,免费评估
6,杜伦大学Durham University,86.8,33.3,35.0,20.0,612,免费评估
7,圣安德鲁斯大学University of St Andrews,85.7,15.0,40.0,26.7,569,免费评估
8,兰卡斯特大学Lancaster University,87.8,23.3,,30.0,483,免费评估
9,布拉德福德大学University of Bradford,78.5,43.3,40.0,40.0,526,免费评估
10,邓迪大学University of Dundee,92.8,,21.7,,375,免费评估
11,萨里大学University of Surrey,85.1,,33.3,,433,免费评估
12,诺丁汉大学University of Nottingham,83.3,26.7,35.0,36.7,499,免费评估
13,基尔大学Keele University,91.9,,30.0,,378,免费评估
14,伯明翰大学University of Birmingham,85.7,28.3,21.7,,459,免费评估
15,拉夫堡大学Loughborough University,89.0,25.0,23.3,,429,免费评估
16,格拉斯哥大学University of Glasgow,83.5,28.3,23.3,26.7,499,免费评估
17,埃克塞特大学University of Exeter,83.1,25.0,26.7,,480,免费评估
18,赫瑞瓦特大学Heriot Watt University,84.1,40.0,31.7,21.7,450,免费评估
19,南安普顿大学University of Southampton,81.1,20.0,33.3,31.7,470,免费评估
20,伦敦大学学院University College London,80.4,33.3,23.3,23.3,544,免费评估
21,东英吉利大学University of East Anglia,90.4,30.0,18.3,,422,免费评估
22,纽卡斯尔大学Newcastle University,84.0,15.0,30.0,25.0,459,免费评估
23,伦敦政治经济学院The London School of Economics and Political Science,77.5,18.3,,28.3,547,免费评估
24,思克莱德大学University of Strathclyde,83.3,,23.3,20.0,454,免费评估
25,Cardiff University,82.7,16.7,,,460,免费评估
26,阿伯丁大学University of Aberdeen,83.8,35.0,,,418,免费评估
27,伦敦国王学院King's College London,81.4,36.7,31.7,,470,免费评估
27,曼彻斯特大学The University of Manchester,79.1,33.3,36.7,31.7,476,免费评估
29,爱丁堡大学The University of Edinburgh,71.4,40.0,31.7,21.7,531,免费评估
30,莱斯特大学University of Leicester,80.4,23.3,18.3,,388,免费评估
30,利兹大学University of Leeds,79.0,25.0,28.3,38.3,459,免费评估
30,英国女王大学Queen's University Belfast,83.5,18.3,,,421,免费评估
33,谢菲尔德大学The University of Sheffield,79.6,28.3,21.7,26.7,470,免费评估
34,谢菲尔德哈莱姆大学Sheffield Hallam University,91.1,11.7,11.7,11.7,331,免费评估
35,埃塞克斯大学University of Essex,81.0,,23.3,,425,免费评估
36,朴茨茅斯大学University of Portsmouth,84.5,,35.0,,288,免费评估
37,约克大学The University of York,77.2,21.7,23.3,,463,免费评估
38,雷丁大学University of Reading,87.5,,16.7,15.0,363,免费评估
39,斯旺西大学Swansea University,83.2,16.7,,,361,免费评估
40,Coventry University,90.1,6.7,6.7,,309,免费评估
41,斯特林大学University of Stirling,82.8,,16.7,,385,免费评估
42,诺丁汉特伦特大学Nottingham Trent University,94.8,13.3,13.3,13.3,327,免费评估
43,格林威治大学The University of Greenwich,94.2,,,13.3,300,免费评估
44,赫特福德大学University of Hertfordshire,83.0,28.3,,,318,免费评估
44,诺桑比亚大学Northumbria University,83.9,,20.0,,353,免费评估
46,肯特大学University of Kent,75.9,11.7,21.7,35.0,351,免费评估
47,布鲁内尔大学Brunel University,84.0,,23.3,26.7,346,免费评估
48,切斯特大学University of Chester,90.2,,5.0,,278,免费评估
49,艾芝西尔大学Edge Hill University,,,,,345,免费评估
50,南威尔士大学The University of South Wales,87.0,,6.7,,352,免费评估
51,阿斯顿大学Aston University,79.1,18.3,18.3,18.3,369,免费评估
52,布莱顿大学University of Brighton,90.1,,5.0,,297,免费评估
53,利物浦约翰摩尔斯大学Liverpool John Moores University,88.8,,,,305,免费评估
54,伦敦大学皇家霍洛威学院Royal Holloway University of London,81.5,8.3,,,401,免费评估
55,普利茅斯大学University of Plymouth,88.1,,8.3,10.9,326,免费评估
56,利物浦大学The University of Liverpool,74.5,21.7,30.0,11.7,403,免费评估
57,牛津布鲁克斯大学Oxford Brookes University,89.1,,3.3,,354,免费评估
58,亚伯大学Aberystwyth University,81.1,16.7,,,351,免费评估
59,Manchester Metropolitan University,79.3,18.3,,,322,免费评估
60,伦敦大学玛丽女王学院Queen Mary University of London,70.0,26.7,23.3,20.0,389,免费评估
61,伦敦城市大学City University London,80.1,,10.0,,379,免费评估
62,德比大学University of Derby,83.1,,,,287,免费评估
63,波尔顿大学University of Bolton,84.2,,,,266,免费评估
64,中央兰开夏大学University of Central Lancashire,86.3,,,,377,免费评估
65,金斯顿大学Kingston University,82.6,,,,271,免费评估
66,西英格兰大学University of the West of England,75.5,,3.3,,317,免费评估
67,埃塞克斯大学University of Essex,84.1,,,,359,免费评估
68,伦敦都市大学London Metropolitan University,80.4,18.3,,11.7,176,免费评估
69,斯塔福德郡大学Staffordshire University,,,0.0,,236,免费评估
