Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,85.0%,90.6%,62.0%,239,93.8%,100.0,免费评估
2,帝国理工学院Imperial College London,80.8%,83.9%,59.6%,235,86.8%,95.8,免费评估
3,伯明翰大学University of Birmingham,76.4%,79.5%,47.0%,186,89.1%,90.6,免费评估
4,曼彻斯特大学The University of Manchester,73.0%,77.6%,48.4%,198,84.3%,89.2,免费评估
5,赫瑞瓦特大学Heriot Watt University,78.4%,79.7%,47.8%,176,82.2%,88.5,免费评估
6,斯旺西大学Swansea University,77.8%,82.9%,45.5%,136,88.2%,87.8,免费评估
6,爱丁堡大学The University of Edinburgh,76.9%,80.8%,50.3%,207,73.9%,87.8,免费评估
8,谢菲尔德大学The University of Sheffield,73.6%,80.9%,36.8%,171,87.7%,87.5,免费评估
8,巴斯大学University of Bath,79.7%,81.3%,37.4%,201,77.8%,87.5,免费评估
10,诺丁汉大学University of Nottingham,80.4%,82.9%,40.8%,173,80.3%,87.4,免费评估
11,拉夫堡大学Loughborough University,82.6%,93.2%,41.8%,160,76.9%,87.2,免费评估
12,University of Strathclyde,63.7%,63.8%,37.2%,222,85.6%,86.3,免费评估
13,兰卡斯特大学Lancaster University,67.7%,75.8%,41.6%,145,90.0%,85.7,免费评估
14,利兹大学University of Leeds,66.0%,74.4%,30.7%,192,85.3%,85.1,免费评估
15,伦敦大学学院University College London,62.4%,67.2%,44.6%,193,81.9%,84.6,免费评估
16,纽卡斯尔大学Newcastle University,73.4%,71.6%,30.2%,167,82.8%,84.0,免费评估
17,英国女王大学Queen's University Belfast,70.4%,69.1%,36.7%,153,83.1%,83.3,免费评估
18,布拉德福德大学University of Bradford,88.3%,92.7%,7.7%,122,80.6%,82.6,免费评估
19,萨里大学University of Surrey,83.6%,87.0%,30.8%,164,66.7%,82.4,免费评估
20,伦敦南岸大学London South Bank University,81.1%,78.9%,19.6%,110,84.0%,81.8,免费评估
20,切斯特大学University of Chester,88.1%,86.2%,7.1%,116,,81.8,免费评估
22,西苏格兰大学University of the West of Scotland,87.6%,85.5%,9.0%,156,71.4%,81.1,免费评估
23,赫尔大学The University of Hull,70.2%,74.5%,16.5%,114,90.0%,80.9,免费评估
24,哈德斯菲尔德大学University of Huddersfield,83.9%,78.9%,10.2%,124,,80.7,免费评估
25,阿斯顿大学Aston University,77.0%,76.7%,20.6%,129,78.9%,80.5,免费评估
26,朴茨茅斯大学University of Portsmouth,72.8%,76.8%,9.1%,137,83.3%,79.9,免费评估
27,蒂赛德大学Teesside University,82.1%,79.0%,5.8%,101,77.6%,77.6,免费评估
28,阿伯丁大学University of Aberdeen,61.6%,66.2%,28.4%,170,62.5%,74.8,免费评估
