Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,Harvard University,United States,100.0,100.0,94.5,100.0,98.9,免费评估
2,Stanford University,United States,91.8,98.5,98.3,96.8,96.4,免费评估
3,剑桥大学University of Cambridge,United Kingdom,97.6,88.9,95.3,98.2,95.6,免费评估
4,牛津大学University of Oxford,United Kingdom,97.3,91.0,92.3,97.9,95.3,免费评估
5,"University of California, Berkeley (UCB)",United States,85.8,90.7,96.0,94.2,92.2,免费评估
6,"University of California, Los Angeles (UCLA)",United States,81.3,97.9,95.6,92.5,92.0,免费评估
7,伦敦大学学院University College London,United Kingdom,81.4,95.0,92.0,95.6,91.9,免费评估
8,Yale University,United States,87.8,94.5,92.6,91.6,91.6,免费评估
9,Massachusetts Institute of Technology (MIT),United States,93.7,81.2,93.9,90.7,90.0,免费评估
10,University of Michigan-Ann Arbor,United States,69.8,96.0,93.6,94.7,89.8,免费评估
11,New York University (NYU),United States,77.0,93.8,91.0,92.7,89.4,免费评估
12,Columbia University,United States,80.6,96.0,91.5,89.3,89.3,免费评估
13,University of British Columbia,Canada,79.1,92.0,96.5,87.7,88.6,免费评估
14,University of Pennsylvania,United States,75.9,96.7,95.1,87.2,88.4,免费评估
15,University of Amsterdam,Netherlands,71.8,92.4,93.8,91.4,88.2,免费评估
16,University of Chicago,United States,77.3,88.1,92.7,90.8,87.9,免费评估
17,Princeton University,United States,77.2,83.2,97.2,89.2,87.2,免费评估
17,The University of Melbourne,Australia,85.9,85.7,88.6,87.9,87.2,免费评估
19,University of Toronto,Canada,74.7,94.3,91.7,86.7,86.8,免费评估
20,伦敦国王学院King's College London,United Kingdom,80.7,91.2,93.8,82.9,86.3,免费评估
21,Northwestern University,United States,72.8,93.8,95.5,84.5,86.2,免费评估
22,The University of New South Wales (UNSW Sydney),Australia,84.2,85.7,88.1,85.3,85.7,免费评估
23,The University of Queensland,Australia,79.5,84.8,87.2,85.7,84.6,免费评估
24,爱丁堡大学The University of Edinburgh,United Kingdom,82.6,82.2,91.6,82.9,84.4,免费评估
25,KU Leuven,Belgium,77.0,85.7,89.8,84.2,84.2,免费评估
26,National University of Singapore (NUS),Singapore,88.1,71.6,86.8,87.1,84.1,免费评估
27,The University of Sydney,Australia,88.2,80.1,85.3,82.3,83.6,免费评估
28,Duke University,United States,71.3,88.9,97.2,80.1,83.5,免费评估
29,The London School of Economics and Political Science (LSE),United Kingdom,87.3,67.9,81.6,89.7,83.2,免费评估
30,McGill University,Canada,73.1,82.2,87.9,85.1,82.7,免费评估
31,The Australian National University,Australia,85.0,71.6,87.1,84.0,82.3,免费评估
31,The University of Hong Kong,Hong Kong SAR,83.5,73.5,84.7,84.9,82.3,免费评估
33,University of Texas at Austin,United States,65.7,92.0,92.1,80.7,82.2,免费评估
34,University of Illinois at Urbana-Champaign,United States,61.4,90.2,92.5,83.1,82.1,免费评估
35,Utrecht University,Netherlands,62.3,89.4,92.7,81.5,81.5,免费评估
36,"University of California, San Diego (UCSD)",United States,69.8,85.7,91.3,80.2,81.4,免费评估
37,"Nanyang Technological University, Singapore (NTU)",Singapore,89.3,67.9,84.4,82.4,81.3,免费评估
38,Carnegie Mellon University,United States,63.5,82.9,98.2,80.8,81.2,免费评估
38,Humboldt-Universität zu Berlin,Germany,66.0,83.2,93.6,81.6,81.2,免费评估
40,The University of Auckland,New Zealand,78.3,77.0,87.3,81.3,81.0,免费评估
41,Cornell University,United States,73.9,89.7,95.5,72.0,80.6,免费评估
42,曼彻斯特大学The University of Manchester,United Kingdom,81.4,79.3,86.6,77.3,80.4,免费评估
42,University of Wisconsin-Madison,United States,58.3,92.7,97.1,77.0,80.4,免费评估
44,Michigan State University,United States,62.3,91.7,93.9,76.8,80.3,免费评估
44,The Ohio State University,United States,59.5,92.9,93.1,78.1,80.3,免费评估
46,The Chinese University of Hong Kong (CUHK),Hong Kong SAR,78.0,69.6,80.8,86.2,80.2,免费评估
47,Leiden University,Netherlands,74.3,81.9,87.9,78.1,80.1,免费评估
47,Peking University,China (Mainland),87.4,69.6,82.7,80.5,80.1,免费评估
47,University of Minnesota Twin Cities,United States,55.3,95.2,92.9,78.6,80.1,免费评估
47,University of Zurich,Switzerland,72.9,85.1,89.2,76.6,80.1,免费评估
