Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,伯明翰大学University of Birmingham,171.0,92,3.44,98.0,100.0,免费评估
2,布拉德福德大学University of Bradford,172.0,99,3.22,100.0,99.7,免费评估
3,南安普顿大学University of Southampton,181.0,87,3.47,96.0,99.2,免费评估
4,东英吉利大学University of East Anglia,207.0,73,3.26,96.0,99.0,免费评估
5,诺丁汉大学University of Nottingham,171.0,94,3.22,98.0,98.7,免费评估
6,罗伯特高登大学The Robert Gordon University,201.0,95,,100.0,97.9,免费评估
7,考文垂大学Coventry University,158.0,92,3.14,100.0,97.6,免费评估
8,普利茅斯大学University of Plymouth,159.0,93,2.58,100.0,96.7,免费评估
9,卡迪夫大学Cardiff University,161.0,90,3.42,96.0,96.6,免费评估
10,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,198.0,85,3.11,94.0,96.5,免费评估
11,利物浦大学The University of Liverpool,143.0,98,3.04,98.0,96.2,免费评估
12,基尔大学Keele University,147.0,91,3.3,98.0,96.1,免费评估
13,牛津布鲁克斯大学Oxford Brookes University,158.0,74,2.96,100.0,95.8,免费评估
14,索尔福德大学University of Salford,148.0,95,2.63,100.0,95.6,免费评估
15,哈德斯菲尔德大学University of Huddersfield,147.0,97,2.85,98.0,95.4,免费评估
16,西英格兰大学University of the West of England,151.0,90,3.06,98.0,95.3,免费评估
17,伦敦国王学院King's College London,176.0,74,3.33,94.0,95.2,免费评估
18,诺桑比亚大学Northumbria University,158.0,90,3.12,96.0,94.9,免费评估
19,布鲁内尔大学Brunel University,142.0,94,2.63,98.0,94.8,免费评估
20,曼彻斯特城市大学Manchester Metropolitan University,174.0,91,2.88,94.0,94.5,免费评估
21,"Kingston/St George's, University of London",160.0,78,2.82,98.0,94.4,免费评估
22,布莱顿大学University of Brighton,136.0,93,3.17,98.0,94.2,免费评估
23,蒂赛德大学Teesside University,147.0,93,2.77,98.0,94.1,免费评估
24,利兹贝克特大学Leeds Beckett University,148.0,95,1.76,100.0,94.1,免费评估
25,谢菲尔德哈莱姆大学Sheffield Hallam University,149.0,86,2.81,98.0,94.0,免费评估
26,伯恩茅斯大学Bournemouth University,147.0,90,2.56,98.0,93.7,免费评估
27,阿尔斯特大学University of Ulster,148.0,91,3.04,94.0,93.2,免费评估
28,哥比亚大学University of Cumbria,135.0,67,2.5,100.0,91.9,免费评估
29,伍斯特大学University of Worcester,154.0,96,2.0,,91.9,免费评估
30,中央兰开夏大学University of Central Lancashire,,94,2.63,94.0,91.7,免费评估
31,赫特福德大学University of Hertfordshire,152.0,81,2.99,94.0,91.5,免费评估
32,玛格丽特女王大学Queen Margaret University,,83,2.41,96.0,91.2,免费评估
33,约克圣约翰大学York St John University,140.0,72,2.13,96.0,89.1,免费评估
34,东伦敦大学University of East London,124.0,94,3.05,90.0,87.4,免费评估
