Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,92.60%,89.80%,54.00%,538.0,65.60%,100.0,免费评估
2,英国女王大学Queen's University Belfast,90.40%,93.80%,53.60%,363.0,58.70%,93.0,免费评估
3,班戈大学Bangor University,84.20%,85.70%,39.60%,443.0,76.30%,92.9,免费评估
3,亚伯大学Aberystwyth University,97.50%,92.30%,23.70%,386.0,89.20%,92.9,免费评估
5,格拉斯哥大学University of Glasgow,89.50%,87.30%,41.10%,,64.60%,91.0,免费评估
6,卡迪夫大学Cardiff University,90.50%,92.30%,32.50%,399.0,69.10%,90.9,免费评估
7,斯旺西大学Swansea University,87.70%,88.90%,19.40%,328.0,100.00%,89.2,免费评估
8,阿尔斯特大学University of Ulster,93.00%,93.30%,35.70%,311.0,47.00%,86.1,免费评估
9,利物浦大学The University of Liverpool,84.20%,85.10%,38.90%,,45%*,84.2,免费评估
10,高地与群岛大学University of the Highlands and Islands,67.00%,69.50%,,,84.60%,82.2,免费评估
