Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,"University of California, Berkeley",United States,60.4,60.4,69.2,98.8,100.0,333.5,免费评估
2,Stanford University,United States,54.6,58.2,68.9,88.9,100.0,315.5,免费评估
3,Massachusetts Institute of Technology (MIT),United States,66.2,57.2,65.0,100.0,74.5,310.9,免费评估
4,University of Illinois at Urbana-Champaign,United States,57.2,55.5,63.4,95.2,88.2,308.8,免费评估
5,Georgia Institute of Technology,United States,71.9,53.6,64.1,73.1,81.6,293.1,免费评估
6,Nanyang Technological University,Singapore,90.7,53.8,77.3,91.5,0.0,251.5,免费评估
7,Tsinghua University,China,100.0,52.7,61.2,84.9,0.0,249.8,免费评估
8,University of Michigan-Ann Arbor,United States,57.8,52.3,57.3,61.0,57.7,240.3,免费评估
9,The University of Texas at Austin,United States,54.1,72.4,61.5,61.0,33.3,233.2,免费评估
10,National University of Singapore,Singapore,69.9,60.6,75.9,84.9,0.0,230.6,免费评估
11,Harvard University,United States,35.4,54.0,72.1,79.2,47.1,230.2,免费评估
12,Purdue University - West Lafayette,United States,55.5,49.6,57.6,59.1,47.1,222.9,免费评估
13,"Rutgers, The State University of New Jersey - New Brunswick",United States,28.3,58.9,63.8,59.1,57.7,216.8,免费评估
14,Princeton University,United States,40.8,65.6,73.3,61.0,33.3,215.4,免费评估
15,"University of California, Santa Barbara",United States,41.9,54.6,69.8,45.7,57.7,213.8,免费评估
16,Swiss Federal Institute of Technology Zurich,Switzerland,49.1,62.4,77.2,86.3,0.0,213.1,免费评估
17,Carnegie Mellon University,United States,44.1,55.3,66.5,96.4,0.0,209.1,免费评估
18,"University of Maryland, College Park",United States,56.4,55.8,64.7,83.5,0.0,208.6,免费评估
19,Zhejiang University,China,82.4,52.9,64.2,59.1,0.0,207.2,免费评估
20,Lund University,Sweden,33.6,65.2,72.2,45.7,47.1,206.1,免费评估
21,Swiss Federal Institute of Technology Lausanne,Switzerland,59.9,54.7,76.2,73.1,0.0,203.1,免费评估
22,"University of California, Los Angeles",United States,54.3,56.2,64.4,79.2,0.0,202.6,免费评估
23,The Ohio State University - Columbus,United States,49.8,54.2,59.7,52.8,33.3,202.1,免费评估
24,University of Pennsylvania,United States,27.6,57.4,59.5,71.5,33.3,201.7,免费评估
25,"University of California, San Diego",United States,54.4,55.3,62.0,74.7,0.0,196.8,免费评估
26,Columbia University,United States,35.3,61.4,71.7,83.5,0.0,194.6,免费评估
27,Korea Advanced Institute of Science and Technology,South Korea,71.1,47.4,48.0,66.5,0.0,194.5,免费评估
28,The Chinese University of Hong Kong,China-Hong Kong,50.2,57.7,62.6,73.1,0.0,193.6,免费评估
29,North Carolina State University - Raleigh,United States,38.4,56.7,50.1,21.6,66.7,193.4,免费评估
30,Texas A&M University,United States,49.5,50.0,60.7,48.2,33.3,193.2,免费评估
31,City University of Hong Kong,China-Hong Kong,66.2,57.9,58.8,57.1,0.0,192.9,免费评估
32,California Institute of Technology,United States,46.5,60.6,63.3,69.9,0.0,189.7,免费评估
33,Peking University,China,58.3,57.0,59.6,59.1,0.0,186.3,免费评估
34,"The Imperial College of Science, Technology and Medicine",United Kingdom,52.7,58.6,78.9,59.1,0.0,186.1,免费评估
35,University of Electronic Science and Technology of China,China,93.2,41.8,53.5,40.3,0.0,186.0,免费评估
36,Tohoku University,Japan,55.5,37.0,50.9,34.1,47.1,183.9,免费评估
37,Technion-Israel Institute of Technology,Israel,41.3,56.5,70.4,71.5,0.0,183.4,免费评估
38,University of Southern California,United States,45.1,62.4,71.9,61.0,0.0,182.9,免费评估
39,Huazhong University of Science and Technology,China,77.5,52.5,55.9,40.3,0.0,181.6,免费评估
40,Delft University of Technology,Netherlands,58.2,50.2,75.2,57.1,0.0,180.5,免费评估
41,伦敦大学学院University College London,United Kingdom,40.7,58.6,80.2,64.7,0.0,180.0,免费评估
42,The Australian National University,Australia,34.3,60.1,75.2,69.9,0.0,179.3,免费评估
43,KU Leuven,Belgium,64.4,49.0,75.9,50.6,0.0,179.2,免费评估
44,The University of Adelaide,Australia,33.1,68.7,83.3,59.1,0.0,177.5,免费评估
45,Shanghai Jiao Tong University,China,75.1,47.4,58.4,43.1,0.0,177.2,免费评估
46,University of Toronto,Canada,49.9,56.0,69.3,57.1,0.0,176.8,免费评估
47,Arizona State University,United States,50.1,48.8,51.7,66.5,0.0,175.7,免费评估
48,Xidian University,China,88.5,42.7,45.5,34.1,0.0,174.5,免费评估
49,Southeast University,China,78.9,52.3,56.8,30.5,0.0,173.1,免费评估
50,Virginia Polytechnic Institute and State University,United States,48.2,58.4,61.6,52.8,0.0,171.8,免费评估
