Rank,Institution,Country/Region,Pub,CNCI,IC,TOP,AWARD,Total Score,Free
1,Harvard University,UnitedStates,100.0,76.8,68.8,100.0,,290.6,免费评估
2,Johns Hopkins University,UnitedStates,66.2,79.0,66.8,69.8,,228.4,免费评估
3,伦敦大学学院University College London,UnitedKingdom,57.0,84.6,83.4,70.0,,228.3,免费评估
4,University of Toronto,Canada,65.4,75.7,75.6,69.6,,225.8,免费评估
5,Stanford University,UnitedStates,58.0,78.2,66.6,64.0,,213.5,免费评估
6,伦敦国王学院King's College London,UnitedKingdom,45.2,90.4,85.6,59.1,,211.9,免费评估
7,牛津大学University of Oxford,UnitedKingdom,43.7,91.5,84.9,55.9,,208.1,免费评估
8,Mayo Medical School,UnitedStates,60.0,78.7,57.3,55.6,,205.7,免费评估
9,Heidelberg University,Germany,55.9,82.8,70.8,52.2,,205.1,免费评估
9,"University of California, Los Angeles",UnitedStates,54.0,77.3,65.1,60.7,,205.1,免费评估
11,University of Pennsylvania,UnitedStates,58.0,76.3,59.3,57.9,,204.1,免费评估
12,Utrecht University,Netherlands,48.9,79.3,70.0,58.1,,200.2,免费评估
13,Radboud University Nijmegen,Netherlands,41.1,91.5,85.1,50.5,,200.1,免费评估
14,University of Munich,Germany,49.3,81.8,75.3,50.3,,196.4,免费评估
15,帝国理工学院Imperial College London,UnitedKingdom,39.8,90.6,83.1,48.4,,195.4,免费评估
16,Duke University,UnitedStates,51.2,80.1,58.5,52.2,,195.3,免费评估
17,The University of Texas M. D. Anderson Cancer Center,UnitedStates,56.8,71.4,59.4,53.8,,193.9,免费评估
18,Technical University Munich,Germany,45.1,86.3,75.1,47.3,,193.7,免费评估
19,"University of California, San Francisco",UnitedStates,52.1,77.4,57.5,52.4,,193.4,免费评估
19,Washington University in St. Louis,UnitedStates,49.6,84.0,53.2,49.1,,193.4,免费评估
21,KU Leuven,Belgium,39.8,84.0,87.6,46.3,,187.6,免费评估
21,University of Zurich,Switzerland,45.3,74.9,78.7,51.6,,187.6,免费评估
23,New York University,UnitedStates,46.6,81.3,59.8,47.6,,187.4,免费评估
24,University of Michigan-Ann Arbor,UnitedStates,53.3,73.1,51.3,50.6,,187.2,免费评估
25,VU University Amsterdam,Netherlands,37.9,86.9,77.1,46.9,,187.0,免费评估
26,McGill University,Canada,39.7,84.7,84.3,42.9,,184.2,免费评估
27,University of Copenhagen,Denmark,39.1,83.3,80.7,45.5,,184.0,免费评估
28,Humboldt University of Berlin,Germany,45.0,75.7,68.8,49.2,,183.6,免费评估
29,Yale University,UnitedStates,42.7,79.3,61.6,48.5,,182.8,免费评估
30,University of Washington,UnitedStates,49.7,75.6,59.7,45.5,,182.7,免费评估
31,Free University Berlin,Germany,44.7,75.0,69.4,48.7,,182.3,免费评估
32,Medical University of Vienna,Austria,41.7,76.9,83.8,46.3,,181.8,免费评估
33,Erasmus University Rotterdam,Netherlands,41.9,77.5,77.6,46.6,,181.5,免费评估
34,University of Wisconsin - Madison,UnitedStates,46.6,76.3,58.5,46.8,,181.4,免费评估
35,University of Amsterdam,Netherlands,41.1,78.7,69.3,47.7,,181.3,免费评估
36,Seoul National University,SouthKorea,53.7,69.8,47.4,48.2,,181.1,免费评估
37,Charite - Universitats Medizin Berlin,Germany,43.8,75.1,68.2,47.0,,179.5,免费评估
38,Maastricht University,Netherlands,36.7,78.9,89.0,44.3,,177.7,免费评估
39,University of Groningen,Netherlands,36.8,80.3,80.6,43.4,,176.6,免费评估
40,"University of Pittsburgh, Pittsburgh Campus",UnitedStates,46.3,72.5,56.0,45.3,,175.3,免费评估
41,Cornell University,UnitedStates,41.2,77.0,62.2,44.0,,174.6,免费评估
42,University of Tuebingen,Germany,40.8,72.6,69.8,47.0,,174.3,免费评估
43,Emory University,UnitedStates,47.0,71.0,55.0,44.0,,173.0,免费评估
44,Icahn School of Medicine at Mount Sinai,UnitedStates,35.6,84.1,67.5,39.7,,172.8,免费评估
45,Leiden University,Netherlands,39.0,71.2,79.9,46.1,,172.4,免费评估
46,Aarhus University,Denmark,34.8,80.8,83.3,39.7,,172.0,免费评估
47,RWTH Aachen University,Germany,33.0,83.9,77.8,38.0,,170.4,免费评估
48,Northwestern University,UnitedStates,39.7,74.6,60.1,43.9,,170.3,免费评估
49,剑桥大学University of Cambridge,UnitedKingdom,32.6,82.2,82.9,38.8,,170.2,免费评估
50,Swiss Federal Institute of Technology Zurich,Switzerland,31.8,82.2,84.1,38.8,,169.5,免费评估
