Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,87,4.6,515.0,78,100.0,免费评估
2,剑桥大学University of Cambridge,88,4.4,555.0,71,99.9,免费评估
3,杜伦大学Durham University,85,3.2,488.0,77,91.0,免费评估
4,圣安德鲁斯大学University of St Andrews,84,3.1,,78,89.2,免费评估
5,爱丁堡大学The University of Edinburgh,63,3.7,507.0,73,85.4,免费评估
6,伦敦大学亚非学院SOAS University of London,73,3.4,399.0,81,84.3,免费评估
7,伯明翰大学University of Birmingham,79,3.1,337.0,59,76.2,免费评估
8,埃克塞特大学University of Exeter,84,2.2,433.0,40,73.2,免费评估
9,曼彻斯特大学The University of Manchester,58,2.8,383.0,47,66.1,免费评估
10,利兹大学University of Leeds,84,,365.0,61,64.3,免费评估
