Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,204.0,3.95,3.35,95.0,100.0,免费评估
2,伦敦大学学院University College London,175.0,3.82,3.25,100.0,97.6,免费评估
3,拉夫堡大学Loughborough University,154.0,4.07,3.28,90.0,95.3,免费评估
4,赫瑞瓦特大学Heriot Watt University,170.0,4.21,3.05,85.0,95.1,免费评估
5,曼彻斯特大学The University of Manchester,155.0,4.05,3.05,95.0,94.8,免费评估
6,谢菲尔德大学The University of Sheffield,138.0,4.26,3.32,95.0,94.5,免费评估
7,爱丁堡大学The University of Edinburgh,155.0,3.99,3.05,95.0,94.3,免费评估
8,伯明翰大学University of Birmingham,133.0,4.12,3.04,95.0,93.3,免费评估
9,英国女王大学Queen's University Belfast,130.0,4.59,2.89,85.0,92.6,免费评估
10,雷丁大学University of Reading,146.0,4.06,3.22,,92.6,免费评估
11,卡迪夫大学Cardiff University,135.0,4.21,3.18,80.0,91.3,免费评估
12,纽卡斯尔大学Newcastle University,124.0,3.82,3.13,85.0,89.9,免费评估
13,西英格兰大学University of the West of England,118.0,4.31,2.71,85.0,88.2,免费评估
14,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,169.0,4.34,2.52,60.0,88.2,免费评估
15,曼彻斯特城市大学Manchester Metropolitan University,,4.27,2.74,75.0,87.8,免费评估
16,利物浦大学The University of Liverpool,128.0,3.97,2.72,,87.8,免费评估
17,格罗斯特大学University of Gloucestershire,113.0,4.2,2.9,80.0,87.7,免费评估
18,阿尔斯特大学University of Ulster,116.0,4.44,2.94,65.0,87.0,免费评估
19,伦敦南岸大学London South Bank University,,4.43,2.67,60.0,86.6,免费评估
20,邓迪大学University of Dundee,,4.0,2.0,85.0,86.2,免费评估
21,牛津布鲁克斯大学Oxford Brookes University,118.0,3.79,2.89,70.0,84.6,免费评估
22,伯明翰城市大学Birmingham City University,106.0,4.04,2.66,80.0,84.2,免费评估
23,利兹贝克特大学Leeds Beckett University,101.0,4.1,2.3,75.0,82.1,免费评估
24,金斯顿大学Kingston University,,4.03,,75.0,81.9,免费评估
25,威斯敏斯特大学University of Westminster,122.0,3.92,2.8,50.0,81.4,免费评估
26,格林威治大学The University of Greenwich,,3.86,2.2,70.0,81.1,免费评估
27,Writtle University College,,4.21,,45.0,76.3,免费评估
