Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,,,47.2%,213,84.8%,100.0,免费评估
2,邓迪大学University of Dundee,84.7%,82.5%,55.4%,186,82.2%,99.7,免费评估
3,牛津大学University of Oxford,,,42.9%,197,81.6%,97.8,免费评估
4,伦敦大学学院University College London,89.2%,85.0%,51.4%,168,73.6%,96.8,免费评估
5,杜伦大学Durham University,84.8%,77.4%,41.2%,172,73.6%,93.7,免费评估
6,约克大学The University of York,91.1%,87.0%,35.1%,143,78.1%,93.5,免费评估
7,格拉斯哥大学University of Glasgow,88.5%,85.4%,16.4%,187,75.0%,93.2,免费评估
8,利物浦大学The University of Liverpool,83.7%,79.4%,33.5%,143,85.7%,92.3,免费评估
9,埃克塞特大学University of Exeter,81.2%,82.0%,33.6%,159,77.0%,91.6,免费评估
10,英国女王大学Queen's University Belfast,89.2%,89.4%,36.9%,126,72.1%,90.7,免费评估
11,斯旺西大学Swansea University,86.3%,83.9%,39.4%,121,78.1%,90.6,免费评估
12,伯明翰大学University of Birmingham,80.3%,77.2%,40.3%,146*,72.6%,89.8,免费评估
13,肯特大学University of Kent,87.1%,83.9%,33.1%,132,72.2%,89.6,免费评估
14,莱斯特大学University of Leicester,81.9%,78.2%,37.2%,125,79.3%,89.3,免费评估
15,纽卡斯尔大学Newcastle University,81.4%,80.5%,25.8%,142,78.5%,88.9,免费评估
16,南安普顿大学University of Southampton,78.0%,70.0%,43.5%,147,70.8%,88.7,免费评估
17,雷丁大学University of Reading,87.0%,81.7%,44.7%,125,62.3%,88.4,免费评估
18,谢菲尔德大学The University of Sheffield,77.7%,76.2%,31.6%,139,73.7%,87.2,免费评估
19,University of Lincoln,88.4%,88.5%,,136,80.3%,87.1,免费评估
20,阿伯丁大学University of Aberdeen,82.3%,79.8%,29.4%,,66.7%,86.6,免费评估
21,哈德斯菲尔德大学University of Huddersfield,86.2%,79.9%,,136,82.6%,86.1,免费评估
22,曼彻斯特大学The University of Manchester,,,24.7%,145,64.4%,85.7,免费评估
22,布拉德福德大学University of Bradford,75.9%,66.0%,23.6%,138,80.3%,85.7,免费评估
24,诺丁汉特伦特大学Nottingham Trent University,88.5%,81.8%,4.1%,135,72.2%,85.2,免费评估
24,诺丁汉大学University of Nottingham,79.5%,78.8%,23.7%,136,68.4%,85.2,免费评估
26,班戈大学Bangor University,84.3%,76.7%,24.3%,126*,,85.1,免费评估
27,伍斯特大学University of Worcester,92.6%,86.2%,8.1%,106,74.1%,85.0,免费评估
28,德比大学University of Derby,91.6%,87.3%,3.6%,130,67.2%,84.9,免费评估
29,蒂赛德大学Teesside University,84.1%,83.5%,,128,79.5%,84.7,免费评估
29,伯明翰城市大学Birmingham City University,84.5%,79.1%,,129,80.9%,84.7,免费评估
31,赫尔大学The University of Hull,81.0%,78.0%,31.7%,114,66.0%,84.3,免费评估
32,剑桥安鲁大学Anglia Ruskin University,88.4%,85.8%,24.6%,115,56.6%,83.7,免费评估
33,华威大学The University of Warwick,78.0%,71.6%,,166,70.4%,83.5,免费评估
33,德蒙福特大学De Montfort University,90.0%,85.5%,,115,72.5%,83.5,免费评估
33,爱丁堡大学The University of Edinburgh,77.2%,68.4%,20.9%,186,48.1%,83.5,免费评估
36,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,79.7%,67.4%,4.7%,167,65.3%,83.3,免费评估
37,卡迪夫大学Cardiff University,76.5%,67.6%,31.1%,131,63.8%,83.1,免费评估
38,西英格兰大学University of the West of England,82.9%,87.1%,,123,72.7%,82.8,免费评估
39,罗伯特高登大学The Robert Gordon University,73.0%,76.6%,8.8%,150,68.2%,82.3,免费评估
40,斯塔福德郡大学Staffordshire University,83.8%,86.2%,,127,64.9%,81.6,免费评估
41,泰晤士河谷大学Thames Valley University,81.7%,85.5%,,125,67.3%,81.3,免费评估
41,伦敦南岸大学London South Bank University,85.9%,83.9%,,120,65.7%,81.3,免费评估
43,考文垂大学Coventry University,78.8%,80.3%,,123,71.7%,80.9,免费评估
44,西苏格兰大学University of the West of Scotland,77.5%,81.6%,,118,71.0%,80.1,免费评估
44,中央兰开夏大学University of Central Lancashire,76.0%,73.7%,9.8%,130,63.9%,80.1,免费评估
44,University of Wales Trinity St David,81.4%,71.6%,17.3%,104,65.0%,80.1,免费评估
47,格林威治大学The University of Greenwich,86.2%,85.5%,,133,52.0%,79.8,免费评估
47,切斯特大学University of Chester,89.5%,80.1%,15.4%,102,52.7%,79.8,免费评估
49,伯恩茅斯大学Bournemouth University,75.8%,75.4%,19.9%,122,56.0%,79.4,免费评估
50,温切斯特大学University of Winchester,73.8%,72.2%,7.5%,100,76.2%,78.9,免费评估
51,利物浦约翰摩尔斯大学Liverpool John Moores University,72.9%,69.2%,,150,62.0%,78.7,免费评估
52,南威尔士大学The University of South Wales,77.1%,75.0%,,127,56.1%,76.9,免费评估
53,基尔大学Keele University,58.5%,55.5%,,134,78.3%,75.9,免费评估
54,阿伯泰邓迪大学University of Abertay Dundee,62%*,67.7%*,,159,57.1%,75.8,免费评估
55,伍尔弗汉普顿大学University of Wolverhampton,83.7%,74.7%,,114,49.2%,75.7,免费评估
55,坎特伯雷大学Canterbury Christ Church University,84.0%,77.1%,16.3%,101,41.2%,75.7,免费评估
57,曼彻斯特城市大学Manchester Metropolitan University,70.6%,65.7%,,136,44.7%,72.7,免费评估
58,哥比亚大学University of Cumbria,77.9%*,67.3%*,1.5%,100*,46.7%,71.9,免费评估
