Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,布里斯托大学University of Bristol,100.0,90.8,97.5,73.7,14.1,10,158.0,9.0,,免费评估
2,思克莱德大学University of Strathclyde,99.2,94.9,94.0,77.7,14.1,3,195.0,,,免费评估
3,利兹大学University of Leeds,93.7,92.0,93.7,75.1,16.2,10,151.0,10.0,,免费评估
4,拉夫堡大学Loughborough University,88.4,83.9,89.4,66.1,9.6,5,156.0,7.0,70.0,免费评估
5,伦敦政治经济学院The London School of Economics and Political Science,86.8,66.8,85.3,62.1,9.6,8,179.0,8.0,,免费评估
6,巴斯大学University of Bath,86.3,78.9,85.0,78.5,12.6,8,156.0,8.0,,免费评估
7,斯旺西大学Swansea University,85.6,94.9,92.5,86.8,14.8,6,134.0,,,免费评估
8,谢菲尔德大学The University of Sheffield,84.7,89.0,90.6,78.0,14.4,5,142.0,,,免费评估
9,爱丁堡大学The University of Edinburgh,80.9,72.7,86.6,68.1,15.1,9,194.0,8.0,,免费评估
10,约克大学The University of York,79.7,83.2,87.7,69.3,15.0,7,125.0,3.0,85.0,免费评估
11,格拉斯哥大学University of Glasgow,79.3,94.0,96.0,72.2,20.1,6,169.0,6.0,,免费评估
12,利物浦霍普大学Liverpool Hope University,79.0,89.4,97.2,91.5,17.9,2,123.0,3.0,,免费评估
13,肯特大学University of Kent,77.9,80.0,73.2,68.6,10.1,4,118.0,5.0,78.0,免费评估
14,考文垂大学Coventry University,76.8,69.0,96.0,67.5,12.5,9,,2.0,,免费评估
15,索尔福德大学University of Salford,76.6,83.9,89.1,82.8,10.5,3,117.0,6.0,59.0,免费评估
16,中央兰开夏大学University of Central Lancashire,75.6,87.6,77.3,85.0,18.9,5,119.0,7.0,63.0,免费评估
17,英国女王大学Queen's University Belfast,73.9,86.0,86.7,74.8,15.4,7,141.0,,,免费评估
18,阿斯顿大学Aston University,73.4,87.0,90.6,69.5,17.3,4,120.0,8.0,,免费评估
19,剑桥安鲁大学Anglia Ruskin University,66.9,85.1,85.7,79.7,20.5,6,97.0,,,免费评估
20,班戈大学Bangor University,61.7,82.1,78.3,75.0,16.1,3,132.0,3.0,59.0,免费评估
21,诺丁汉大学University of Nottingham,61.4,100.0,97.3,62.5,16.7,5,140.0,,,免费评估
22,阿尔斯特大学University of Ulster,60.8,95.8,90.4,78.6,22.1,3,108.0,3.0,,免费评估
23,伯明翰大学University of Birmingham,60.1,74.0,76.9,58.4,18.7,8,146.0,7.0,,免费评估
24,北安普顿大学The University of Northampton,59.3,78.0,81.9,80.0,26.5,4,106.0,,61.0,免费评估
25,南安普顿大学University of Southampton,57.1,82.8,89.0,64.4,18.1,4,137.0,,,免费评估
26,圣大卫三一学院University of Wales Trinity Saint David,50.0,91.2,80.5,75.8,17.6,2,97.0,3.0,55.0,免费评估
27,切斯特大学University of Chester,47.2,84.0,85.9,74.7,28.9,3,114.0,,,免费评估
28,伍尔弗汉普顿大学University of Wolverhampton,41.7,66.5,86.3,70.8,19.7,5,111.0,5.0,47.0,免费评估
29,贝德福德大学University of Bedfordshire,38.1,76.0,77.8,63.2,18.7,6,89.0,1.0,43.0,免费评估
30,伦敦都市大学London Metropolitan University,35.3,71.7,76.0,56.8,26.7,2,104.0,,58.0,免费评估
