Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,拉夫堡大学Loughborough University,85.3%,90.6%,58.3%,142.0,96.8%,100.0,免费评估
2,伦敦大学学院University College London,83.3%,79.3%,54.1%,176.0,88.2%,99.6,免费评估
3,赫瑞瓦特大学Heriot Watt University,69.5%,71.4%,38.1%,173.0,100.0%,95.7,免费评估
4,雷丁大学University of Reading,83.0%,82.2%,40.0%,138.0,93.9%,94.3,免费评估
5,牛津布鲁克斯大学Oxford Brookes University,84.5%,82.9%,17.6%,113.0,98.0%,88.9,免费评估
6,阿尔斯特大学University of Ulster,77.0%,79.5%,28.6%,121.0,93.0%,88.5,免费评估
7,诺丁汉特伦特大学Nottingham Trent University,89.5%,87.6%,3.4%,119.0,97.6%,88.4,免费评估
8,西英格兰大学University of the West of England,80.7%,81.2%,10.6%,132.0,94.3%,88.0,免费评估
9,阿斯顿大学Aston University,79.9%,74.7%,20.6%,136.0,84.6%,86.9,免费评估
10,利物浦约翰摩尔斯大学Liverpool John Moores University,84.2%,84.5%,4.9%,135.0,87.0%,86.5,免费评估
11,Northumbria University,76.7%,78.9%,5.9%,139.0,90.7%,85.9,免费评估
12,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,77.1%,75.6%,9.1%,144.0,84.5%,85.2,免费评估
13,考文垂大学Coventry University,86.8%,87.2%,10.3%,115.0,83.3%,85.0,免费评估
14,朴茨茅斯大学University of Portsmouth,82.6%,84.6%,,109.0,96.7%,84.8,免费评估
15,龙比亚大学Napier University,76.3%,78.8%,5.7%,144.0,84.1%,84.7,免费评估
16,谢菲尔德哈莱姆大学Sheffield Hallam University,79.3%,81.6%,13.4%,112.0,88.5%,84.4,免费评估
17,威斯敏斯特大学University of Westminster,81.0%,79.0%,10.7%,127.0,82.7%,84.2,免费评估
18,剑桥安鲁大学Anglia Ruskin University,86.7%,85.6%,5.2%,107.0,87.8%,84.1,免费评估
18,诺丁汉大学University of Nottingham,85.7%,92.5%,14.8%,131.0,68.8%*,84.1,免费评估
20,罗伯特高登大学The Robert Gordon University,67.2%,68.9%,8.3%,136.0,94.0%,84.0,免费评估
21,索尔福德大学University of Salford,76.9%,76.9%,19.6%,116.0,83.6%,83.8,免费评估
22,南威尔士大学The University of South Wales,76.5%,70.5%,,136.0,88.6%,83.2,免费评估
23,布莱顿大学University of Brighton,78.6%,76.4%,,112.0,94.2%,82.8,免费评估
24,德比大学University of Derby,88.2%,85.2%,5.6%,81.0,91.7%,82.5,免费评估
25,伯明翰城市大学Birmingham City University,83.1%,81.8%,2.7%,112.0,82.1%,81.7,免费评估
26,普利茅斯大学University of Plymouth,72.3%,67.6%,13.2%,115.0,85.5%,81.2,免费评估
27,东伦敦大学University of East London,68.8%,75.3%,8.1%,,83.3%,79.2,免费评估
27,金斯顿大学Kingston University,68.7%,74.9%,,112.0,88.4%,79.2,免费评估
29,伦敦南岸大学London South Bank University,69.1%,73.8%,19.6%,94.0,81.6%,78.8,免费评估
30,利兹贝克特大学Leeds Beckett University,76.1%,70.7%,5.6%,86.0,89.4%,78.6,免费评估
30,格林威治大学The University of Greenwich,71.1%,65.8%,2.0%,123.0,81.0%,78.6,免费评估
32,中央兰开夏大学University of Central Lancashire,59.7%,53.9%,3.0%,126.0,70.7%,72.9,免费评估
33,波尔顿大学University of Bolton,74.7%,76.2%,2.5%,,47.6%,66.5,免费评估
34,圣大卫三一学院University of Wales Trinity Saint David,51.0%,43.0%,,64.0,68.0%,61.7,免费评估
