Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,伯明翰大学University of Birmingham,82.5%,74.7%,48.8%,152,81.2%,100.0,免费评估
2,曼彻斯特大学The University of Manchester,,,49.1%,153,65.2%,97.7,免费评估
3,萨塞克斯大学University of Sussex,81.6%,76.7%,45.6%,143,78.8%,97.6,免费评估
4,肯特大学University of Kent,87.1%,72.6%,47.3%,116,79.4%,95.5,免费评估
5,诺丁汉大学University of Nottingham,80.8%,76.9%,39.9%,136,73.7%,94.5,免费评估
6,东英吉利大学University of East Anglia,77.0%,72.6%,33.1%,153,60.4%,91.6,免费评估
6,朴茨茅斯大学University of Portsmouth,91.3%,87.1%,32.2%,103,70.0%,91.6,免费评估
8,曼彻斯特城市大学Manchester Metropolitan University,86.1%,84.7%,29.0%,120,,90.7,免费评估
9,斯旺西大学Swansea University,89.5%,84.4%,18.5%,123,70.2%,90.6,免费评估
10,莱斯特大学University of Leicester,81.6%,76.0%,34.3%,121,63.2%,89.7,免费评估
11,赫尔大学The University of Hull,91.2%,90.1%,26.1%,117,50.4%,89.1,免费评估
12,温切斯特大学University of Winchester,90.5%,90.9%,,121,76.2%,88.2,免费评估
13,埃塞克斯大学University of Essex,79.3%,71.2%,46.9%,100,58.2%,87.7,免费评估
14,利物浦大学The University of Liverpool,,,33.4%,,39.3%*,86.0,免费评估
15,基尔大学Keele University,78.4%,73.3%,29.8%,115,57.9%,85.9,免费评估
16,伦敦大学金史密斯学院Goldsmiths University of London,79.0%,68.6%,34.9%,,54.2%,85.4,免费评估
17,坎特伯雷大学Canterbury Christ Church University,87.2%,76.7%,16.3%,103,41.3%,81.2,免费评估
18,约克圣约翰大学York St John University,87.2%,83.3%,,100*,51.7%,79.8,免费评估
19,德比大学University of Derby,65.3%,58.4%,13.5%,108*,30.7%,72.0,免费评估
