Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,利兹大学University of Leeds,84.7,45.0,373.0,70.7,100.0,免费评估
1,伦敦政治经济学院The London School of Economics and Political Science,78.7,60.0,425.0,60.8,100.0,免费评估
3,布里斯托大学University of Bristol,85.2,33.3,376.0,78.1,99.2,免费评估
4,巴斯大学University of Bath,80.8,48.3,401.0,0.0,98.5,免费评估
5,约克大学The University of York,78.9,38.3,348.0,60.5,91.3,免费评估
6,肯特大学University of Kent,79.4,43.3,325.0,56.3,90.8,免费评估
7,拉夫堡大学Loughborough University,89.5,31.7,355.0,25.8,90.6,免费评估
8,莱斯特大学University of Leicester,83.1,13.9,382.0,58.7,89.7,免费评估
9,基尔大学Keele University,83.7,31.7,347.0,42.8,89.5,免费评估
10,波尔顿大学University of Bolton,87.5,18.3,242.0,70.7,89.3,免费评估
11,伯明翰大学University of Birmingham,77.4,30.0,334.0,64.4,88.4,免费评估
12,谢菲尔德大学The University of Sheffield,80.5,35.0,337.0,44.8,88.0,免费评估
13,诺丁汉大学University of Nottingham,79.2,23.3,319.0,66.7,87.8,免费评估
14,斯旺西大学Swansea University,76.1,26.7,346.0,57.5,86.0,免费评估
15,林肯大学University of Lincoln,86.0,15.0,285.0,0.0,85.4,免费评估
16,卡迪夫大学Cardiff University,79.8,35.0,349.0,30.0,85.2,免费评估
17,阿斯顿大学Aston University,77.0,10.0,364.0,59.4,84.0,免费评估
18,谢菲尔德哈莱姆大学Sheffield Hallam University,73.7,30.0,333.0,44.5,81.9,免费评估
19,布莱顿大学University of Brighton,80.1,11.7,307.0,47.3,81.4,免费评估
20,斯特林大学University of Stirling,78.1,25.0,,40.0,80.9,免费评估
21,阿尔斯特大学University of Ulster,80.8,26.7,264.0,34.6,80.7,免费评估
22,索尔福德大学University of Salford,83.9,20.0,223.0,32.4,78.9,免费评估
23,坎特伯雷大学Canterbury Christ Church University,76.7,,257.0,64.9,77.3,免费评估
24,伦敦都市大学London Metropolitan University,78.8,23.3,231.0,30.8,76.3,免费评估
25,普利茅斯大学University of Plymouth,73.2,21.7,,39.5,75.3,免费评估
26,伯明翰城市大学Birmingham City University,71.6,10.0,309.0,45.5,74.9,免费评估
27,剑桥安鲁大学Anglia Ruskin University,79.1,13.3,175.0,32.0,71.6,免费评估
