Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,3.7,511.0,0.77,0.92,免费评估
2,雷丁大学University of Reading,3.1,390.0,0.77,1.0,免费评估
3,拉夫堡大学Loughborough University,3.5,346.0,0.88,0.8,免费评估
4,谢菲尔德大学The University of Sheffield,3.5,357.0,0.76,0.96,免费评估
5,卡迪夫大学Cardiff University,3.4,358.0,0.74,0.93,免费评估
6,纽卡斯尔大学Newcastle University,3.2,347.0,0.73,0.94,免费评估
7,谢菲尔德哈莱姆大学Sheffield Hallam University,2.7,284.0,0.86,0.85,免费评估
8,曼彻斯特大学The University of Manchester,2.9,312.0,0.76,0.88,免费评估
9,赫瑞瓦特大学Heriot Watt University,2.7,349.0,0.72,0.87,免费评估
10,伦敦大学学院University College London,2.9,390.0,0.63,0.86,免费评估
11,诺丁汉特伦特大学Nottingham Trent University,1.3,288.0,0.81,0.94,免费评估
12,伯明翰大学University of Birmingham,2.2,357.0,,0.79,免费评估
13,利物浦大学The University of Liverpool,2.3,338.0,0.67,0.9,免费评估
14,牛津布鲁克斯大学Oxford Brookes University,1.8,320.0,0.76,0.81,免费评估
14,西英格兰大学University of the West of England,2.0,298.0,0.75,0.84,免费评估
16,英国女王大学Queen's University Belfast,1.8,320.0,0.73,0.85,免费评估
17,阿伯丁大学University of Aberdeen,2.9,358.0,0.59,0.85,免费评估
18,阿伯泰邓迪大学University of Abertay Dundee,1.7,317.0,0.74,0.81,免费评估
19,格罗斯特大学University of Gloucestershire,1.9,242.0,0.82,0.79,免费评估
20,曼彻斯特城市大学Manchester Metropolitan University,1.7,293.0,0.66,1.0,免费评估
21,利物浦约翰摩尔斯大学Liverpool John Moores University,1.3,231.0,0.68,0.85,免费评估
22,伯明翰城市大学Birmingham City University,1.5,189.0,0.77,0.72,免费评估
23,金斯顿大学Kingston University,0.6,233.0,0.64,0.89,免费评估
24,利兹都会大学Leeds Metropolitan University,,245.0,0.7,0.75,免费评估
25,威斯敏斯特大学University of Westminster,1.4,,0.65,0.52,免费评估
26,阿尔斯特大学University of Ulster,,268.0,0.69,0.41,免费评估
