Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,,,45.0%,232,94.1%,100.0,免费评估
2,牛津大学University of Oxford,,,58.0%,222,84.3%,99.5,免费评估
3,华威大学The University of Warwick,74.9%,80.3%,49.6%,203,92.8%,99.3,免费评估
4,伦敦大学学院University College London,68.4%,70.4%,70.2%,207,85.8%,98.5,免费评估
5,伦敦政治经济学院The London School of Economics and Political Science,61.9%,60.7%,70.7%,214,89.8%,97.5,免费评估
6,圣安德鲁斯大学University of St Andrews,78.0%,82.3%,23.6%,207,92.5%,96.4,免费评估
7,巴斯大学University of Bath,73.7%,78.7%,41.8%,191,90.8%,96.3,免费评估
8,利兹大学University of Leeds,81.0%,83.3%,39.3%,173,88.1%,96.2,免费评估
9,诺丁汉大学University of Nottingham,77.2%,82.9%,31.7%,183,87.6%,94.7,免费评估
10,拉夫堡大学Loughborough University,81.9%,84.9%,32.6%,159,87.3%,94.4,免费评估
11,思克莱德大学University of Strathclyde,74.4%,76.9%,44.3%,199,79.4%,94.3,免费评估
12,兰卡斯特大学Lancaster University,78.7%,79.7%,42.6%,151,87.4%,94.1,免费评估
13,埃克塞特大学University of Exeter,75.7%,78.4%,26.9%,182,91.9%,94.0,免费评估
14,杜伦大学Durham University,72.5%,74.6%,23.1%,205,90.1%,93.4,免费评估
15,布里斯托大学University of Bristol,68.4%,71.3%,43.6%,185,83.6%,92.3,免费评估
16,萨里大学University of Surrey,77.0%,78.6%,33.0%,173,80.5%,91.8,免费评估
16,埃塞克斯大学University of Essex,89.4%,89.3%,43.6%,109,75.0%,91.8,免费评估
18,利物浦大学The University of Liverpool,81.4%,85.4%,20.1%,148,85.1%,91.0,免费评估
18,格拉斯哥大学University of Glasgow,68.4%,74.8%,26.4%,180,89.3%,91.0,免费评估
20,东英吉利大学University of East Anglia,84.0%,84.6%,25.7%,144,79.9%,90.8,免费评估
21,伦敦大学皇家霍洛威学院Royal Holloway University of London,77.3%,79.3%,31.3%,131,85.9%,90.1,免费评估
22,伯明翰大学University of Birmingham,75.4%,71.6%,26.6%,163,84.3%,89.9,免费评估
23,阿伯丁大学University of Aberdeen,72.9%,77.1%,16.0%,183,85.1%,89.8,免费评估
24,阿斯顿大学Aston University,78.4%,75.3%,19.7%,132,91.8%,89.6,免费评估
25,约克大学The University of York,73.6%,76.1%,22.6%,157,86.7%,89.5,免费评估
25,赫瑞瓦特大学Heriot Watt University,77.3%,83.3%,18.8%,144,85.7%,89.5,免费评估
27,诺丁汉特伦特大学Nottingham Trent University,88.0%,88.4%,4.6%,125,87.6%,89.4,免费评估
27,纽卡斯尔大学Newcastle University,70.7%,75.7%,20.7%,155,90.7%,89.4,免费评估
29,英国女王大学Queen's University Belfast,78.6%,80.4%,32.7%,147,74.8%,89.0,免费评估
30,白金汉大学The University of Buckingham,91.1%,90.1%,,116,86.0%,88.6,免费评估
31,曼彻斯特大学The University of Manchester,73.0%,73.6%,26.8%,164,79.7%,88.4,免费评估
31,爱丁堡大学The University of Edinburgh,68.7%,73.0%,30.2%,180,77.3%,88.4,免费评估
33,斯特林大学University of Stirling,75.0%,75.5%,25.2%,153,80.4%,88.3,免费评估
33,伦敦大学玛丽女王学院Queen Mary University of London,71.6%,74.3%,31.3%,159,78.6%,88.3,免费评估
35,谢菲尔德大学The University of Sheffield,72.2%,76.7%,16.6%,152,85.7%,87.7,免费评估
36,南安普顿大学University of Southampton,68.8%,73.0%,23.4%,151,85.8%,87.5,免费评估
37,考文垂大学Coventry University,86.7%,90.0%,1.6%,112,84.3%,87.1,免费评估
37,肯特大学University of Kent,75.6%,79.6%,14.6%,142,82.8%,87.1,免费评估
37,班戈大学Bangor University,86.9%,87.6%,23.4%,116,70.6%,87.1,免费评估
40,斯旺西大学Swansea University,75.4%,74.6%,22.0%,129,83.6%,86.9,免费评估
41,赫特福德大学University of Hertfordshire,94.1%,93.2%,0.9%,110,75.9%,86.8,免费评估
41,卡迪夫大学Cardiff University,71.7%,72.4%,32.0%,152,74.8%,86.8,免费评估
43,邓迪大学University of Dundee,77.8%,74.0%,12.1%,152,80.7%,86.7,免费评估
44,萨塞克斯大学University of Sussex,70.2%,71.4%,25.1%,141,80.0%,85.7,免费评估
45,德蒙福特大学De Montfort University,81.8%,83.6%,10.7%,98,82.2%,85.1,免费评估
46,朴茨茅斯大学University of Portsmouth,79.6%,81.4%,9.5%,111,79.1%,84.3,免费评估
46,伦敦国王学院King's College London,72.8%,70.3%,,177,78.3%,84.3,免费评估
48,雷丁大学University of Reading,69.0%,67.1%,29.3%,141,73.5%,83.9,免费评估
49,伦敦大学亚非学院SOAS University of London,65.4%,64.0%,22.9%,140,81.0%,83.6,免费评估
50,西英格兰大学University of the West of England,78.4%,81.0%,5.5%,108,79.2%,83.2,免费评估
50,基尔大学Keele University,83.7%,83.1%,10.2%,112,69.6%,83.2,免费评估
52,普利茅斯大学University of Plymouth,77.4%,78.6%,13.1%,110,73.7%,82.6,免费评估
53,伦敦都市大学London Metropolitan University,93.6%,85.6%,,103,65.4%,82.5,免费评估
53,哈德斯菲尔德大学University of Huddersfield,77.3%,77.9%,4.1%,121,,82.5,免费评估
55,亚伯大学Aberystwyth University,84.3%,80.5%,14.5%,101,66.7%,82.2,免费评估
56,中央兰开夏大学University of Central Lancashire,84.4%,83.5%,4.4%,118,66.7%,82.1,免费评估
57,赫尔大学The University of Hull,73.4%,67.4%,10.2%,119,79.7%,82.0,免费评估
58,曼彻斯特城市大学Manchester Metropolitan University,78.1%,72.3%,4.7%,122,75.0%,81.8,免费评估
58,莱斯特大学University of Leicester,66.2%,69.8%,21.4%,133,73.4%,81.8,免费评估
60,伯明翰城市大学Birmingham City University,81.7%,84.6%,1.3%,107,70.0%,81.2,免费评估
61,牛津布鲁克斯大学Oxford Brookes University,74.1%,70.9%,5.1%,121,76.4%,81.1,免费评估
62,东伦敦大学University of East London,93.0%,91.9%,0.8%,91,59.6%,80.9,免费评估
63,谢菲尔德哈莱姆大学Sheffield Hallam University,78.9%,80.5%,,109,72.4%,80.7,免费评估
64,"伦敦大学伯克贝克学院Birkbeck, University Of London",76.6%,70.9%,19.1%,92,,80.3,免费评估
64,格林威治大学The University of Greenwich,80.6%,80.2%,3.3%,117,65.2%,80.3,免费评估
66,阿尔斯特大学University of Ulster,74.8%,81.9%,,118,69.9%,79.9,免费评估
