Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,伯明翰大学University of Birmingham,68.7%,84.9%,63.7%,419,84.8%,100.0,免费评估
2,埃克塞特大学University of Exeter,79.1%,88.6%,24.4%,471,82.8%,97.8,免费评估
3,萨里大学University of Surrey,88.4%,91.4%,33.6%,409,60.2%,94.9,免费评估
4,思克莱德大学University of Strathclyde,84.3%,87.5%,44.3%,,68.3%,93.9,免费评估
5,利物浦约翰摩尔斯大学Liverpool John Moores University,91.7%,90.9%,45.3%,342,36.1%,90.2,免费评估
6,爱丁堡大学The University of Edinburgh,73.0%,87.7%,26.1%,385,,88.4,免费评估
7,牛津布鲁克斯大学Oxford Brookes University,87.5%,85.6%,5.1%,374,68.0%,88.3,免费评估
8,Coventry University,95.3%,94.9%,1.6%,317,71.1%,88.1,免费评估
9,罗伯特高登大学The Robert Gordon University,83.9%,87.2%,2.6%,381,60.3%,86.4,免费评估
10,赫特福德大学University of Hertfordshire,91.8%,94.5%,0.9%,325,55.1%,84.9,免费评估
11,阿尔斯特大学University of Ulster,92.1%,92.4%,31.0%,286,34.8%,84.8,免费评估
12,德蒙福特大学De Montfort University,87.7%,87.3%,,298,68.4%,83.9,免费评估
13,University of Lincoln,83.1%,77.9%,11.4%,318,61.5%,83.7,免费评估
14,谢菲尔德哈莱姆大学Sheffield Hallam University,83.0%,87.2%,8.5%,325,53.1%,83.2,免费评估
14,龙比亚大学Napier University,87.2%,89.3%,2.3%,353,43.8%,83.2,免费评估
16,曼彻斯特大学The University of Manchester,67.5%,77.7%,,380,69.6%,82.8,免费评估
17,哥比亚大学University of Cumbria,94.1%,91.8%,3.2%,258,58.4%,82.6,免费评估
18,切斯特大学University of Chester,84.5%,84.5%,6.6%,304,55.9%,82.3,免费评估
19,温切斯特大学University of Winchester,90.1%,91.5%,,291,53.4%,82.0,免费评估
20,索尔福德大学University of Salford,80.5%,80.8%,5.9%,368,40.9%,81.6,免费评估
21,哈德斯菲尔德大学University of Huddersfield,82.6%,83.8%,,291,65.0%,81.5,免费评估
22,伯恩茅斯大学Bournemouth University,75.4%,82.6%,9.0%,314,57.6%,81.4,免费评估
23,中央兰开夏大学University of Central Lancashire,85.6%,87.9%,5.1%,295,50.7%,81.3,免费评估
24,法尔茅斯大学Falmouth University,88.1%,87.3%,,255,64.7%,81.1,免费评估
25,Manchester Metropolitan University,77.8%,79.9%,4.7%,324,55.8%,81.0,免费评估
25,布莱顿大学University of Brighton,81.1%,81.6%,10.9%,297,51.9%,81.0,免费评估
27,伯恩茅斯艺术大学Arts University Bournemouth,80.5%,84.6%,,278,66.0%,80.6,免费评估
27,利兹贝克特大学Leeds Beckett University,75.3%,81.6%,12.6%,297,55.4%,80.6,免费评估
27,普利茅斯大学University of Plymouth,87.1%,90.2%,,303,46.0%,80.6,免费评估
30,伦敦艺术大学University of the Arts London,79.6%,78.7%,,358,46.3%,80.5,免费评估
