Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,牛津大学University of Oxford,90.4%,89.6%,48.9%,236.0,98.8%,100.0,免费评估
2,格拉斯哥大学University of Glasgow,85.3%,86.3%,42.3%,237.0,99.3%,96.1,免费评估
3,剑桥大学University of Cambridge,75.3%,68.2%,52.0%,241.0,98.8%,94.7,免费评估
4,爱丁堡大学The University of Edinburgh,77.8%,74.3%,49.8%,233.0,98.5%,94.0,免费评估
5,斯旺西大学Swansea University,87.3%,84.3%,44.7%,,100.0%,93.7,免费评估
6,帝国理工学院Imperial College London,77.6%,84.2%,54.6%,215.0,99.6%,93.4,免费评估
7,伦敦大学玛丽女王学院Queen Mary University of London,85.6%,88.1%,40.2%,222.0,99.5%,93.0,免费评估
8,纽卡斯尔大学Newcastle University,87.6%,85.3%,44.8%,211.0,99.6%,92.3,免费评估
9,布里斯托大学University of Bristol,83.7%,84.4%,47.5%,207.0,99.8%,91.2,免费评估
10,伦敦大学学院University College London,,,53.3%,215.0,100.0%,90.9,免费评估
11,兰卡斯特大学Lancaster University,85.2%,84.0%,55.2%,186.0,,90.0,免费评估
12,基尔大学Keele University,86.2%,84.5%,50.0%,192.0,99.5%,89.8,免费评估
13,埃克塞特大学University of Exeter,81.6%,80.5%,41.6%,214.0,100.0%,89.5,免费评估
14,邓迪大学University of Dundee,85.1%,85.6%,25.1%,231.0,99.6%,89.4,免费评估
15,利兹大学University of Leeds,87.1%,89.0%,32.1%,209.0,99.8%,88.3,免费评估
16,阿伯丁大学University of Aberdeen,86.4%,88.5%,20.2%,229.0,100.0%,88.0,免费评估
17,圣安德鲁斯大学University of St Andrews,87.8%,91.5%,19.8%,224.0,98.1%,87.7,免费评估
18,谢菲尔德大学The University of Sheffield,,,36.5%,193.0,100.0%,86.7,免费评估
18,布莱顿苏塞克斯医学院Brighton Sussex Medical School,94.3%,94.6%,34.3%,183.0,100.0%,86.7,免费评估
20,英国女王大学Queen's University Belfast,85.8%,85.8%,34.6%,199.0,100.0%,86.2,免费评估
21,伯明翰大学University of Birmingham,82.1%,82.5%,31.5%,207.0,99.7%,85.4,免费评估
22,东英吉利大学University of East Anglia,82.2%,83.5%,31.8%,198.0,100.0%,83.8,免费评估
23,Hull-York Medical School,80.7%,75.2%,36.2%,197.0,100.0%,83.6,免费评估
24,卡迪夫大学Cardiff University,75.8%,77.6%,34.5%,200.0,100.0%,82.6,免费评估
25,南安普顿大学University of Southampton,81.0%,77.9%,35.6%,190.0,100.0%,82.3,免费评估
26,曼彻斯特大学The University of Manchester,72.6%,71.9%,34.6%,201.0,99.6%,81.1,免费评估
27,普利茅斯大学University of Plymouth,81.6%,80.5%,23.1%,198.0,100.0%,80.5,免费评估
28,诺丁汉大学University of Nottingham,67.9%,64.7%,36.8%,205.0,100.0%,80.3,免费评估
29,莱斯特大学University of Leicester,70.1%,73.1%,33.3%,199.0,99.5%,79.7,免费评估
30,伦敦国王学院King's College London,61.3%,63.4%,48.3%,187.0,99.5%,78.4,免费评估
31,"圣乔治医学院St George's, University of London",76.1%,78.5%,22.4%,189.0,100.0%,76.7,免费评估
32,利物浦大学The University of Liverpool,,,31.7%,188.0,99.8%,75.8,免费评估
33,华威大学The University of Warwick,,,26.2%,,100.0%,72.5,免费评估
