Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,89%,2.7/9,515,82.00%,100.0,免费评估
2,卡迪夫大学Cardiff University,83%,4.5/9,358,,95.3,免费评估
3,牛津大学University of Oxford,80%,3.5/9,514,69.00%,94.5,免费评估
4,伦敦大学亚非学院SOAS University of London,74%,4.0/9,397,74.00%,90.3,免费评估
5,诺丁汉大学University of Nottingham,66%,1.9/9,390,83.00%,81.4,免费评估
6,谢菲尔德大学The University of Sheffield,77%,1.6/9,411,66.00%,79.9,免费评估
7,曼彻斯特大学The University of Manchester,72%,2.1/9,378,,77.9,免费评估
8,利兹大学University of Leeds,74%,2.1/9,399,51.00%,74.9,免费评估
9,爱丁堡大学The University of Edinburgh,55%,1.9/9,490,58.00%,73.4,免费评估
10,威斯敏斯特大学University of Westminster,63%,1.9/9,230,,62.5,免费评估
