Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,伦敦大学学院University College London,89.3,48.3,404.0,95.2,100.0,免费评估
2,拉夫堡大学Loughborough University,84.5,41.7,367.0,95.1,94.1,免费评估
3,雷丁大学University of Reading,82.2,40.0,352.0,93.3,91.4,免费评估
4,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,82.3,30.0,375.0,82.5,86.6,免费评估
5,赫瑞瓦特大学Heriot Watt University,80.9,26.7,388.0,84.4,86.5,免费评估
6,普利茅斯大学University of Plymouth,87.0,25.0,324.0,82.7,84.1,免费评估
7,诺丁汉大学University of Nottingham,77.5,20.0,369.0,88.4,83.4,免费评估
8,南威尔士大学The University of South Wales,84.1,23.3,325.0,81.4,82.2,免费评估
9,罗伯特高登大学The Robert Gordon University,80.2,16.7,326.0,89.5,81.3,免费评估
10,阿尔斯特大学University of Ulster,83.5,31.7,314.0,72.3,80.9,免费评估
11,威斯敏斯特大学University of Westminster,78.8,33.3,328.0,73.0,80.6,免费评估
12,谢菲尔德哈莱姆大学Sheffield Hallam University,86.2,18.3,301.0,80.7,79.9,免费评估
13,诺桑比亚大学Northumbria University,76.7,20.0,345.0,81.9,79.7,免费评估
14,龙比亚大学Napier University,94.7,15.0,328.0,65.3,79.1,免费评估
15,索尔福德大学University of Salford,71.5,38.3,328.0,70.1,78.3,免费评估
16,诺丁汉特伦特大学Nottingham Trent University,82.6,10.0,288.0,88.7,77.9,免费评估
17,阿斯顿大学Aston University,72.9,18.3,319.0,87.0,77.8,免费评估
18,利物浦约翰摩尔斯大学Liverpool John Moores University,80.9,30.0,299.0,69.4,77.6,免费评估
19,剑桥安鲁大学Anglia Ruskin University,89.3,,325.0,77.9,76.5,免费评估
20,西英格兰大学University of the West of England,74.7,18.3,311.0,80.3,76.0,免费评估
21,牛津布鲁克斯大学Oxford Brookes University,79.5,,352.0,80.6,75.1,免费评估
22,Coventry University,90.4,,308.0,72.1,74.1,免费评估
23,布莱顿大学University of Brighton,79.1,13.3,277.0,75.2,72.7,免费评估
24,中央兰开夏大学University of Central Lancashire,82.6,16.7,324.0,54.4,71.4,免费评估
25,格林威治大学The University of Greenwich,76.7,20.0,240.0,72.5,70.7,免费评估
26,朴茨茅斯大学University of Portsmouth,77.1,,280.0,81.4,70.3,免费评估
27,金斯顿大学Kingston University,76.6,,267.0,79.6,68.8,免费评估
28,波尔顿大学University of Bolton,64.6,20.0,,71.4,67.0,免费评估
29,利兹贝克特大学Leeds Beckett University,68.7,,256.0,72.6,63.0,免费评估
30,伯明翰城市大学Birmingham City University,63.7,,289.0,70.5,62.4,免费评估
31,伦敦南岸大学London South Bank University,76.2,,221.0,64.7,61.4,免费评估
32,南安普顿索伦特大学Southampton Solent University,64.2,,172.0,72.0,56.3,免费评估
