Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,88.00%,87.70%,54.00%,570,87.60%,100.0,免费评估
2,兰卡斯特大学Lancaster University,93.30%,92.30%,47.00%,437,81.80%,95.6,免费评估
3,华威大学The University of Warwick,92.00%,90.10%,45.20%,454,82.30%,95.2,免费评估
4,纽卡斯尔大学Newcastle University,94.00%,95.60%,36.30%,436,83.00%,94.1,免费评估
5,杜伦大学Durham University,81.80%,85.00%,34.60%,554,86.10%,93.6,免费评估
6,圣安德鲁斯大学University of St Andrews,88.40%,95.20%,26.40%,491,88.80%,93.3,免费评估
7,牛津大学University of Oxford,82.80%,84.90%,41.30%,534,77.40%,92.8,免费评估
8,格拉斯哥大学University of Glasgow,90.00%,86.60%,26.30%,536,74.70%,91.0,免费评估
8,伯明翰大学University of Birmingham,95.10%,88.90%,33.70%,368,81.50%,91.0,免费评估
10,布里斯托大学University of Bristol,83.90%,83.80%,36.00%,421,81.90%,89.9,免费评估
11,埃克塞特大学University of Exeter,85.80%,91.10%,35.10%,460,71.70%,89.7,免费评估
11,King's College London,93.80%,91.90%,42.10%,444,57.70%,89.7,免费评估
13,约克大学The University of York,82.30%,89.10%,37.30%,448,,89.5,免费评估
14,曼彻斯特大学The University of Manchester,78.50%,78.50%,48.90%,405,76.80%,89.2,免费评估
15,谢菲尔德大学The University of Sheffield,85.00%,87.70%,41.20%,424,69.80%,89.1,免费评估
16,利兹大学University of Leeds,81.70%,87.10%,30.60%,444,80.60%,88.9,免费评估
17,诺丁汉大学University of Nottingham,84.10%,78.40%,39.40%,400,78.00%,88.7,免费评估
18,南安普顿大学University of Southampton,82.30%,91.50%,42.70%,462,62.80%,88.6,免费评估
19,利物浦大学The University of Liverpool,90.00%,88.80%,33.40%,397*,70%*,88.1,免费评估
20,伦敦大学学院University College London,77.30%,77.30%,43.70%,508,64.70%,87.9,免费评估
21,阿斯顿大学Aston University,90.90%,87.00%,23.40%,372,80.70%,87.7,免费评估
22,伦敦大学玛丽女王学院Queen Mary University of London,76.40%,62.90%,35.10%,373,95.40%,87.5,免费评估
23,赫瑞瓦特大学Heriot Watt University,84.70%,86.80%,26.30%,425,74.50%,86.9,免费评估
24,伦敦大学皇家霍洛威学院Royal Holloway University of London,83.50%,84.30%,48.30%,,59.70%,85.8,免费评估
25,班戈大学Bangor University,83.00%,85.70%,39.60%,324,70.40%,85.6,免费评估
25,爱丁堡大学The University of Edinburgh,81.60%,84.20%,30.30%,481,62.10%,85.6,免费评估
27,卡迪夫大学Cardiff University,81.80%,79.10%,32.50%,355,75.50%,85.1,免费评估
28,雷丁大学University of Reading,80.40%,78.80%,41.70%,347,67.70%,84.8,免费评估
29,亚伯大学Aberystwyth University,81.70%,91.00%,16.60%,,74.70%,84.4,免费评估
30,巴斯大学University of Bath,70.30%,73.60%,27.40%,410,85.00%,84.3,免费评估
31,肯特大学University of Kent,81.80%,75.60%,41.90%,318,66.70%,83.9,免费评估
32,朴茨茅斯大学University of Portsmouth,82.00%,85.90%,32.20%,289,70.50%,83.0,免费评估
33,赫尔大学The University of Hull,92.70%,95.20%,22.70%,335,57.70%,82.9,免费评估
34,东英吉利大学University of East Anglia,94.90%,95.00%,,410,64.60%,82.2,免费评估
35,中央兰开夏大学University of Central Lancashire,86.70%,85.70%,15.20%,,61.6%*,80.9,免费评估
36,斯旺西大学Swansea University,83.20%,83.80%,22.80%,274,60.70%,78.7,免费评估
37,阿伯丁大学University of Aberdeen,74.00%,79.80%,29.30%,,61.80%,78.6,免费评估
38,切斯特大学University of Chester,75.40%,81.10%,17.30%,294,71.80%,78.3,免费评估
39,诺丁汉特伦特大学Nottingham Trent University,85.10%,89.80%,7.60%,267,66.10%,77.5,免费评估
40,Manchester Metropolitan University,79.40%,67.80%,29.00%,302*,56.40%,77.3,免费评估
