Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,伯明翰大学University of Birmingham,76.3%,77.7%,63.7%,176,73.9%,100.0,免费评估
2,思克莱德大学University of Strathclyde,75.5%,77.0%,44.3%,214*,54.5%,96.0,免费评估
3,阿尔斯特大学University of Ulster,94.0%,94.2%,31.0%,120,63.0%,90.4,免费评估
4,利物浦约翰摩尔斯大学Liverpool John Moores University,77.5%,77.7%,45.3%,144,54.1%,88.5,免费评估
5,曼彻斯特大学The University of Manchester,83.8%,82.1%,,155,77.6%,88.2,免费评估
5,萨里大学University of Surrey,72.7%,80.6%,33.6%,160,57.8%,88.2,免费评估
7,University of Lincoln,80.1%,81.3%,11.4%,132,78.7%,87.1,免费评估
8,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,90.4%,87.6%,15.2%,154,44.6%,85.6,免费评估
9,中央兰开夏大学University of Central Lancashire,94.5%,92.9%,5.1%,125,61.0%,85.4,免费评估
10,桑德兰大学University of Sunderland,98.7%,97.9%,2.4%,99,69.3%,85.2,免费评估
11,考文垂大学Coventry University,85.6%,84.4%,1.6%,133,70.6%,85.1,免费评估
12,格罗斯特大学University of Gloucestershire,81.1%,78.3%,6.0%,119,80.5%,84.9,免费评估
13,伯恩茅斯艺术大学Arts University Bournemouth,82.9%,83.1%,,117,81.6%,84.7,免费评估
14,曼彻斯特城市大学Manchester Metropolitan University,85.8%,85.9%,4.7%,135,63.0%,84.4,免费评估
14,德蒙福特大学De Montfort University,87.6%,79.2%,,124,74.1%,84.4,免费评估
16,利兹贝克特大学Leeds Beckett University,85.9%,86.5%,12.6%,117,64.9%,84.3,免费评估
16,艾芝西尔大学Edge Hill University,81.1%,80.3%,7.7%,141,,84.3,免费评估
18,伦敦南岸大学London South Bank University,77.2%,80.2%,35.0%,99,62.0%,83.4,免费评估
19,牛津布鲁克斯大学Oxford Brookes University,79.1%,81.9%,5.1%,140,63.5%,83.3,免费评估
20,哈德斯菲尔德大学University of Huddersfield,79.9%,77.1%,,137,70.6%,83.2,免费评估
