Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,3.9,3.7,4.4,552,免费评估
2,剑桥大学University of Cambridge,3.7,3.7,3.7,566,免费评估
3,华威大学The University of Warwick,4.0,3.4,3.4,542,免费评估
4,圣安德鲁斯大学University of St Andrews,1.8,3.4,2.6,523,免费评估
5,莱斯特大学University of Leicester,2.4,2.1,,367,免费评估
6,基尔大学Keele University,,2.8,,351,免费评估
7,杜伦大学Durham University,3.0,3.1,2.2,532,免费评估
8,帝国理工学院Imperial College London,4.3,3.1,3.5,508,免费评估
9,巴斯大学University of Bath,3.2,3.2,3.0,492,免费评估
10,拉夫堡大学Loughborough University,2.5,2.3,,384,免费评估
11,阿伯丁大学University of Aberdeen,3.1,,,368,免费评估
12,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,2.6,2.3,2.5,413,免费评估
13,伦敦大学学院University College London,3.0,2.3,2.3,471,免费评估
14,布里斯托大学University of Bristol,3.6,3.4,3.4,501,免费评估
15,约克圣约翰大学York St John University,2.3,2.4,,455,免费评估
16,谢菲尔德大学The University of Sheffield,2.7,2.3,2.5,410,免费评估
17,爱丁堡大学The University of Edinburgh,3.4,2.9,2.2,474,免费评估
18,伯明翰大学University of Birmingham,2.6,2.1,,430,免费评估
19,诺丁汉大学University of Nottingham,2.6,3.1,3.2,465,免费评估
19,南安普顿索伦特大学Southampton Solent University,2.1,3.0,2.9,449,免费评估
19,萨里大学University of Surrey,,3.0,,382,免费评估
22,兰卡斯特大学Lancaster University,2.3,,2.8,421,免费评估
23,伦敦政治经济学院The London School of Economics and Political Science,2.1,,2.6,504,免费评估
24,赫瑞瓦特大学Heriot Watt University,3.4,2.9,2.2,376,免费评估
25,赫特福德大学University of Hertfordshire,2.6,,,221,免费评估
26,埃克塞特大学University of Exeter,2.5,2.6,,381,免费评估
27,纽卡斯尔大学Newcastle University,1.9,2.8,2.5,433,免费评估
28,朴茨茅斯大学University of Portsmouth,,3.1,,274,免费评估
29,东英吉利大学University of East Anglia,2.8,2.0,,390,免费评估
29,格林威治大学The University of Greenwich,,,1.6,214,免费评估
31,伦敦国王学院King's College London,3.2,2.8,,434,免费评估
32,肯特大学University of Kent,1.6,2.3,3.1,280,免费评估
33,思克莱德大学University of Strathclyde,,2.4,2.1,377,免费评估
34,诺桑比亚大学Northumbria University,,2.1,,265,免费评估
35,谢菲尔德哈莱姆大学Sheffield Hallam University,1.3,1.3,1.3,262,免费评估
36,卡迪夫大学Cardiff University,1.9,,,431,免费评估
37,英国女王大学Queen's University Belfast,2.1,,,366,免费评估
38,阿斯顿大学Aston University,2.0,2.0,2.0,344,免费评估
39,萨塞克斯大学University of Sussex,,2.3,,395,免费评估
39,格拉摩根大学University of Glamorgan,,1.1,,265,免费评估
41,利物浦大学The University of Liverpool,2.2,2.8,1.6,391,免费评估
41,曼彻斯特城市大学Manchester Metropolitan University,3.0,3.2,2.8,444,免费评估
41,利兹都会大学Leeds Metropolitan University,2.5,2.7,3.3,423,免费评估
44,西英格兰大学University of the West of England,,0.8,,297,免费评估
45,伦敦大学皇家霍洛威学院Royal Holloway University of London,1.1,,,368,免费评估
46,雷丁大学University of Reading,,1.9,1.8,333,免费评估
47,斯特林大学University of Stirling,,1.9,,293,免费评估
48,曼彻斯特城市大学Manchester Metropolitan University,2.0,,,303,免费评估
48,牛津布鲁克斯大学Oxford Brookes University,,0.9,,280,免费评估
50,阿伯泰邓迪大学University of Abertay Dundee,,2.2,,327,免费评估
51,斯旺西大学Swansea University,1.9,,,328,免费评估
52,诺丁汉特伦特大学Nottingham Trent University,1.6,1.6,1.6,267,免费评估
53,伦敦大学玛丽女王学院Queen Mary University of London,2.6,2.3,2.1,300,免费评估
54,普利茅斯大学University of Plymouth,,1.3,1.4,274,免费评估
55,曼彻斯特城市大学Manchester Metropolitan University,,0.9,,263,免费评估
56,亚伯大学Aberystwyth University,1.9,,,332,免费评估
57,考文垂大学Coventry University,1.0,1.3,,293,免费评估
58,布鲁内尔大学Brunel University,,2.3,2.5,289,免费评估
59,布莱顿大学University of Brighton,,0.9,,263,免费评估
60,金斯顿大学Kingston University,,,,229,免费评估
61,伦敦城市大学City University London,,1.5,,307,免费评估
62,中央兰开夏大学University of Central Lancashire,,,,316,免费评估
63,艾芝西尔大学Edge Hill University,,,,321,免费评估
64,哥比亚大学University of Cumbria,,,,246,免费评估
65,伍尔弗汉普顿大学University of Wolverhampton,,,,259,免费评估
66,埃塞克斯大学University of Essex,,,,302,免费评估
67,利物浦约翰摩尔斯大学Liverpool John Moores University,,,,239,免费评估
