Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,兰卡斯特大学Lancaster University,86.9%,87.5%,51.4%,150.0,74.5%,100.0,免费评估
2,谢菲尔德大学The University of Sheffield,73.0%,74.8%,26.8%,147.0,95.5%,94.9,免费评估
3,斯特林大学University of Stirling,81.8%,79.5%,33.8%,174.0,55.6%,94.5,免费评估
4,斯旺西大学Swansea University,83.3%,82.5%,20.4%,152.0,74.4%,94.2,免费评估
5,诺丁汉大学University of Nottingham,80.1%,77.0%,43.5%,144.0,68.2%,93.9,免费评估
6,肯特大学University of Kent,77.3%,75.8%,59.0%,125.0,69.4%,93.3,免费评估
7,利兹大学University of Leeds,75.9%,76.8%,40.1%,155.0,65.3%,93.2,免费评估
8,约克大学The University of York,75.5%,71.6%,47.5%,158.0,57.1%,92.3,免费评估
9,南安普顿大学University of Southampton,75.4%,73.4%,52.8%,148.0,55.0%,91.8,免费评估
10,曼彻斯特大学The University of Manchester,76.6%,75.2%,27.2%,151.0,70.3%,91.7,免费评估
11,朴茨茅斯大学University of Portsmouth,85.6%,83.4%,12.1%,128.0,78.8%,91.6,免费评估
11,杜伦大学Durham University,73.9%,69.5%,28.7%,158.0,71.8%,91.6,免费评估
13,伯明翰大学University of Birmingham,76.3%,71.1%,40.1%,145.0,,91.0,免费评估
14,Wrexham Glyndŵr University,96.8%,96.5%,,118.0,66.7%,90.8,免费评估
15,英国女王大学Queen's University Belfast,82.3%,77.9%,39.3%,139.0,48.8%,89.9,免费评估
16,利物浦大学The University of Liverpool,88.9%,85.4%,8.6%,114.0,73.7%,89.6,免费评估
17,埃塞克斯大学University of Essex,74.1%,73.3%,44.3%,112.0,73.3%,89.2,免费评估
18,萨里大学University of Surrey,86.0%,82.5%,,160.0,50.6%,88.5,免费评估
18,University of Lincoln,85.0%,82.2%,5.8%,126.0,69.9%,88.5,免费评估
20,萨塞克斯大学University of Sussex,74.5%,71.1%,27.9%,140.0,64.7%,88.4,免费评估
21,莱斯特大学University of Leicester,79.2%,78.2%,26.3%,127.0,61.7%,88.2,免费评估
22,诺丁汉特伦特大学Nottingham Trent University,78.5%,78.0%,5.1%,131.0,74.9%,87.8,免费评估
23,索尔福德大学University of Salford,83.3%,79.0%,27.7%,123.0,55.0%,87.7,免费评估
24,哈德斯菲尔德大学University of Huddersfield,84.3%,79.1%,9.5%,121.0,67.5%,87.4,免费评估
24,龙比亚大学Napier University,80.2%,78.2%,,164.0,52.9%,87.4,免费评估
26,格罗斯特大学University of Gloucestershire,84.3%,80.9%,,120.0,72.4%,87.1,免费评估
27,谢菲尔德哈莱姆大学Sheffield Hallam University,87.8%,83.9%,14.4%,118.0,54.1%,86.8,免费评估
28,德蒙福特大学De Montfort University,82.1%,78.4%,11.2%,106.0,74.4%,86.6,免费评估
29,赫尔大学The University of Hull,78.6%,72.6%,14.3%,117.0,73.0%,86.5,免费评估
29,诺桑比亚大学Northumbria University,78.4%,73.8%,12.7%,139.0,59.8%,86.5,免费评估
31,西英格兰大学University of the West of England,85.6%,82.4%,10.9%,129.0,51.5%,86.4,免费评估
32,考文垂大学Coventry University,84.6%,82.1%,,121.0,66.1%,86.2,免费评估
33,中央兰开夏大学University of Central Lancashire,77.1%,73.7%,11.8%,136.0,61.8%,86.1,免费评估
34,利物浦约翰摩尔斯大学Liverpool John Moores University,75.3%,74.0%,5.8%,140.0,66.4%,86.0,免费评估
35,德比大学University of Derby,89.6%,84.7%,2.4%,113.0,58.9%,85.9,免费评估
36,伯明翰城市大学Birmingham City University,77.1%,77.5%,3.8%,131.0,63.8%,85.2,免费评估
36,Solent University,81.5%,83.7%,,110.0,70.7%,85.2,免费评估
38,阿伯泰邓迪大学University of Abertay Dundee,79.8%,74.6%,5.0%,158.0,43.4%,85.0,免费评估
39,普利茅斯大学University of Plymouth,80.5%,79.2%,16.0%,117.0,55.5%,84.8,免费评估
40,亚伯大学Aberystwyth University,78.0%,70.2%,14.3%,110.0,69.3%,84.6,免费评估
41,艾芝西尔大学Edge Hill University,82.3%,81.1%,12.1%,123.0,49.5%,84.5,免费评估
42,布莱顿大学University of Brighton,79.5%,76.7%,12.4%,113.0,58.2%,83.7,免费评估
43,伦敦大学皇家霍洛威学院Royal Holloway University of London,78.0%,77.8%,,137.0,50.7%,83.2,免费评估
43,格林威治大学The University of Greenwich,81.1%,75.6%,2.1%,127.0,53.3%,83.2,免费评估
45,布拉德福德大学University of Bradford,72.4%,66.8%,10.6%,115.0,71.4%,83.1,免费评估
