Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,伦敦政治经济学院The London School of Economics and Political Science,74,1.8,425.0,78.0,100.0,免费评估
2,伦敦城市大学City University London,73,1.1,,100.0,95.7,免费评估
3,布里斯托大学University of Bristol,81,1.0,420.0,71.0,94.8,免费评估
4,巴斯大学University of Bath,79,1.5,402.0,59.0,94.6,免费评估
5,爱丁堡大学The University of Edinburgh,75,1.3,428.0,56.0,90.4,免费评估
6,阿斯顿大学Aston University,86,0.3,383.0,72.0,89.7,免费评估
7,肯特大学University of Kent,79,1.3,294.0,64.0,89.1,免费评估
8,利兹大学University of Leeds,78,1.4,338.0,55.0,89.0,免费评估
9,卡迪夫大学Cardiff University,78,1.1,375.0,58.0,88.3,免费评估
10,约克大学The University of York,76,1.2,352.0,61.0,87.8,免费评估
11,诺丁汉特伦特大学Nottingham Trent University,74,0.9,,74.0,87.2,免费评估
12,格拉斯哥大学University of Glasgow,74,0.8,371.0,68.0,86.2,免费评估
13,莱斯特大学University of Leicester,84,0.4,385.0,54.0,85.9,免费评估
14,林肯大学University of Lincoln,82,0.5,,67.0,85.8,免费评估
14,斯特林大学University of Stirling,82,0.8,,53.0,85.8,免费评估
16,谢菲尔德大学The University of Sheffield,74,1.1,367.0,58.0,85.5,免费评估
17,基尔大学Keele University,79,1.0,320.0,56.0,85.0,免费评估
17,拉夫堡大学Loughborough University,79,1.0,339.0,49.0,85.0,免费评估
19,伯明翰大学University of Birmingham,77,0.9,332.0,59.0,84.7,免费评估
20,伦敦南岸大学London South Bank University,81,0.9,,43.0,83.4,免费评估
21,诺丁汉大学University of Nottingham,75,0.7,355.0,54.0,81.7,免费评估
22,英国女王大学Queen's University Belfast,72,1.0,,56.0,80.6,免费评估
23,曼彻斯特大学The University of Manchester,75,0.8,,55.0,79.9,免费评估
24,波尔顿大学University of Bolton,83,0.6,192.0,60.0,78.8,免费评估
24,谢菲尔德哈莱姆大学Sheffield Hallam University,77,0.9,307.0,37.0,78.8,免费评估
26,伯明翰城市大学Birmingham City University,74,0.3,284.0,67.0,76.5,免费评估
27,索尔福德大学University of Salford,81,0.6,239.0,42.0,76.0,免费评估
28,布拉德福德大学University of Bradford,78,0.7,215.0,,75.7,免费评估
29,西苏格兰大学University of the West of Scotland,73,0.6,,50.0,74.9,免费评估
30,斯旺西大学Swansea University,66,0.8,339.0,41.0,73.6,免费评估
31,坎特伯雷大学Canterbury Christ Church University,81,,229.0,57.0,73.3,免费评估
32,阿尔斯特大学University of Ulster,77,0.8,254.0,25.0,72.8,免费评估
33,格林多大学Glyndwr University,66,0.2,,73.0,71.3,免费评估
34,布莱顿大学University of Brighton,73,0.4,300.0,29.0,69.1,免费评估
35,伦敦都市大学London Metropolitan University,67,0.7,,35.0,67.5,免费评估
36,普利茅斯大学University of Plymouth,66,0.7,214.0,41.0,66.3,免费评估
37,利兹都会大学Leeds Metropolitan University,68,,244.0,55.0,65.6,免费评估
38,曼彻斯特城市大学Manchester Metropolitan University,73,0.3,,19.0,62.8,免费评估
39,剑桥安鲁大学Anglia Ruskin University,61,0.4,197.0,39.0,59.5,免费评估
