Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,86%,3.2/9,502,75.00%,100.0,免费评估
2,华威大学The University of Warwick,80%,3.8/9,389,72.00%,92.4,免费评估
3,巴斯大学University of Bath,77%,4.6/9,375,70.00%,91.7,免费评估
4,萨里大学University of Surrey,82%,3.8/9,350,60.00%,88.8,免费评估
5,南安普顿大学University of Southampton,82%,4.5/9,373,51.00%,88.7,免费评估
6,利兹大学University of Leeds,79%,4.4/9,363,56.00%,88.1,免费评估
6,拉夫堡大学Loughborough University,83%,3.2/9,338,66.00%,88.1,免费评估
8,埃塞克斯大学University of Essex,82%,4.2/9,317,60.00%,88.0,免费评估
9,杜伦大学Durham University,77%,3.0/9,406,65.00%,87.5,免费评估
10,伦敦政治经济学院The London School of Economics and Political Science,70%,2.9/9,426,75.00%,87.3,免费评估
11,兰卡斯特大学Lancaster University,79%,4.2/9,355,54.00%,86.5,免费评估
12,爱丁堡大学The University of Edinburgh,76%,3.8/9,406,56.00%,86.4,免费评估
13,约克大学The University of York,79%,4.0/9,334,56.00%,85.7,免费评估
14,萨塞克斯大学University of Sussex,77%,3.4/9,348,63.00%,85.3,免费评估
15,埃克塞特大学University of Exeter,80%,3.3/9,359,54.00%,84.5,免费评估
16,莱斯特大学University of Leicester,80%,2.0/9,321,70.00%,83.8,免费评估
17,卡迪夫大学Cardiff University,76%,3.5/9,350,51.00%,81.9,免费评估
17,斯特林大学University of Stirling,79%,2.7/9,305,61.00%,81.9,免费评估
19,阿伯丁大学University of Aberdeen,85%,2.9/9,327,43.00%,81.7,免费评估
20,肯特大学University of Kent,76%,4.2/9,277,54.00%,81.1,免费评估
21,伦敦大学金史密斯学院Goldsmiths University of London,75%,4.2/9,265,58.00%,81.0,免费评估
21,谢菲尔德大学The University of Sheffield,75%,3.5/9,344,52.00%,81.0,免费评估
23,伯明翰大学University of Birmingham,78%,1.6/9,358,60.00%,80.4,免费评估
23,格拉斯哥大学University of Glasgow,79%,2.2/9,372,49.00%,80.4,免费评估
25,布里斯托大学University of Bristol,67%,2.4/9,372,69.00%,79.9,免费评估
26,朴茨茅斯大学University of Portsmouth,82%,2.6/9,285,49.00%,79.1,免费评估
27,The Queen's,74%,3.2/9,340,49.00%,78.6,免费评估
28,基尔大学Keele University,73%,3.2/9,305,55.00%,78.5,免费评估
29,纽卡斯尔大学Newcastle University,75%,2.8/9,348,49.00%,78.4,免费评估
29,诺桑比亚大学Northumbria University,81%,1.8/9,280,57.00%,78.4,免费评估
31,布鲁内尔大学Brunel University,77%,2.5/9,295,56.00%,78.2,免费评估
32,诺丁汉大学University of Nottingham,70%,2.5/9,337,60.00%,77.9,免费评估
33,思克莱德大学University of Strathclyde,76%,1.2/9,352,59.00%,77.7,免费评估
34,曼彻斯特大学The University of Manchester,65%,4.5/9,377,42.00%,76.9,免费评估
35,东英吉利大学University of East Anglia,84%,,319,55.00%,76.6,免费评估
35,利物浦大学The University of Liverpool,79%,1.6/9,346,45.00%,76.6,免费评估
37,Edin Napier,82%,0.7/9,260,63.00%,76.5,免费评估
38,赫尔大学The University of Hull,81%,2.3/9,260,47.00%,76.1,免费评估
39,阿斯顿大学Aston University,75%,1.4/9,325,57.00%,76.0,免费评估
40,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,83%,1.4/9,305,43.00%,75.4,免费评估
