Ranking,University Name,Guardian score,Satisfied with course,Satisfied with teaching,Satisfied with feedback,Student:staff ratio,Spend per student,Average entry tariff,Value-added score,Career after 6 mths,Free
1,牛津大学University of Oxford,100.0,91,91,74,10.2,10,570,6,,免费评估
2,埃克塞特大学University of Exeter,60.7,89,89,70,16.0,3,389,9,91.0,免费评估
3,帝国理工学院Imperial College London,55.1,89,77,63,12.1,7,502,4,,免费评估
4,谢菲尔德大学The University of Sheffield,52.0,84,86,53,11.1,6,396,6,,免费评估
5,伯明翰大学University of Birmingham,45.2,89,86,61,15.6,7,373,5,,免费评估
6,拉夫堡大学Loughborough University,44.7,83,86,70,11.9,6,328,1,76.0,免费评估
7,新白金汉大学Buckinghamshire New University,40.2,74,90,75,16.2,2,268,9,40.0,免费评估
8,伦敦大学玛丽女王学院Queen Mary University of London,31.7,92,85,71,19.1,3,373,2,,免费评估
9,曼彻斯特大学The University of Manchester,27.4,66,72,44,16.9,6,386,7,54.0,免费评估
10,斯旺西大学Swansea University,26.3,82,77,54,14.9,3,334,5,,免费评估
11,伦敦都市大学London Metropolitan University,22.5,59,71,44,10.3,3,232,8,39.0,免费评估
