Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,87.0,1.4,526,72.0,100.0,免费评估
2,剑桥大学University of Cambridge,86.0,1.2,521,77.0,99.6,免费评估
3,伦敦大学学院University College London,93.0,1.2,442,77.0,99.3,免费评估
4,杜伦大学Durham University,83.0,1.5,445,78.0,97.2,免费评估
5,南安普顿大学University of Southampton,84.0,1.1,390,67.0,88.8,免费评估
6,埃克塞特大学University of Exeter,85.0,1.0,430,63.0,88.4,免费评估
7,雷丁大学University of Reading,88.0,1.5,354,51.0,88.3,免费评估
8,格拉斯哥大学University of Glasgow,89.0,0.7,442,60.0,88.0,免费评估
9,利物浦大学The University of Liverpool,86.0,1.2,371,60.0,87.5,免费评估
10,约克大学The University of York,91.0,1.1,421,43.0,87.4,免费评估
11,莱斯特大学University of Leicester,86.0,1.2,375,53.0,85.9,免费评估
12,纽卡斯尔大学Newcastle University,87.0,0.8,370,56.0,83.5,免费评估
13,爱丁堡大学The University of Edinburgh,84.0,1.0,413,45.0,83.1,免费评估
14,诺丁汉大学University of Nottingham,83.0,1.0,367,49.0,81.6,免费评估
15,曼彻斯特大学The University of Manchester,85.0,0.9,347,51.0,81.0,免费评估
16,卡迪夫大学Cardiff University,81.0,0.9,379,52.0,80.5,免费评估
17,邓迪大学University of Dundee,88.0,,480,55.0,80.4,免费评估
18,谢菲尔德大学The University of Sheffield,77.0,1.1,391,46.0,80.0,免费评估
19,英国女王大学Queen's University Belfast,89.0,1.1,356,32.0,79.6,免费评估
20,哈德斯菲尔德大学University of Huddersfield,87.0,,270,88.0,79.5,免费评估
21,伯明翰大学University of Birmingham,79.0,0.7,387,57.0,79.2,免费评估
22,阿伯丁大学University of Aberdeen,83.0,0.7,338,,77.9,免费评估
23,肯特大学University of Kent,82.0,0.2,337,70.0,77.2,免费评估
24,基尔大学Keele University,85.0,,323,71.0,76.2,免费评估
25,布里斯托大学University of Bristol,70.0,0.8,382,58.0,76.0,免费评估
26,布拉德福德大学University of Bradford,77.0,0.9,269,54.0,74.3,免费评估
27,诺丁汉特伦特大学Nottingham Trent University,77.0,0.4,318,59.0,72.7,免费评估
28,罗伯特高登大学The Robert Gordon University,76.0,,379,62.0,71.9,免费评估
29,中央兰开夏大学University of Central Lancashire,81.0,0.3,316,49.0,70.9,免费评估
30,西英格兰大学University of the West of England,81.0,,304,55.0,69.1,免费评估
31,赫尔大学The University of Hull,81.0,,284,56.0,68.8,免费评估
32,斯塔福德郡大学Staffordshire University,86.0,,260,52.0,68.7,免费评估
33,切斯特大学University of Chester,84.0,,273,50.0,67.8,免费评估
34,斯旺西大学Swansea University,80.0,,339,44.0,67.5,免费评估
35,德比大学University of Derby,77.0,,271,54.0,65.4,免费评估
36,林肯大学University of Lincoln,73.0,,301,55.0,65.3,免费评估
37,温切斯特大学University of Winchester,83.0,0.2,273,33.0,65.2,免费评估
38,蒂赛德大学Teesside University,77.0,,336,39.0,64.5,免费评估
39,伯恩茅斯大学Bournemouth University,65.0,0.6,293,48.0,64.1,免费评估
41,格拉摩根大学University of Glamorgan,75.0,,300,38.0,61.5,免费评估
42,伦敦南岸大学London South Bank University,,,206,54.0,61.2,免费评估
43,伍斯特大学University of Worcester,76.0,,293,38.0,61.0,免费评估
45,利物浦约翰摩尔斯大学Liverpool John Moores University,75.0,,231,46.0,60.7,免费评估
46,金斯顿大学Kingston University,74.0,,261,43.0,60.5,免费评估
47,考文垂大学Coventry University,75.0,,276,42.0,59.8,免费评估
49,西苏格兰大学University of the West of Scotland,,,272,38.0,59.5,免费评估
50,剑桥安鲁大学Anglia Ruskin University,63.0,,256,47.0,55.8,免费评估
51,坎特伯雷大学Canterbury Christ Church University,69.0,,220,36.0,54.2,免费评估
