Ranking,University Name,Region,Academic Reputation,Employer Reputation,Citations per Paper,H-index Citations,Overall score,Free
1,Massachusetts Institute of Technology (MIT),United States,100.0,100.0,97.0,100.0,99.6,免费评估
2,Stanford University,United States,96.1,98.3,100.0,95.1,96.6,免费评估
3,剑桥大学University of Cambridge,United Kingdom,99.9,86.8,92.0,95.1,94.8,免费评估
4,"University of California, Berkeley (UCB)",United States,90.7,97.2,97.9,95.4,94.6,免费评估
5,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,94.5,92.3,90.0,93.5,93.1,免费评估
6,牛津大学University of Oxford,United Kingdom,98.7,86.8,92.3,90.1,92.5,免费评估
7,California Institute of Technology (Caltech),United States,88.9,88.0,97.4,93.3,91.8,免费评估
8,EPFL,Switzerland,90.7,90.2,95.0,90.4,91.2,免费评估
8,National University of Singapore (NUS),Singapore,89.6,98.7,93.5,88.6,91.2,免费评估
10,帝国理工学院Imperial College London,United Kingdom,92.7,85.3,84.7,94.5,91.1,免费评估
11,"Nanyang Technological University, Singapore (NTU)",Singapore,90.0,98.9,95.3,85.7,90.4,免费评估
12,Tsinghua University,China (Mainland),87.1,98.9,86.7,88.3,89.3,免费评估
13,Delft University of Technology,Netherlands,82.9,87.1,86.5,94.7,88.8,免费评估
14,The University of Tokyo,Japan,89.0,89.4,86.8,88.3,88.5,免费评估
15,Princeton University,United States,78.1,86.8,92.2,92.7,87.4,免费评估
16,"University of California, Los Angeles (UCLA)",United States,87.3,86.2,94.7,85.0,87.3,免费评估
17,Yale University,United States,88.1,83.6,93.3,85.2,87.0,免费评估
18,伦敦大学学院University College London,United Kingdom,85.7,84.3,87.0,87.1,86.2,免费评估
19,Kyoto University,Japan,83.0,93.5,87.8,84.4,85.9,免费评估
20,University of Texas at Austin,United States,76.7,89.4,93.6,88.3,85.8,免费评估
21,University of Wisconsin-Madison,United States,73.7,90.2,91.2,90.9,85.7,免费评估
22,曼彻斯特大学The University of Manchester,United Kingdom,81.0,86.5,87.9,87.8,85.6,免费评估
23,KAIST - Korea Advanced Institute of Science & Technology,South Korea,82.7,88.0,88.1,85.3,85.3,免费评估
24,Georgia Institute of Technology,United States,80.3,87.7,89.0,86.3,85.1,免费评估
25,Seoul National University,South Korea,85.8,87.1,85.0,83.7,85.0,免费评估
26,University of Minnesota Twin Cities,United States,66.1,86.5,86.5,97.2,84.7,免费评估
27,University of Toronto,Canada,84.5,85.6,87.7,83.1,84.6,免费评估
28,Northwestern University,United States,73.4,95.5,95.9,83.5,84.1,免费评估
29,Monash University,Australia,82.4,87.1,87.0,81.1,83.3,免费评估
30,Cornell University,United States,81.6,81.5,92.4,80.1,82.6,免费评估
31,Tokyo Institute of Technology (Tokyo Tech),Japan,82.6,88.3,84.8,78.7,82.2,免费评估
32,The Hong Kong University of Science and Technology,Hong Kong SAR,80.1,78.5,91.8,81.1,82.0,免费评估
32,The University of Melbourne,Australia,85.1,74.1,84.1,81.9,82.0,免费评估
34,Politecnico di Milano,Italy,94.6,74.5,77.3,76.5,81.8,免费评估
35,Sungkyunkwan University(SKKU),South Korea,79.7,85.0,86.8,79.7,81.6,免费评估
35,University of Michigan-Ann Arbor,United States,78.6,88.6,88.3,78.7,81.6,免费评估
37,RWTH Aachen University,Germany,76.9,87.7,84.9,80.4,81.1,免费评估
38,Technische Universität Berlin (TU Berlin),Germany,78.4,85.0,87.2,79.1,81.0,免费评估
38,The University of Queensland,Australia,80.2,83.0,85.8,79.0,81.0,免费评估
40,The University of New South Wales (UNSW Sydney),Australia,84.0,84.6,85.9,75.0,80.8,免费评估
40,University of Pennsylvania,United States,75.7,85.9,92.6,78.3,80.8,免费评估
42,Purdue University,United States,80.1,86.8,85.6,76.4,80.5,免费评估
43,Eindhoven University of Technology,Netherlands,72.0,85.9,87.6,81.9,80.4,免费评估
44,Columbia University,United States,76.8,85.3,94.8,74.8,80.0,免费评估
45,Technical University of Munich,Germany,79.6,84.3,85.7,76.2,79.9,免费评估
46,McGill University,Canada,80.8,78.1,83.3,78.0,79.7,免费评估
46,University of British Columbia,Canada,79.5,80.4,83.3,78.3,79.7,免费评估
48,Pennsylvania State University,United States,76.4,85.9,89.1,75.7,79.5,免费评估
48,University of Delaware,United States,59.1,91.5,94.5,84.6,79.5,免费评估
50,Indian Institute of Technology Bombay (IITB),India,84.6,76.3,80.8,76.1,79.4,免费评估
