Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,牛津大学University of Oxford,224.0,,2.92,70.0,100.0,免费评估
2,纽卡斯尔大学Newcastle University,211.0,3.87,3.03,71.0,96.3,免费评估
3,拉夫堡大学Loughborough University,176.0,4.14,3.08,76.0,95.4,免费评估
4,兰卡斯特大学Lancaster University,155.0,4.02,3.1,81.0,95.3,免费评估
5,利兹大学University of Leeds,162.0,3.86,3.06,75.0,93.8,免费评估
6,伦敦大学学院University College London,188.0,4.32,2.92,56.0,93.4,免费评估
7,曼彻斯特城市大学Manchester Metropolitan University,171.0,4.14,2.74,72.0,93.4,免费评估
8,圣大卫三一学院University of Wales Trinity Saint David,143.0,4.3,2.94,70.0,93.1,免费评估
9,邓迪大学University of Dundee,185.0,4.17,3.02,56.0,92.9,免费评估
10,利物浦约翰摩尔斯大学Liverpool John Moores University,190.0,4.12,2.75,63.0,92.8,免费评估
11,亚伯大学Aberystwyth University,130.0,4.46,2.67,75.0,92.6,免费评估
12,诺丁汉特伦特大学Nottingham Trent University,144.0,4.14,2.59,79.0,92.5,免费评估
13,伯恩茅斯艺术大学Arts University Bournemouth,148.0,4.11,2.3,80.0,92.4,免费评估
14,布鲁内尔大学Brunel University,136.0,3.84,2.9,76.0,92.4,免费评估
15,爱丁堡大学The University of Edinburgh,171.0,3.86,3.07,64.0,92.3,免费评估
16,肯特大学University of Kent,130.0,3.57,3.2,78.0,92.2,免费评估
17,伦敦大学金史密斯学院Goldsmiths University of London,167.0,4.28,2.83,57.0,92.1,免费评估
18,罗伯特高登大学The Robert Gordon University,159.0,4.3,2.25,65.0,91.9,免费评估
19,斯塔福德郡大学Staffordshire University,128.0,4.08,1.88,85.0,91.8,免费评估
20,金斯顿大学Kingston University,172.0,4.11,2.93,61.0,91.7,免费评估
21,考文垂大学Coventry University,127.0,4.07,2.98,74.0,91.5,免费评估
22,伦敦艺术大学University of the Arts London,138.0,3.93,3.12,65.0,91.5,免费评估
23,"University of Westminster, London",140.0,4.02,3.36,68.0,91.5,免费评估
24,格拉斯哥大学University of Glasgow,217.0,3.66,,,91.5,免费评估
25,南安普顿大学University of Southampton,154.0,3.95,2.97,61.0,91.4,免费评估
26,阿尔斯特大学University of Ulster,132.0,3.89,3.24,66.0,91.4,免费评估
27,德蒙福特大学De Montfort University,122.0,4.28,2.8,75.0,91.3,免费评估
28,赫瑞瓦特大学Heriot Watt University,156.0,3.66,2.7,66.0,91.1,免费评估
29,"Northumbria University, Newcastle",155.0,4.17,2.78,63.0,91.1,免费评估
30,朴茨茅斯大学University of Portsmouth,123.0,4.45,,88.0,91.0,免费评估
31,哈德斯菲尔德大学University of Huddersfield,142.0,4.06,2.54,72.0,91.0,免费评估
32,伦敦南岸大学London South Bank University,111.0,4.07,2.42,78.0,90.8,免费评估
33,法尔茅斯大学Falmouth University,137.0,4.03,1.94,76.0,90.8,免费评估
34,University of Lincoln,128.0,4.03,2.72,73.0,90.6,免费评估
35,伯恩茅斯大学Bournemouth University,108.0,4.05,3.0,76.0,90.5,免费评估
36,"Bristol, University of the West of England",141.0,4.31,2.88,60.0,90.3,免费评估
37,雷丁大学University of Reading,135.0,3.55,3.12,66.0,90.3,免费评估
38,创意艺术大学University for the Creative Arts,140.0,4.1,2.72,66.0,90.1,免费评估
39,谢菲尔德哈莱姆大学Sheffield Hallam University,124.0,4.35,3.22,62.0,89.9,免费评估
40,中央兰开夏大学University of Central Lancashire,135.0,4.22,2.27,66.0,89.7,免费评估
41,赫特福德大学University of Hertfordshire,110.0,4.06,2.55,74.0,89.6,免费评估
42,巴斯斯巴大学Bath Spa University,138.0,3.81,2.49,66.0,89.5,免费评估
43,班戈大学Bangor University,131.0,4.48,,75.0,89.5,免费评估
