Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,牛津大学University of Oxford,88.0,35.0,549,76.7,100.0,免费评估
2,伦敦大学亚非学院SOAS University of London,80.2,41.7,451,61.2,90.0,免费评估
3,爱丁堡大学The University of Edinburgh,78.2,18.3,493,79.2,88.2,免费评估
4,剑桥大学University of Cambridge,70.5,26.7,555,74.6,87.7,免费评估
5,诺丁汉大学University of Nottingham,80.2,16.7,390,78.4,84.8,免费评估
6,利兹大学University of Leeds,80.6,18.3,428,57.0,80.5,免费评估
7,谢菲尔德大学The University of Sheffield,72.1,13.3,399,64.8,75.7,免费评估
8,曼彻斯特大学The University of Manchester,69.9,18.3,409,58.3,74.6,免费评估
9,威斯敏斯特大学University of Westminster,77.0,16.7,305,,74.3,免费评估
10,牛津布鲁克斯大学Oxford Brookes University,82.5,,343,50.5,70.6,免费评估
11,中央兰开夏大学University of Central Lancashire,69.6,,289,57.0,63.8,免费评估
