Ranking,University Name,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,84.3,45.0,569.0,86.9,100.0,免费评估
2,Cardiff University,91.6,41.7,377.0,86.8,95.1,免费评估
3,纽卡斯尔大学Newcastle University,86.6,38.3,362.0,89.5,91.8,免费评估
4,雷丁大学University of Reading,82.2,36.7,395.0,,88.5,免费评估
5,谢菲尔德大学The University of Sheffield,81.7,42.2,362.0,78.7,87.5,免费评估
6,赫瑞瓦特大学Heriot Watt University,83.4,30.0,,83.3,87.3,免费评估
6,阿伯丁大学University of Aberdeen,,33.3,,78.2,87.3,免费评估
8,格罗斯特大学University of Gloucestershire,85.8,16.7,,90.0,86.8,免费评估
9,伦敦大学学院University College London,79.0,33.3,455.0,73.1,86.2,免费评估
10,拉夫堡大学Loughborough University,84.2,41.7,364.0,67.6,85.9,免费评估
11,Manchester Metropolitan University,87.8,15.0,,84.6,85.7,免费评估
12,诺桑比亚大学Northumbria University,87.5,20.0,334.0,82.8,84.8,免费评估
13,牛津布鲁克斯大学Oxford Brookes University,83.0,16.7,362.0,84.9,83.4,免费评估
14,利物浦大学The University of Liverpool,85.1,23.3,,74.2,83.1,免费评估
15,曼彻斯特大学The University of Manchester,81.0,33.3,371.0,69.1,82.8,免费评估
16,英国女王大学Queen's University Belfast,87.8,16.7,337.0,76.5,82.7,免费评估
17,伯明翰大学University of Birmingham,77.5,23.3,396.0,80.0,82.3,免费评估
18,西英格兰大学University of the West of England,82.4,19.5,327.0,80.5,81.2,免费评估
19,邓迪大学University of Dundee,82.4,16.7,,76.2,79.7,免费评估
20,皇家农学院Royal Agricultural University,80.2,5.0,336.0,90.5,79.4,免费评估
21,爱丁堡大学The University of Edinburgh,66.6,40.0,396.0,,78.9,免费评估
22,诺丁汉特伦特大学Nottingham Trent University,80.7,10.0,289.0,83.2,77.1,免费评估
23,伯明翰城市大学Birmingham City University,83.8,15.0,303.0,68.4,76.8,免费评估
24,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,73.9,30.0,368.0,60.0,75.9,免费评估
25,利兹贝克特大学Leeds Beckett University,86.9,,280.0,65.5,72.9,免费评估
26,威斯敏斯特大学University of Westminster,85.4,11.7,255.0,56.7,71.8,免费评估
27,谢菲尔德哈莱姆大学Sheffield Hallam University,71.6,30.0,247.0,49.0,67.0,免费评估
28,阿尔斯特大学University of Ulster,73.2,,270.0,56.6,63.2,免费评估
