Ranking,University Name,Entry Standards,Student Satisfaction,Research Assessment,Graduate Prospects,Overall Score,Free
1,南安普顿大学University of Southampton,156.0,73,3.47,96.0,100.0,免费评估
2,卡迪夫大学Cardiff University,157.0,83,3.42,96.0,99.5,免费评估
3,牛津布鲁克斯大学Oxford Brookes University,159.0,94,2.96,98.0,98.6,免费评估
4,布拉德福德大学University of Bradford,152.0,89,3.22,94.0,95.9,免费评估
5,利物浦大学The University of Liverpool,137.0,90,3.04,96.0,94.4,免费评估
6,西英格兰大学University of the West of England,146.0,92,3.06,94.0,94.2,免费评估
7,哈德斯菲尔德大学University of Huddersfield,139.0,95,2.85,,92.6,免费评估
8,伦敦南岸大学London South Bank University,142.0,82,2.67,94.0,92.1,免费评估
9,谢菲尔德哈莱姆大学Sheffield Hallam University,143.0,95,2.81,92.0,91.9,免费评估
10,考文垂大学Coventry University,139.0,88,3.14,92.0,91.3,免费评估
11,索尔福德大学University of Salford,148.0,92,2.63,90.0,91.1,免费评估
12,普利茅斯大学University of Plymouth,138.0,90,2.58,94.0,91.0,免费评估
13,北安普顿大学The University of Northampton,131.0,90,2.14,96.0,90.9,免费评估
14,诺桑比亚大学Northumbria University,151.0,65,3.12,88.0,90.8,免费评估
15,东英吉利大学University of East Anglia,145.0,93,,96.0,90.1,免费评估
16,玛格丽特女王大学Queen Margaret University,152.0,75,2.41,90.0,89.7,免费评估
17,Wrexham Glyndŵr,,86,,96.0,87.9,免费评估
18,阿尔斯特大学University of Ulster,147.0,72,3.04,80.0,87.7,免费评估
19,罗伯特高登大学The Robert Gordon University,150.0,93,,88.0,87.7,免费评估
20,布鲁内尔大学Brunel University,129.0,59,2.63,94.0,87.5,免费评估
21,伯恩茅斯大学Bournemouth University,129.0,89,2.56,92.0,87.3,免费评估
22,伍斯特大学University of Worcester,131.0,94,2.0,92.0,86.4,免费评估
23,德比大学University of Derby,127.0,88,,98.0,86.3,免费评估
24,约克圣约翰大学York St John University,135.0,79,2.13,92.0,86.2,免费评估
25,Canterbury Christ Church,120.0,70,2.56,96.0,85.0,免费评估
26,格拉斯哥喀里多尼亚大学Glasgow Caledonian University,153.0,82,3.11,70.0,84.1,免费评估
27,哥比亚大学University of Cumbria,134.0,62,,94.0,83.9,免费评估
28,蒂赛德大学Teesside University,111.0,92,2.77,84.0,80.0,免费评估
