Ranking,University Name,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,3.8,515.0,0.89,0.77,免费评估
2,牛津大学University of Oxford,3.8,514.0,0.85,0.79,免费评估
3,杜伦大学Durham University,2.9,491.0,0.88,0.75,免费评估
4,伦敦政治经济学院The London School of Economics and Political Science,3.6,472.0,0.77,0.88,免费评估
5,伦敦国王学院King's College London,3.1,468.0,0.84,0.77,免费评估
6,华威大学The University of Warwick,3.7,467.0,0.8,0.76,免费评估
7,约克大学The University of York,3.1,474.0,0.84,0.7,免费评估
8,伦敦大学学院University College London,3.8,447.0,0.78,0.76,免费评估
9,圣安德鲁斯大学University of St Andrews,3.0,468.0,0.85,0.67,免费评估
10,埃克塞特大学University of Exeter,3.0,428.0,0.87,0.68,免费评估
11,谢菲尔德大学The University of Sheffield,3.6,446.0,0.8,0.67,免费评估
12,南安普顿大学University of Southampton,3.6,405.0,0.83,0.62,免费评估
13,伦敦大学玛丽女王学院Queen Mary University of London,3.3,356.0,0.83,0.73,免费评估
14,利兹大学University of Leeds,2.9,436.0,0.83,0.67,免费评估
15,利物浦大学The University of Liverpool,3.8,389.0,0.85,0.53,免费评估
15,东英吉利大学University of East Anglia,2.9,383.0,0.89,0.57,免费评估
17,格拉斯哥大学University of Glasgow,3.1,410.0,0.86,0.54,免费评估
17,肯特大学University of Kent,3.8,332.0,0.83,0.62,免费评估
19,莱斯特大学University of Leicester,2.7,356.0,0.86,0.62,免费评估
20,伦敦大学皇家霍洛威学院Royal Holloway University of London,2.9,380.0,0.79,0.68,免费评估
21,阿伯丁大学University of Aberdeen,3.4,341.0,0.84,0.56,免费评估
22,伯明翰大学University of Birmingham,2.9,400.0,0.81,0.61,免费评估
23,爱丁堡大学The University of Edinburgh,3.1,455.0,0.73,0.66,免费评估
23,伦敦大学亚非学院SOAS University of London,3.3,359.0,0.78,0.66,免费评估
25,赫尔大学The University of Hull,2.8,303.0,0.87,0.6,免费评估
26,埃塞克斯大学University of Essex,3.8,322.0,0.83,0.53,免费评估
27,兰卡斯特大学Lancaster University,2.7,399.0,0.84,0.52,免费评估
28,布里斯托大学University of Bristol,2.6,444.0,0.68,0.79,免费评估
29,诺丁汉大学University of Nottingham,2.6,420.0,0.77,0.63,免费评估
30,邓迪大学University of Dundee,2.8,368.0,0.86,0.48,免费评估
31,牛津布鲁克斯大学Oxford Brookes University,3.2,307.0,0.8,0.57,免费评估
32,朴茨茅斯大学University of Portsmouth,2.3,273.0,0.93,0.48,免费评估
32,哈德斯菲尔德大学University of Huddersfield,2.0,289.0,0.87,0.62,免费评估
34,卡迪夫大学Cardiff University,2.2,413.0,0.82,0.51,免费评估
35,萨塞克斯大学University of Sussex,3.2,375.0,0.74,0.55,免费评估
36,纽卡斯尔大学Newcastle University,2.3,406.0,0.73,0.65,免费评估
36,基尔大学Keele University,2.8,308.0,0.78,0.61,免费评估
38,曼彻斯特大学The University of Manchester,3.2,418.0,0.7,0.55,免费评估
39,雷丁大学University of Reading,2.3,335.0,0.82,0.53,免费评估
39,英国女王大学Queen's University Belfast,2.8,338.0,0.77,0.57,免费评估
41,格拉摩根大学University of Glamorgan,2.4,226.0,0.84,0.64,免费评估
42,赫特福德大学University of Hertfordshire,3.4,240.0,0.83,0.48,免费评估
43,蒂赛德大学Teesside University,2.2,264.0,0.9,0.45,免费评估
44,巴斯斯巴大学Bath Spa University,1.9,280.0,0.84,0.58,免费评估
45,斯特林大学University of Stirling,2.5,273.0,0.83,0.52,免费评估
46,班戈大学Bangor University,2.5,277.0,0.81,0.54,免费评估
46,亚伯大学Aberystwyth University,2.1,314.0,0.83,0.48,免费评估
48,斯旺西大学Swansea University,2.5,303.0,0.82,0.46,免费评估
49,圣玛丽学院St Mary's College,,243.0,0.92,0.67,免费评估
50,中央兰开夏大学University of Central Lancashire,1.9,251.0,0.82,0.59,免费评估
50,德蒙福特大学De Montfort University,1.8,249.0,0.87,0.51,免费评估
52,思克莱德大学University of Strathclyde,1.9,369.0,0.78,0.51,免费评估
53,奇切斯特大学University of Chichester,1.4,256.0,0.91,0.46,免费评估
54,诺丁汉特伦特大学Nottingham Trent University,1.6,259.0,0.82,0.61,免费评估
55,桑德兰大学University of Sunderland,2.2,231.0,0.84,0.5,免费评估
56,温切斯特大学University of Winchester,2.6,263.0,0.84,0.39,免费评估
57,切斯特大学University of Chester,2.3,270.0,0.78,0.54,免费评估
58,西英格兰大学University of the West of England,1.9,285.0,0.83,0.45,免费评估
58,林肯大学University of Lincoln,1.7,277.0,0.79,0.58,免费评估
60,伦敦大学金史密斯学院Goldsmiths University of London,1.8,325.0,0.76,0.56,免费评估
61,兰彼得大学University of Wales Lampeter,1.8,271.0,0.75,0.63,免费评估
62,纽曼大学Newman University,0.9,214.0,0.86,0.6,免费评估
63,剑桥安鲁大学Anglia Ruskin University,2.9,242.0,0.78,0.43,免费评估
64,阿尔斯特大学University of Ulster,2.6,247.0,0.78,0.45,免费评估
65,普利茅斯大学University of Plymouth,1.4,269.0,0.78,0.55,免费评估
66,金斯顿大学Kingston University,1.6,247.0,0.77,0.55,免费评估
67,北安普顿大学The University of Northampton,1.9,193.0,0.87,0.39,免费评估
67,格林威治大学The University of Greenwich,1.9,215.0,0.8,0.49,免费评估
68,伍尔弗汉普顿大学University of Wolverhampton,1.6,219.0,0.8,0.46,免费评估
68,诺桑比亚大学Northumbria University,1.1,280.0,0.77,0.5,免费评估
71,谢菲尔德哈莱姆大学Sheffield Hallam University,1.7,282.0,0.76,0.41,免费评估
72,布莱顿大学University of Brighton,3.6,266.0,0.68,0.31,免费评估
