Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,剑桥大学University of Cambridge,80.7,48.3,612,0.0,100.0,免费评估
2,杜伦大学Durham University,80.5,35.0,522,89.0,92.6,免费评估
3,牛津大学University of Oxford,75.4,50.0,581,55.1,91.5,免费评估
4,圣安德鲁斯大学University of St Andrews,84.7,33.3,497,0.0,90.8,免费评估
5,伦敦大学亚非学院SOAS University of London,79.4,36.7,407,77.1,86.7,免费评估
6,爱丁堡大学The University of Edinburgh,70.4,40.0,457,0.0,80.8,免费评估
7,利兹大学University of Leeds,89.0,,410,79.1,79.7,免费评估
8,埃克塞特大学University of Exeter,77.6,23.3,448,0.0,78.1,免费评估
9,曼彻斯特大学The University of Manchester,73.2,30.0,385,45.6,74.8,免费评估
10,威斯敏斯特大学University of Westminster,79.8,,300,40.6,64.3,免费评估
