Ranking,University Name,Student Satisfaction,Research Quality,Entry Standers,Graduate Prospects,Overall Score,Free
1,卡迪夫大学Cardiff University,84.3,46.7,368,0.0,100.0,免费评估
1,牛津大学University of Oxford,75.4,35.0,603,68.8,100.0,免费评估
3,剑桥大学University of Cambridge,75.8,26.7,577,69.0,97.0,免费评估
4,伦敦大学亚非学院SOAS University of London,77.2,41.7,445,63.6,94.9,免费评估
5,爱丁堡大学The University of Edinburgh,71.7,18.3,487,85.8,93.3,免费评估
6,诺丁汉大学University of Nottingham,79.6,16.7,383,76.6,90.8,免费评估
7,利兹大学University of Leeds,84.8,18.3,432,53.8,89.9,免费评估
8,谢菲尔德大学The University of Sheffield,79.6,13.3,425,67.5,89.0,免费评估
9,曼彻斯特大学The University of Manchester,70.8,18.3,448,60.0,83.8,免费评估
10,牛津布鲁克斯大学Oxford Brookes University,86.5,,378,47.2,81.8,免费评估
