Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,牛津大学University of Oxford,,,41.3%,203,77.4%,100.0,免费评估
2,华威大学The University of Warwick,84.1%,83.6%,45.2%,165,,98.0,免费评估
2,兰卡斯特大学Lancaster University,84.2%,84.1%,47.0%,154,78.3%,98.0,免费评估
4,剑桥大学University of Cambridge,,,54.0%,216,87.9%,97.6,免费评估
5,曼彻斯特大学The University of Manchester,75.6%,80.2%,48.9%,151,79.8%,95.7,免费评估
6,伦敦大学学院University College London,78.6%,81.8%,43.7%,185,66.3%,95.6,免费评估
7,纽卡斯尔大学Newcastle University,88.5%,79.6%,36.3%,153,69.1%,94.8,免费评估
8,谢菲尔德大学The University of Sheffield,76.1%,79.7%,42.2%,155,76.0%,94.2,免费评估
9,利兹大学University of Leeds,86.3%,87.5%,30.6%,157,65.8%,93.9,免费评估
10,伦敦大学亚非学院SOAS University of London,93.6%,84.2%,26.0%,160*,60.9%,93.8,免费评估
11,阿伯丁大学University of Aberdeen,77.6%,77.2%,46.3%,143*,72.7%,93.3,免费评估
12,肯特大学University of Kent,81.1%,78.1%,41.9%,122,78.5%,93.1,免费评估
13,爱丁堡大学The University of Edinburgh,69.5%,70.3%,57.7%,193,56.6%,92.7,免费评估
14,约克大学The University of York,80.3%,79.4%,37.3%,146,68.9%,92.2,免费评估
15,哈德斯菲尔德大学University of Huddersfield,87.2%,86.1%,29.9%,123,69.2%,92.0,免费评估
16,格拉斯哥大学University of Glasgow,79.8%,76.5%,26.3%,,75.0%,91.3,免费评估
17,中央兰开夏大学University of Central Lancashire,83.6%,83.9%,15.2%,133,77.8%,91.1,免费评估
18,伦敦国王学院King's College London,72.2%,73.9%,42.1%,154,69.0%,90.9,免费评估
19,班戈大学Bangor University,85.8%,85.8%,39.6%,124,55.6%,90.3,免费评估
20,曼彻斯特城市大学Manchester Metropolitan University,85.3%,79.1%,29.0%,111,71.7%,90.0,免费评估
21,埃塞克斯大学University of Essex,70.2%,72.6%,36.0%,125,80.4%,89.5,免费评估
22,诺丁汉特伦特大学Nottingham Trent University,89.3%,80.4%,10.0%,126,69.6%,89.0,免费评估
22,伦敦大学玛丽女王学院Queen Mary University of London,72.2%,68.9%,50.3%,120,69.6%,89.0,免费评估
24,卡迪夫大学Cardiff University,83.2%,75.8%,35.1%,,59.3%,88.8,免费评估
25,罗汉普顿大学Roehampton University,81.7%,76.4%,21.8%,101*,77.4%,88.0,免费评估
26,西英格兰大学University of the West of England,83.2%,83.8%,9.5%,117,65.1%,86.2,免费评估
27,雷丁大学University of Reading,73.6%,72.2%,25.8%,138,,85.7,免费评估
28,约克圣约翰大学York St John University,85.3%,81.9%,9.7%,102,60.0%,84.3,免费评估
28,赫特福德大学University of Hertfordshire,81.3%,81.8%,,110,69.2%,84.3,免费评估
30,伍尔弗汉普顿大学University of Wolverhampton,75.4%,72.9%,12.8%,113*,69.6%,84.0,免费评估
31,索尔福德大学University of Salford,86.7%,85.1%,4.8%,110*,53.3%,83.4,免费评估
32,布莱顿大学University of Brighton,85.0%,75.7%,16.2%,114,47.7%,82.7,免费评估
33,威斯敏斯特大学University of Westminster,80.8%,75.1%,2.0%,104,51.9%,79.5,免费评估
33,阿尔斯特大学University of Ulster,79.8%,77.1%,22.4%,112,33.7%,79.5,免费评估
